,Forces,avgCentralDistance,Coordination,numberDensity,initialAnisotropy,li-ion fittability,maxForce,oxidation flexibility,ShannonRadii,positiveoxidationpop,avgIonicRadVol,SpaceGroup,strainvolumeflexibility,Xcm,Ycm,Zcm,volume flexibility of cell,deltaShannon,volumeshannonflex,detLatticeVec,angle anisotropy,ShannonRatio,avgCentralDistance Std,initialAnisotropy Std,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens,positiveoxpopdens,oxstateflexmin,oxstateflexmax,anisotropynormcubevolmean,anisotropynormcubevolstd,deltacrystal1,deltacrystal2,deltacrystal3,deltacrystal4,coordination std,solid electronegativity,charge moment of inertia,mass moment of inertia,negativeoxdensity
"mp-300009158, CuO2, LiCuO2, mp-704672, mp-9158",0.02320994520705372,3.760930536855964,5.0,0.0493142698991879,-0.5093686419428708,0.6175279120283167,0.19291155787855585,0.611111111111111,0.6905768290399933,0.3333333333333333,0.6865605443176005,69.0,0.030300999999999776,1.4999978203512068,2.9999982284605755,2.9994161726582287,0.01087973298660143,0.33164851666727047,0.0,125.3553183011192,9.425118444474451,-0.0325600325343914,0.2161384930529919,0.2864907045093522,0.07856742013183861,0.0836365902490185,0.27250851654686886,0.44992851690807384,0.7179591677459487,0.016438089966395966,0.6666666666666666,0.5,-1.1998218838310521,0.674831131090808,0.32502811755953714,0.017248123310340677,0.30063558764856985,0.3372243825150208,0.0,1.2286449702243178,1457.7683940063484,17409.840865713693,0.03287617993279193
"mp-300009615, TiS2, LiTiS2, mp-2156, mp-9615",0.0,0.9671966500165222,6.0,0.04622047327848687,-0.31178251946337115,0.9447275184770408,0.00035482,2.3333333333333335,0.3013337485374167,0.3333333333333333,0.8721743699365602,164.0,0.030300999999999866,0.8589069350071877,0.8589069350071877,0.8589069350071877,0.051637733950745814,3.651571837008996,0.0,66.87302791939712,14.142135592725866,0.05055611700000003,0.3857783980316964,0.22046353412115105,0.47140452079103173,1.9804812084309598,0.8507484520208766,5.0519835295030555,0.8075004479397416,0.01540682442616229,2.6666666666666665,1.6666666666666667,-0.49799270299574755,0.3521340178338173,4.47794352678315,2.7563045989668,0.5799401808929674,6.426945199728242,0.0,1.1548003502915456,15.090971214752212,139.27610069971144,0.03081364885232458
"mp-300010179, MgSbPd, LiMgSbPd, mp-10183, mp-10179",0.0,0.4102145864246843,8.0,0.04679340905580098,9.896713078679416e-11,1.2471800535865696,0.0,1.222222222222222,0.8516517334334659,1.0,0.881488755411034,216.0,0.030301000000000012,0.46051250569340746,0.46051250569340746,0.46051250569340746,0.02697395115168572,0.6117744589066488,0.0,66.05423845726028,2.3355055461589837e-09,2.6000916127282205,0.2994503936286876,5.046692984377202e-11,1.0304020550550783,0.13177868106327228,0.44076966072588425,0.7614364280043997,1.650159059369481,0.04679340905580098,2.6666666666666665,0.3333333333333333,1.1108685665368777e-10,5.664724367269252e-11,0.43053622493947147,0.09531803655558425,0.30672329221097855,0.5386061011224781,0.0,1.2703340927724809,2042.211876414528,46534.37311488803,0.0
"mp-300010189, TiTe2, LiTiTe2, mp-1907, mp-10189",0.00099558,1.6346013637770203,7.0,0.03557473976505139,-0.29705185872908085,0.9576220852808808,0.00298674,2.3333333333333335,0.7543987078035564,0.3333333333333333,0.7543987078035564,164.0,0.030300999999999894,1.2630870401594365,1.2630870401594365,1.2630870401594365,0.41868970754653356,5.735465604906624,0.0,86.88476768666345,14.142135636043939,2.854217523755725,0.40722876975207745,0.21004738294367364,0.47140452079103173,3.504285828944464,0.7796570591815196,8.213369877769177,1.450196661104045,0.011858246588350465,2.6666666666666665,1.6666666666666667,-0.4617727660533655,0.32652265311233725,6.932524074368913,4.526222778217939,0.5314784350910744,10.133046894007832,0.0,1.2805791649874942,41.50729075597971,704.6779141270164,0.02371649317670093
"mp-300011206, Ti(SiO3)2, LiTi(SiO3)2, mp-25301, mp-11206",0.00012615101952240896,14.729824971384451,5.0,0.08289279941408745,0.12318149712977296,0.9918752537823526,0.029377970794658367,0.2777777777777778,0.5431206852362924,0.3333333333333333,0.5009696700224413,15.0,0.03030100000000006,9.0,9.0,9.0,0.015434705369584484,0.22730555946128675,172.19673771306628,223.7277318546952,12.366717114559828,3.3240795381111115,0.16261565837039987,0.08710247142224649,0.09072184232530289,0.13731348738464993,0.06449009742976126,0.568824408109393,0.8760648417394064,0.027630933138029147,0.4444444444444444,0.2222222222222222,0.13488575465379607,0.0953786312373104,0.23554231146974067,0.11393117552200022,0.03203252892107376,0.38775754378592914,0.0,1.024277936368308,81555.09192008768,680191.0437910126,0.055261866276058294
"mp-300011977, SnAu, LiSnAu, mp-1775, mp-11977",0.0,1.2699030873339943,8.0,0.04175889559304042,-0.1465952589413976,1.0730798148216818,0.0,1.75,0.8178724996875989,1.0,0.8428499194751814,194.0,0.030301000000000057,0.7520988990475248,0.7520988990475248,1.3760494495237625,0.13094059205235384,1.6378612053527561,0.0,98.69044526854888,14.142135648241897,3.8710049613785045,0.35292426511899055,0.10365850130598404,0.25,1.1584856464809479,0.4793755588718082,2.796346851833704,2.614234835985898,0.04175889559304042,2.0,1.5,-0.18148478572196833,0.12832912219417197,1.2468853181454758,0.9159816151751664,0.33090370297030924,2.1628669333206423,0.0,1.262433263602842,32.718935933644794,1210.1994326266924,0.0
"mp-300016730, CrS2, Li(CrS2)2, mvc-14769, mvc-16730",0.004954006495669061,9.949245735279618,6.0,0.0551927856550113,-0.00110601047691176,1.2434445756343329,0.05944807794802873,0.6666666666666666,0.19202575589890278,0.3333333333333333,0.8309586894376785,1.0,0.03030099999999999,6.671687477135216,6.671633151182809,5.328398910854071,0.0915410455799331,2.4271947811038186,0.0,224.00775487724337,0.308236898144376,0.18860432766666668,0.2464722512993211,0.004496220299740221,0.0,1.342423011552904,0.5287219517239674,3.3764311957937445,0.9999653812108089,0.0183975952183371,0.6666666666666666,0.6666666666666666,-0.0012456028928709512,0.005063699783368721,2.977249975431499,1.8641031520070694,0.3410100162006655,4.295369955046914,0.0,1.0821853294549453,6953.176724737558,44739.91095809568,0.0367951904366742
"mp-300016742, MnS2, Li(MnS2)2, mvc-34, mvc-16742",0.004564447669813585,8.406557826550031,6.0,0.05367215057389359,0.0022044455657309983,1.2467111691898287,0.13374528649827963,0.7222222222222222,0.2238086118922055,0.3333333333333333,0.8472245443292828,12.0,0.030301000000000227,5.307916364778622,5.307851258827189,5.307982890748589,0.08901896731156789,2.5197434217075183,0.0,230.3543246879644,0.12979572153121124,0.27038719433333347,0.23806664844047867,0.0012699451523312823,0.07856742013183861,1.1672779591469422,0.8689631008227251,3.345133582149915,0.9897795507370932,0.017890716857964527,0.8333333333333334,0.6666666666666666,0.002481682318173846,0.00142965672574729,3.0349960610923215,1.7261300111382492,0.5938795889213876,4.255554297177788,0.0,1.0821853294549453,5641.309316456516,35456.790363960994,0.035781433715929054
"mp-300018162, CuO, Li(CuO)2, mp-510752, mp-18162",0.0017265063665844506,12.994153265109667,4.0,0.06955039897140317,-0.3090556852236759,0.512739361839777,0.03222932030594657,0.21875,0.6568464840590913,0.5,0.6282976202831245,62.0,0.030300999999999956,8.0,8.0,8.0,0.005754088305479451,0.29211650784357274,95.79830222990577,237.01971870467648,0.0,0.46125975500000005,0.3542808599111493,0.45314813726082226,0.03125,0.07173955448998033,0.22037695335359242,0.3638560623335531,1.2488412424824966,0.03477519948570158,0.25,0.1875,-0.6211780488616908,0.9107927445025478,0.25791787844305564,0.014794633286554936,0.2431232451565007,0.2727125117296106,0.0,1.0802764352634422,8110.573665512179,107524.83097099104,0.03477519948570158
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12, mp-774719, mp-18274",0.0017986926086601194,31.235939403938723,5.0,0.06430510097533677,-0.46378805347706037,0.7840748004601767,0.14774655330164288,0.09141274238227147,0.38097575214420776,0.3684210526315789,0.44865558845647746,186.0,0.030300999999999977,19.00000938878668,18.171839693395512,18.445211260181168,0.00224005513292068,0.35924358634706044,251.89030415054137,608.8387609408456,14.142802764979793,0.18827967265315743,0.2904044804472925,0.32794593832588187,0.05077646199397051,0.34066928775263494,0.16091390332712202,1.0138577695536548,1.455229293599596,0.023691352990913548,0.15789473684210525,0.0,-1.0754544890721967,0.7604571288574772,0.33383121172881197,0.26479335562416856,0.18901333140580587,0.846554083167062,0.0,1.0330467102213965,608333.274173191,13215674.567050366,0.04061374798442323
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3, mp-25225, mp-18713",0.0,18.192480225551517,8.0,0.06303645630670857,0.1625477026043566,1.1105318064320218,0.02409520102888955,0.13636363636363635,0.48508365856984764,0.45454545454545453,0.51338012873539,69.0,0.030301000000000296,10.999999999999996,11.000000000000002,11.000000000000002,0.023897333986327603,0.4106854127193083,0.0,359.57957233055527,10.91516449448442,0.22508678447186153,0.20996779206800226,0.06347452554039613,0.06714081326145421,0.3797996345118449,0.19179148878398253,1.2084057810878355,1.373826652048727,0.02865293468486753,0.18181818181818182,0.0,0.2148473753297794,0.08389743437869816,0.370617255359352,0.30113600382751693,0.21158732089259244,1.0089983810578793,0.0,0.9947170126744244,882987.8612673219,17711903.058353193,0.03438352162184104
"mp-300018722, Cs2MnO4, Cs2LiMnO4, mp-775233, mp-18722",0.011009493635676184,11.533855439124192,4.0,0.04478133998024201,-0.13700599984700568,1.0903069113950836,0.15617095702498848,0.2653061224489796,0.46411236009994816,0.42857142857142855,0.4496770756660391,36.0,0.030301000000000012,6.999999999999998,6.999999999999998,7.5011424284569115,0.004234146970005494,0.6284739032730291,133.1427660876818,322.1032243868564,15.448258019832089,-0.23740372032991314,0.39471604477112165,0.0968778715550608,0.22168939777959626,0.5333996367208244,0.19895856663248088,1.4131991099822745,1.036934667871735,0.019192002848675147,0.7142857142857143,0.0,-0.16921617695275584,0.11965390620975644,0.5635087136548711,0.4227269371932462,0.24620764381568422,1.2143218155267348,0.0,1.092258927424332,26755.61532376666,604872.2058976506,0.025589337131566865
"mp-300018767, MnO2, LiMnO2, mp-33009, mp-18767",0.006393063585250033,2.46104570202597,6.0,0.10230549110241985,-0.17728582158937276,0.8422649168994674,0.0383583815115002,1.0,0.35259701908049906,0.3333333333333333,0.33199307036281056,58.0,0.03030100000000023,1.1042084630515403,2.05210423152577,2.05210423152577,0.022570676368784393,0.6841902614139762,90.18643870799751,60.42496774499898,15.538742713003675,0.04264392300000005,0.3440355534911182,0.2710296684980355,0.47140452079103173,0.47607567892458225,0.34755392048841466,1.3574629432650995,1.3570549238197425,0.03410183036747329,1.6666666666666667,0.6666666666666666,-0.24699758553936277,0.37760308821312716,0.5959735997218413,0.23459240596907568,0.4300917186462404,0.9277373618730431,0.0,1.2286449702243178,168.0407592415984,1326.7983150373782,0.06820366073494658
