,density,bandgap,volume,formationenergy_pa,total_magnetization,energysStab,atomMean,transition,chalcogen,ICSDVolum wmean,ICSDVolum wstd,Polarizability wmean,NfValenc wmean,NfValenc wstd,IsFBlock wmean,IsFBlock wstd,NsValenc wstd,HeatCapacityMolar wstd,BCCenergy_p wstd,MendeleevNumber wstd,HeatFusion wmean,HeatFusion wstd,GSefflatcn wstd,BCCvolume_padiff wmean,GSestBCClatcn wstd,GSvolume_p wmean,GSestFCClatcn wstd,NpUnfilled wstd,NValanc wstd,GSmagmom wmean,GSmagmom wstd,BCCvolume_p wmean,Crystal System,symmetry ops,meanbv,stdbv,vx,vz,Hall Number,strainlatticemean,strainlatticestd,numberDensity,maxForce,avgIonicRadVol,SpaceGroup,volume flexibility of cell,deltaShannon,detLatticeVec,initialAnisotropy Std,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300006944, Li3Ti8O16, Li7Ti16O32, mp-531914, mp-530141",3.6154980710055713,0.0,606.0241412335738,-3.2956563877160496,0.0001173,0.02215640388888751,11.592592592592592,1.0,1.0,5.975432098765433,3.2609016110850786,2.501691358024692,0.0,0.0,0.0,0.0,0.43927029320141225,6.109709973407294,0.8484072936053334,21.890201404807982,1.5520987654320983,1.8689487650438108,0.981423829162318,-0.3388888888876543,0.4907119147141584,4.061481481480247,0.6182582706753187,0.5587016542708523,1.4389999745267559,2.225514403288889e-06,3.1473526523878122e-06,3.722592592592593,3.0,8.0,-0.3316869678332809,0.7101274824489421,5.675031440340322,9.617682870648563,278.0,606.0241412335738,3.3877779395105363,0.0891053611991132,0.0300991154036078,0.4590044218628718,59.0,0.0055304964431164075,0.0035308634472804514,624.3872787370924,0.5393987579532457,1.4325244152454604,0.0016246099220026606,0.002184273187508149,0.0055304964431164075,1.0025828861634871
"mp-300006944, Li7Ti16O32, LiTi2O4, mp-530141, mp-5670",3.63288180837792,0.0,606.2968823218938,-3.2785361468484853,0.0006004,0.010086660909090384,11.436363636363636,1.0,1.0,5.997878787878787,3.06025829527386,2.603690909090909,0.0,0.0,0.0,0.0,0.4241558353193379,5.841625205865529,0.8182883946174981,21.486285373158914,1.542060606060606,1.8232540481651471,0.9163999306783628,-0.3332323232309091,0.4581999654735411,4.0882020202006055,0.57729578144904,0.5485434423750186,1.4065046320838983,2.1850505050472725e-06,3.0901280587080338e-06,3.754969696969697,3.0,4.0,-0.3156102430215089,0.7058186896410643,11.062913315840108,9.619614473739325,123.0,606.2968823218936,3.389302608544845,0.0907146343708222,0.029648306902231362,0.4542112645479228,121.0,0.005528008563559668,0.003562886517256829,624.668284153129,0.2418139262165448,1.5098574176019413,0.0016278954058863932,0.0021832905978499814,0.005528008563559668,1.0069344257692594
"mp-300006944, LiTi2O4, LiTiO2, mp-5670, mp-6944",3.6495646396358414,0.0,151.67087951174406,-3.260475323333333,3.3e-06,0.0,11.285714285714285,1.0,1.0,6.01952380952381,2.8716181726868237,2.70204761904762,0.0,0.0,0.0,0.0,0.4096345365258393,5.586699131300473,0.7892937756065125,21.09679667466065,1.5323809523809524,1.779475323319729,0.8546115169004272,-0.3277777777761904,0.4273057585856421,4.113968253966667,0.5383715198667604,0.5387480237611789,1.3751932455422524,2.1460317460285717e-06,3.034947200516818e-06,3.786190476190476,7.0,48.0,-0.30010768695301465,0.7016637822906105,5.677429215373143,5.677429214,525.0,151.67087951174406,0.8478659919885939,0.09230512834809508,0.00014582072040694353,0.4495257793628849,227.0,0.022097942388970167,0.014372025071578653,156.26665883182937,3.987407717360003e-10,1.5779087167410368,0.0065202544050807386,0.008727596799995149,0.022097942388970167,1.0110922008643954
"mp-300006944, TiO2, Li3Ti8O16, mp-25262, mp-531914",3.5314848916100865,1.712,150.2147379102473,-3.339802107222221,0.0,0.17869182333333278,12.666666666666664,1.0,1.0,8.731666666666666,2.8416666666666663,2.7006666666666663,0.0,0.0,0.0,0.0,0.3333333333333333,5.6160000000000005,0.456960815,21.83333333333333,2.4316666666666658,2.285,0.6806628174482414,-0.5666666666666668,0.34033140883333346,5.816666666666666,0.4287907058333333,0.6666666666666666,1.3333333333333337,3.75555555555e-06,3.75555555555e-06,5.25,7.0,48.0,-0.1358972374237708,0.51275934653398,5.6601327746518155,5.6601327710000024,525.0,150.2147379102473,0.8397259129740715,0.07988563683524816,0.0025618334434736392,0.4848464661288364,227.0,0.022312153948153432,0.013312184512986257,154.76639468366562,6.483802657794391e-10,0.4714045207910317,0.006363939418078369,0.00881219979540267,0.022312153948153432,0.9821253529274228
"mp-300007936, Li5(NbS2)7, LiNbS2, mp-767171, mp-7936",4.210257639246511,0.0,894.4745484083554,-1.6269006454567312,0.00021690000000000001,0.0,20.23076923076923,1.0,1.0,7.638974358974358,4.416526144912045,3.4894230769230767,0.0,0.0,0.0,0.0,0.400115039341724,3.164772089742506,0.9636415431535128,19.968392183411574,3.1935128205128205,3.4560436366851515,1.1989402402016067,-1.8301655982884613,0.5994701202424699,7.32362713675,0.755285023049044,0.5076664070057264,1.2523482216923807,0.0,0.0,5.493461538461538,2.0,1.0,0.28333453874838405,0.5162361366388715,11.251808637821153,12.319703883854466,1.0,894.4745484083554,5.000264735961281,0.05813468934642105,0.10356816662025306,0.8403561064872559,15.0,0.02225086060717565,0.013374906733537249,921.5780216996768,0.4234475477881592,3.0118110693002915,0.009593853658514916,0.0025727357586634034,0.02225086060717565,1.1415202785107488
"mp-300007936, Li9(NbS2)14, Li5(NbS2)7, mp-767218, mp-767171",4.188001149182962,0.0,896.4759956261348,-1.6178116200735295,0.0049613,0.0,20.568627450980394,1.0,1.0,7.647385620915033,4.617484787771796,3.398790849673204,0.0,0.0,0.0,0.0,0.4132662734519539,3.389788078184649,0.9978234484640638,20.366438868915946,3.236522875816993,3.538731912741972,1.2620318868111997,-1.865506535945752,0.6310159435455558,7.358774509801961,0.7950302698689882,0.5176206502803485,1.284209778094835,0.0,0.0,5.493267973856209,2.0,1.0,0.4929784225914093,1.2825358460278948,5.5551799764367535,12.333820421074732,1.0,896.4759956261348,5.011453166042074,0.05688942063014143,0.08950871404324105,0.8441187804486929,2.0,0.022201183958528384,0.01353539745537603,923.6401147696021,0.20553783323077587,2.9236076579789496,0.009567865836059793,0.0025669919408128627,0.022201183958528384,1.1357237339801642
"mp-300007955, Sb, Li3Sb, mp-80, mp-7955",7.376653899437603,0.0,54.81813889529909,0.27681376500000043,-0.000113,0.27681376500000043,51.0,0.0,0.0,30.21,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,0.0,0.0,-4.47,0.0,31.56,0.0,0.0,0.0,0.0,0.0,27.09,6.0,24.0,-2.210026580761672,1.6518798738549585,3.3446981539999996,5.235208175,488.0,54.81813889529908,0.3064427124247836,0.03648427400681984,0.0,0.9126166691138948,194.0,0.031546911564760416,0.031546911564760416,56.47918332196554,0.18021384307960267,0.0,0.0,0.031546911564760416,0.031546911564760416,1.8059751221709108
"mp-300009158, CuO2, LiCuO2, mp-704672, mp-9158",2.6079992855678467,0.0,121.66863693340021,-0.4145196058333329,-0.00040869999999999996,0.28163960458333204,15.0,1.0,1.0,7.754999999999999,3.818333333333333,1.2923333333333331,0.0,0.0,0.0,0.0,0.5,5.719333333333331,0.2127693233333333,18.333333333333336,2.34,2.1933333333333334,0.8179390287115681,-0.59,0.4089695145000001,4.88,0.5152693,0.6666666666666666,0.16666666666666674,0.0,0.0,4.29,3.0,4.0,-0.6789598951469062,0.7911589391346271,2.7685698284788973,10.794771999229233,173.0,121.66863693340021,0.6801483572820577,0.0493142698991879,0.19291155787855585,0.6865605443176005,69.0,0.01087973298660143,0.01324086069846464,125.3553183011192,0.2864907045093522,0.4714045207910317,0.003339138832611906,0.01087973298660143,0.01796311612219106,0.7179591677459487
"mp-300010179, MgSbPd, LiMgSbPd, mp-10183, mp-10179",6.539553134720559,0.0,64.11159307548014,-0.6324340283333333,1e-07,0.0,36.333333333333336,1.0,0.0,7.601111111111113,2.113947217767316,2.462962962966667,0.0,0.0,0.0,0.0,0.31426968052735443,0.15424615568373182,0.4954926356689271,3.2470309324894355,5.00111111111111,1.5925993970569534,0.2497721078485857,-0.4911111111111111,0.1248860539364756,7.651111111111112,0.1573465681522244,0.4714045207910317,1.784708711578779,0.0,0.0,7.1599999999999975,7.0,24.0,0.07557170030816247,1.090928528172656,4.3332106166002164,4.3332106160000015,512.0,64.11159307548014,0.3583947006564444,0.04679340905580098,0.0,0.8814887554110341,216.0,0.02697395115168572,0.037438997827619384,66.05423845726028,5.046692984377202e-11,3.091206165165235,0.008064510837656969,0.02697395115168572,0.046597919149607626,1.6501590593694808
"mp-300011206, Ti(SiO3)2, LiTi(SiO3)2, mp-25301, mp-11206",3.059342109633916,3.3233000000000006,217.1479323563651,-3.323135789351851,0.0,0.039459981388889176,10.888888888888893,1.0,1.0,5.9951851851851865,4.072779491285587,1.1285925925925924,0.0,0.0,0.0,0.0,0.4800548665487304,7.559628949894451,0.3302515703312939,22.71569377070014,4.2922222222222235,4.889440457101314,1.172371424826317,-0.8207407407407407,0.5861857125320651,4.155555555555557,0.7385477183035934,0.5543196128553987,1.581789370671305,8.345679012333334e-07,1.1802572446454296e-06,3.3348148148148145,1.0,4.0,0.05129630622175737,0.5373186952089316,6.213544883391968,5.119038192814525,90.0,217.1479323563651,1.2138938448058954,0.08289279941408745,0.02937797079465837,0.5009696700224413,15.0,0.015434705369584484,0.006167798514157314,223.7277318546952,0.08710247142224649,1.6329931618554518,0.0037259182110283813,0.0017498996859022546,0.015434705369584484,0.8760648417394064
"mp-300016730, CrS2, Li(CrS2)2, mvc-14769, mvc-16730",3.5476434031701705,0.0,217.41971994324302,-0.9549349302083338,8.0154018,0.020420569166667242,18.666666666666668,1.0,1.0,10.588333333333333,6.585,2.8999999999999995,0.0,0.0,0.0,0.0,0.5,3.675,0.5832048799999998,21.166666666666664,4.073666666666667,2.926333333333333,1.5421629434541395,-3.3922916666666665,0.7710814718333331,10.460625,0.9715017773333332,0.6666666666666666,1.0,0.0,0.0,7.0683333333333325,2.0,1.0,-0.08573035228906628,0.5072181814196637,6.346351807994592,6.356463248263161,1.0,217.4197199432431,1.2154131836051405,0.0551927856550113,0.05944807794802873,0.8309586894376785,1.0,0.0915410455799331,0.06580556072494398,224.00775487724337,0.004496220299740221,0.0,0.036395471716173015,0.014334591014965696,0.0915410455799331,0.9999653812108088
"mp-300016742, MnS2, Li(MnS2)2, mvc-34, mvc-16742",3.5373010650254666,0.0,223.57963807466405,-0.9767806898347698,11.9422587,0.012788893333333108,19.0,1.0,1.0,10.62,6.553333333333333,2.533333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,3.18,0.4774720766666667,20.666666666666664,2.725333333333333,1.5779999999999996,1.5622442074581702,-3.38522270115,0.7811221038333331,10.343556034483331,0.9841521809999999,0.6666666666666666,0.8333333333333335,5.1686781609166664e-05,5.1686781609166664e-05,6.958333333333332,2.0,1.0,0.012189485435039468,0.5079897305830351,6.439409288145878,6.4190752310902015,1.0,223.579638074664,1.2498481727993689,0.05367215057389359,0.13374528649827966,0.8472245443292828,12.0,0.08901896731156789,0.0670541106302724,230.3543246879644,0.0012699451523312823,0.9428090415820632,0.031062998214269368,0.023124397267681413,0.08901896731156789,0.9897795507370932
"mp-300018162, CuO, Li(CuO)2, mp-510752, mp-18162",4.593394641387274,0.14659999999999984,230.04900383934063,-0.7963928874999997,0.0,0.15721317062499995,18.5,1.0,1.0,7.2925,1.3874999999999995,1.7380000000000002,0.0,0.0,0.0,0.0,0.25,1.2344999999999997,0.2957839175,5.75,3.455,3.345,0.08853835020191014,-0.44125,0.04426917499999994,5.04375,0.055775665500000016,0.5,1.25,0.0,0.0,4.6025,3.0,8.0,-0.5915502051566236,0.3117580786958009,6.235623857,11.373969575,292.0,230.0490038393406,1.2860130268521932,0.06955039897140318,0.032229320305946565,0.6282976202831245,62.0,0.005754088305479451,0.007627223065032894,237.01971870467648,0.4531481372608223,0.5,0.0018731347595534425,0.005754088305479451,0.009500357824586336,1.2488412424824966
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12, mp-774719, mp-18274",5.73257235072325,0.0,590.932903045659,-3.1456214726315794,1.9946475,0.05187435893091852,23.315789473684212,1.0,1.0,9.022631578947367,4.451399667831466,3.781122807017544,0.0,0.0,0.0,0.0,0.4714045207910317,6.491166752484214,0.5511520562044847,23.81379753228341,2.124912280701754,1.9285630326446028,0.9301451025274832,-0.3736842105263158,0.4650725514128706,7.336140350877192,0.5859546971184814,0.5954583420518295,1.5085679176635551,0.0,0.0,6.962456140350878,1.0,2.0,-0.4104864213271099,0.7357939794268865,5.6195258428957615,17.80302008988298,30.0,590.9329030456589,3.3034153533784707,0.06430510097533677,0.14774655330164288,0.4486555884564775,186.0,0.00224005513292068,0.005000968983578997,608.8387609408456,0.3279459383258819,1.92950555577088,0.004742399325851781,0.00224005513292068,0.014113741906585044,1.455229293599596
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3, mp-25225, mp-18713",5.341143320887457,0.0,349.00439030007277,-1.733802357954545,1.8966477,0.05537752045454525,22.454545454545453,1.0,1.0,8.040909090909091,3.5012632903138226,3.1109696969696974,0.0,0.0,0.0,0.0,0.3661529082907446,4.822294746167682,0.4109130125100231,19.001522340056574,1.7078787878787878,1.4941054674426624,0.5738902490114317,-0.3218181818181818,0.2869451246120587,6.5157575757575765,0.3615282025910189,0.51425947722658,1.311809746782628,0.0,0.0,6.1939393939393925,3.0,8.0,-0.3419122928914112,0.6502316836502013,8.665331834400776,6.62324541205431,334.0,349.00439030007277,1.950993852892077,0.06303645630670858,0.02409520102888955,0.51338012873539,69.0,0.023897333986327603,0.008121681164278319,359.57957233055527,0.06347452554039612,1.4770978917519928,0.007510886538166098,0.003792852810650935,0.023897333986327603,1.373826652048727
"mp-300018722, Cs2MnO4, Cs2LiMnO4, mp-775233, mp-18722",4.0871712706275565,0.652,312.6302162056104,-1.7125915267627587,2.0000001,0.04259218499999928,23.857142857142854,1.0,1.0,10.32095238095238,7.173278582599645,6.259428571428571,0.0,0.0,0.0,0.0,0.40406101782088427,5.342329005388385,0.5182324973123865,21.48796003123272,0.8557142857142858,0.7250362411772313,1.182199976358293,-0.12131362889999996,0.5910999882328116,13.258932676519045,0.7447393177399506,0.5387480237611789,1.3451854182690983,1.4767651888333332e-05,2.0884613584885644e-05,13.137619047619047,3.0,4.0,-0.18815824185241464,0.39145604673542894,6.283917590452516,7.834349261000002,176.0,312.6302162056102,1.747656038140483,0.044781339980242016,0.15617095702498848,0.4496770756660391,36.0,0.004234146970005494,0.013374899700531887,322.10322438685637,0.0968778715550608,3.103651568914348,0.011351571806382329,0.004234146970005494,0.030075069552541918,1.036934667871735
"mp-300018767, MnO2, LiMnO2, mp-33009, mp-18767",4.9230089399244985,0.0,58.647878382141705,-1.778896336613104,5.9999985,0.03163902250000028,13.666666666666664,1.0,1.0,7.8199999999999985,3.753333333333333,1.834,0.0,0.0,0.0,0.0,0.3333333333333333,5.405999999999999,0.65848459,20.33333333333333,2.225,2.078333333333333,0.8346503620711965,-0.5879310344833332,0.4173251811666667,4.782931034483333,0.5257967803333334,0.6666666666666666,0.8333333333333335,5.1686781609166664e-05,5.1686781609166664e-05,4.195,3.0,8.0,-0.18750653943075327,0.5023658348407783,2.9406425510000003,4.236161924,275.0,58.647878382141705,0.3278516069965252,0.10230549110241983,0.0383583815115002,0.33199307036281056,58.0,0.0225706763687844,0.044432348636284806,60.42496774499898,0.2710296684980355,2.8284271247461903,0.030917073416854863,0.0225706763687844,0.08815569317128565,1.3570549238197425
"mp-300018782, FeO2, Li(FeO2)3, mp-25517, mp-762931",4.157517139858353,0.0,70.17075045588847,-1.4338750241666662,7.9999999000000015,0.13752982229166744,14.0,1.0,1.0,7.749999999999999,3.8233333333333333,1.6673333333333331,0.0,0.0,0.0,0.0,0.3333333333333333,5.609333333333333,0.5609968566666665,19.833333333333336,2.375,2.228333333333333,0.8276213979183982,-0.5916666666666666,0.4138106991666667,4.823333333333333,0.5213688103333334,0.6666666666666666,0.6666666666666667,0.3517771333333333,0.3517771333333333,4.2316666666666665,4.0,16.0,-0.3530163535780373,0.43331264858425306,5.2504774984653695,5.250477501755507,426.0,70.17075045588847,0.3922664201288464,0.08550571229492249,0.016222158404216747,0.448387931456536,141.0,0.06556899564072886,0.03443253373148087,72.29699436545235,6.197461338476247e-10,1.8856180831641267,0.022016803358185896,0.01886430277685687,0.06556899564072886,1.161874027229824
"mp-300018782, Li(FeO2)3, LiFeO2, mp-762931, mp-18782",4.128453016217793,0.0,217.5778411390242,-1.6965720797499997,-5.9999995,0.07680482087500096,12.9,1.0,1.0,5.371,3.610995153693784,1.8115666666666668,0.0,0.0,0.0,0.0,0.4496912521077347,6.294893264296772,0.9409094813276894,21.750759884554725,1.5249999999999997,1.852475640865488,1.0323191874980084,-0.3577777777766666,0.5161595938910533,3.4471111111100003,0.6503203373317437,0.5656854249492379,1.4522013940527974,0.21106628,0.29849279573563714,3.0893333333333333,2.0,2.0,-0.2634343963826944,0.4586220515861751,8.251615488367388,5.157771379209059,2.0,217.57784113902417,1.21629710796127,0.0919211253099103,0.13067520644074335,0.4382316052527671,70.0,0.006083902091083521,0.011492905891714924,224.17066730337768,0.18320078390540892,2.4000000000000004,0.006836117214843298,0.006083902091083521,0.021146572677908586,1.1509088280976558
"mp-300018793, CrO2, Li3Cr5O10, mp-714929, mp-762282",3.989574461114087,0.3367,69.9206403965971,-1.8630366408333328,-0.0024283,0.19124211833333504,13.333333333333336,1.0,1.0,7.788333333333332,3.785,2.2006666666666663,0.0,0.0,0.0,0.0,0.5,5.901,0.7642173933333332,20.833333333333336,3.5733333333333333,3.4266666666666667,0.8145690980671665,-0.5949999999999999,0.4072845491666667,4.9,0.5131463766666667,0.6666666666666666,1.0,0.0,0.0,4.305,2.0,1.0,-0.28542637715485913,0.5015942856774069,2.977180198774444,2.90591416596837,1.0,69.92064039659711,0.3908682623927719,0.08581157103206408,0.14471801383904975,0.4211307906208255,1.0,0.01893178144780793,0.027479092948036882,72.03930572125438,0.5615904086820489,1.885618083164127,0.012087723845451313,0.01893178144780793,0.0445737159484948,1.1105048722921946
