,density,bandgap,volume,energysStab,atomMean,chalcogen,metalloid,BulkModulus wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,NdUnfilled wmean,BCCenergy_p wstd,n_ws^third wmean,AtomicVolum wmean,AtomicVolum wstd,Density wstd,HeatFusion wmean,HeatFusion wstd,IsNonm wmean,NpUnfilled wstd,BCCenergydiff wmean,GSmagmom wmean,GSmagmom wstd,phi wmean,symmetry ops,ShannonForce,meanbv,stdbv,meanValenceOcc,vx,vz,VegardVolume,Hall Number,strainlatticemean,strainlatticestd,Coordination,numberDensity,li-ion fittability,oxidation flexibility,avgIonicRadVol,Xcm,AtomicNum Density,deltaShannon,detLatticeVec,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300032097, Mo(PO3)4, LiMo(PO3)4, mp-32117, mp-32097",2.6074636588732902,1.8064,1049.074901624781,0.008901898823529208,11.647058823529413,1.0,0.0,5.863761470035271,1.320584960037862,2.372465515469064,94.52011269137951,0.0,0.0,0.2812352941176471,0.09803921568627452,0.4501723522128896,0.1641176470588235,4377.151438545631,6184.888408174438,253.523987928432,2.24078431372549,1.7177140285986483,0.3137254901960784,0.576350527713689,0.5967524492156863,0.0,0.0,0.5264705882352941,8.0,-2.1933076752965186,0.2733267425912372,0.5460121382231479,32320.70588235294,12.162294812,8.834245364,0.8018557303307497,284.0,1049.074901624781,5.8645069838048025,4.117647058823529,0.06481901329893919,9.307662400000002,5.176470588235294,0.5985517493747018,30.039658530611266,11.647058823529413,0.0011536201737224346,1080.8629202189136,1.8225803982152549,0.0003218253085545928,0.0006406871514338153,0.001907199245472872,0.7327478676385638
"mp-300032098, LiMo2(PO4)3, Li3Mo2(PO4)3, mp-32047, mp-32098",3.2511104929069137,1.4185,494.1455785700245,0.0010200298611131586,12.666666666666664,1.0,0.0,10.733370715370837,2.024159633581853,4.2914177441436205,201.790579408172,0.0,0.0,0.2417638888888889,0.1388888888888889,0.5667351262748377,0.13152777777777774,3100.6049192052533,5366.005107697477,461.7053757709156,1.8919444444444442,1.7763847623963882,0.2083333333333333,0.5448623679425842,0.4127951971875,0.0,0.0,0.4,2.0,-1.5724312966887348,0.20031331671939867,0.5649845145826322,30460.055555555562,8.051202209745503,8.501264485478849,1.1215683036907214,2.0,494.1455785700245,2.7623577611588357,4.27777777777778,0.07285302461711393,9.581731123142596,4.888888888888889,0.5564308971269586,17.999999517266808,12.666666666666664,0.0028290414101936013,509.1186837462751,2.131480677027876,0.0011529831420010956,0.0013601837990895726,0.006598472345836515,0.8956654205746117
"mp-300032098, Mo2(PO4)3, LiMo2(PO4)3, mp-32094, mp-32047",3.1816831888158603,1.1487000000000005,497.6832010733819,0.0,13.235294117647054,1.0,0.0,12.32361910523149,1.280678885710426,2.746212348048001,234.81558575965062,0.0,0.0,0.27107843137254906,0.19607843137254904,0.3714643135346712,0.16647058823529412,4376.902159307811,6185.064367468914,511.1105952438044,2.6121568627450977,1.798275306842728,0.29411764705882354,0.5823232315653921,0.5826843542647059,0.0,0.0,0.5088235294117648,2.0,-1.8334667814099983,0.221507271782018,0.53481129944012,32149.235294117647,8.131342361962629,8.433125138519031,1.1258509155809469,2.0,497.683201073382,2.7821336721494485,4.235294117647058,0.06831655142602815,9.680669582669912,5.176470588235294,0.5718552396447291,16.9999967961657,13.235294117647054,0.002588776944809796,512.7634997491067,1.8225803982152549,0.000717774307339707,0.0013505153658252321,0.004020217794187307,0.8775975673389068
"mp-300032100, Li2Mo(PO4)2, Li3Mo(PO4)2, mp-585209, mp-32100",3.154743023026281,1.9317,157.784956718066,0.030197585288462395,10.923076923076923,1.0,0.0,7.205664274245372,1.6112584665887242,3.2530318791176214,130.18203930645797,0.0,0.0,0.3134038461538462,0.09615384615384616,0.4398809666262918,0.1351923076923077,2862.5498956230012,4952.9738935614505,307.2376277160206,1.5830769230769233,1.2898263724261172,0.19230769230769232,0.5029498781008471,0.3811533135576923,0.0,0.0,0.4125,6.0,-2.3018397451623387,0.16384528603002313,0.5297986836492423,28297.384615384613,4.741384602319861,6.993057801993112,0.996349591856636,435.0,157.7849567180661,0.8820447226211336,4.153846153846153,0.08239061739725108,5.4955345824174024,4.307692307692308,0.5152634497096938,8.580033761532054,10.923076923076923,0.009972698108816442,162.56599869158015,2.4615384615384617,0.004971509978004913,0.00425977751202015,0.02066487200575033,0.8734913889921228
"mp-300032102, Mo2P2O11, LiMo2P2O11, mp-25668, mp-32102",3.404473846945754,1.6407,838.5840578596233,0.0028130276666651355,13.466666666666667,1.0,0.0,14.123406716651285,1.763274171100211,3.858801895409861,275.7881135318056,0.0,0.0,0.2697333333333333,0.2222222222222222,0.4937615663861227,0.152,4546.702196364273,6425.886457471321,596.8351998464601,2.543555555555556,1.9749369860239667,0.2888888888888889,0.6190394789859608,0.5933864206666667,0.0,0.0,0.4533333333333333,4.0,-2.1893901800045352,0.14551132989713575,0.4798096853928376,33319.53333333333,7.477623214929018,8.102136389153195,0.8489651759279742,60.0,838.5840578596233,4.687827395554309,4.4,0.07154917797166596,8.873608907319777,5.066666666666666,0.5351012881787567,29.99999958010952,13.466666666666667,0.0015825718177576713,863.9939933968269,1.7688665548562137,0.0004091496252902413,0.0008015043978754046,0.00238592045969736,0.9351916867191576
"mp-300032105, MoP2O7, LiMoP2O7, mp-32054, mp-32105",3.5150970875955654,1.1913,509.97369627409415,0.11581376225000105,12.8,1.0,0.0,10.362753816754823,1.0624918300339483,2.086684061658792,191.58524757634368,0.0,0.0,0.2738333333333333,0.16666666666666666,0.34067207264817834,0.16899999999999998,4340.576976324896,6133.4168988709325,425.1839713765978,2.536666666666666,1.6848788944279909,0.3,0.573488351136175,0.5838075916666666,0.0,0.0,0.525,4.0,-2.0793801581762583,0.24319613268897705,0.5683566496832031,31953.7,6.790060097042638,8.466584362675759,0.8810086193795128,81.0,509.97369627409415,2.8508396290142657,4.1,0.0784354179288912,8.024765551904487,5.2,0.5137182600050768,19.9999923791753,12.8,0.002472893906576049,525.426409244895,1.833030277982336,0.0006983542766692858,0.0013179676035711527,0.00392332952746635,0.9744466417967248
"mp-300032106, MoPO5, LiMoPO5, mp-540236, mp-32106",3.664784285317783,1.1382,375.0107474006208,0.0,13.857142857142858,1.0,0.0,15.132221482126374,1.7548119783512648,3.9501733256261273,297.0455942006439,0.0,0.0,0.2671428571428572,0.23809523809523805,0.4716278157829194,0.16285714285714284,4428.795277854831,6258.846508732561,639.496911521798,2.72,2.1223257682709,0.2857142857142857,0.5985621471417397,0.5810797294047619,0.0,0.0,0.4857142857142857,8.0,-3.536682267517381,0.1905231847720767,0.4868893705214299,32428.571428571428,7.183757531,7.103716085,0.8314623476910104,292.0,375.01074740062063,2.0963738087019825,4.285714285714286,0.07466452680111549,7.185321188888889,5.142857142857143,0.5248935808587163,14.000005410850495,13.857142857142858,0.0035395309711543773,386.3739480576071,1.8070158058105024,0.0009470330520359961,0.0017922921276831074,0.005335300053909861,1.0042084927065285
"mp-300032112, Mo2P3O13, LiMo2P3O13, mp-32113, mp-32112",3.0157026012403825,1.1507,542.6946033615478,0.007467010416666753,12.944444444444445,1.0,0.0,11.638973599385295,1.3610796166676264,2.826751992952373,220.4802606339581,0.0,0.0,0.2730185185185185,0.1851851851851852,0.4080761514290469,0.1572222222222222,4478.0408757627365,6328.363325957483,482.6891729712351,2.4711111111111106,1.6928056434517391,0.2962962962962963,0.5989245047702307,0.5928507844907407,0.0,0.0,0.4805555555555556,2.0,-2.5550246977469686,0.19623855090076006,0.4892287866987241,32880.77777777778,6.0872002940678085,10.701510050964485,0.8563476290798455,2.0,542.6946033615478,3.0337550603467527,4.111111111111111,0.06633565135346756,7.1570374000837145,5.111111111111111,0.5764859937391599,18.000003480912913,12.944444444444445,0.002377679175532951,559.1387925380062,1.7916128329552332,0.0006398697436833008,0.001238502845245566,0.0036867786199273533,0.8334245561549457
"mp-300032118, Mo2(PO4)3, LiMo2(PO4)3, mp-540025, mp-32118",3.075841065444469,0.0,1029.6177471591343,0.01132337735293909,13.235294117647054,1.0,0.0,12.32361910523149,1.280678885710426,2.746212348048001,234.81558575965062,0.0,0.0,0.27107843137254906,0.19607843137254904,0.3714643135346712,0.16647058823529412,4376.902159307811,6185.064367468914,511.1105952438044,2.6121568627450977,1.798275306842728,0.29411764705882354,0.5823232315653921,0.5826843542647059,0.0,0.0,0.5088235294117648,8.0,0.0,-1.3119447586502868,0.9556507994052617,426.6470588235293,8.315434333999999,11.532410984,0.801836846200609,269.0,1029.6177471591343,5.75573818372005,4.176470588235294,0.0660439276494815,9.907943622222222,5.176470588235294,0.5860979369395539,33.999999999999986,13.235294117647054,0.0012513292436078995,1060.8161945158038,1.8225803982152549,0.0003469483853698993,0.0006527945076871414,0.0019432404563186625,0.8484033375930824
"mp-300032123, Mo2PO8, LiMo2PO8, mp-32124, mp-32123",3.636604350501436,0.0,640.8157727833308,0.009652718068181798,14.818181818181818,1.0,0.0,19.48185565403147,2.635144266946626,6.015226395456407,393.75101530908205,0.0,0.0,0.26106060606060605,0.30303030303030304,0.6898307106639906,0.15727272727272726,4508.993733791135,6372.873550680772,844.4713488430243,2.8866666666666667,2.846392655246647,0.2727272727272728,0.6312929289696867,0.5785998546212121,0.0,0.0,0.45,2.0,-1.4824848173177627,0.1197909653684022,0.4734071188741408,32903.545454545456,6.335881728352183,16.24037739305516,0.824425137344226,6.0,640.8157727833308,3.5822690724939537,4.863636363636363,0.06866247971533161,5.980617255555559,5.090909090909091,0.5528837525475778,21.99999489043303,14.818181818181818,0.002165350287117302,660.2331315144377,1.7814470856604931,0.0005357552131306411,0.0010488643365367779,0.0031222621942231872,0.9875299630971968
"mp-300032125, Mo2P3O13, LiMo2P3O13, mp-504212, mp-32125",3.1692283613109287,1.1577000000000002,1032.8100978874033,0.008976879861108955,12.944444444444445,1.0,0.0,11.638973599385295,1.3610796166676264,2.826751992952373,220.4802606339581,0.0,0.0,0.2730185185185185,0.1851851851851852,0.4080761514290469,0.1572222222222222,4478.0408757627365,6328.363325957483,482.6891729712351,2.4711111111111106,1.6928056434517391,0.2962962962962963,0.5989245047702307,0.5928507844907407,0.0,0.0,0.4805555555555556,4.0,-1.2948965352178057,0.19623855090076034,0.4892287866987241,32880.77777777778,6.110180695756355,6.723047945056671,0.8236486771358218,81.0,1032.8100978874033,5.773583966811079,4.2222222222222205,0.06971271886988213,7.185408266365871,5.111111111111111,0.5549254095870707,36.00000164294126,12.944444444444445,0.0012493619686002927,1064.1052766634891,1.7916128329552332,0.000336222367946989,0.0006507767611272582,0.001937234022901116,0.8758531890024016
"mp-300032315, LiNi(PO3)4, Li2Ni(PO3)4, mp-32352, mp-32315",2.538810483605733,0.9354,499.0782463854039,0.03832538186342571,10.388888888888893,1.0,0.0,3.9917691164460334,1.9378359923722481,3.8604620183399634,43.41247073987774,0.0,0.0,0.2516388888888889,0.027777777777777776,0.6108932088733845,0.12958333333333333,3100.718164273069,5365.940010560738,219.87235248939132,1.3511111111111107,1.632845732206562,0.2222222222222222,0.5527707983925666,0.4242487856944445,0.008269370833333334,0.014322970429961522,0.4201388888888888,1.0,-2.321224282924105,0.18322638721437068,0.4986275938703967,30623.944444444438,7.987636358274535,7.1807090950800125,0.9180200672512248,1.0,499.078246385404,2.7899322125228694,4.111111111111111,0.07213297766579004,8.50704826553088,4.722222222222221,0.5668473559742094,18.840991172981067,10.388888888888893,0.002581369771649118,514.2008163291283,1.9945914523351376,0.0011003362125600877,0.0013467403462896113,0.0065332559746428,0.7273422914222121
"mp-300032315, Ni(PO3)4, LiNi(PO3)4, mp-32365, mp-32352",2.428365536618049,0.0,512.2842768119774,0.09588072448529328,10.823529411764708,1.0,0.0,4.506904438763495,1.633934639686248,3.201384310445083,50.59508571948405,0.0,0.0,0.2850196078431373,0.0392156862745098,0.5792655465036957,0.1637254901960784,4377.0620346976675,6184.951668596958,227.4697227807101,1.848627450980392,1.8128464642545987,0.3137254901960784,0.576350527713689,0.5988541262745098,0.011674405882352941,0.016510103131471773,0.5372549019607843,2.0,-2.743349739722261,0.1666346406060011,0.5212788264241399,32318.235294117647,8.03417336851907,7.266171484874697,0.9155393487752956,39.0,512.2842768119774,2.863756166889744,4.117647058823529,0.06636939984101628,8.61255738873419,5.0,0.5899350899732659,17.006205817155724,10.823529411764708,0.002288354101926009,527.8070026836572,1.6803361008336115,0.0005417664178132351,0.001312023110577295,0.002646402540693525,0.6972245501270128
"mp-300032320, Li2Ni(PO4)2, Li3Ni(PO4)2, mp-705031, mp-32371",2.5386669343411232,0.0,686.8511287921929,0.1291138431730774,9.846153846153848,1.0,0.0,5.5502012330915225,1.5951108733329016,3.1314757101233925,88.86561583376776,0.0,0.0,0.3171153846153847,0.038461538461538464,0.4763171592659289,0.1348076923076923,2862.4622110798077,4953.0245514252365,264.5459413406948,1.1984615384615385,1.0523493019213903,0.19230769230769232,0.5029498781008471,0.38321457375,0.011449898076923079,0.01983180521071596,0.4230769230769231,2.0,-1.7001588825611516,0.02432484497240698,0.4974551220659241,28294.153846153848,7.766931490945377,7.680440265300119,0.8357007493607482,6.0,686.8511287921929,3.8396145360045097,4.038461538461538,0.07570781763355393,9.124000327531007,4.076923076923077,0.5560510023606715,26.0,9.846153846153848,0.002218704745293034,707.6634048457254,2.234744468666762,0.0011300744024366786,0.0009785654884845413,0.004747179990437475,0.7235078096367284
"mp-300032320, Li3Ni(PO4)2, Li4Ni(PO4)2, mp-32371, mp-32320",2.65010326959802,0.6779,675.3659272884654,0.06556961727678523,9.357142857142858,1.0,0.0,5.0717743845880285,1.4154531617334516,2.754107463254937,118.8306025055698,0.0,0.0,0.35842857142857143,0.03571428571428571,0.4138167764547396,0.1426785714285714,2658.385339896961,4599.0150483452835,239.6363367325837,1.1664285714285714,0.9434919399848236,0.17857142857142855,0.4670248868079293,0.35591982080357143,0.010632048214285714,0.018415247695664813,0.44375,2.0,-1.3480373453396013,0.055822076014138834,0.4700338019509839,26403.214285714286,7.733870048848213,7.648262252475138,0.8427174400544348,6.0,675.3659272884655,3.7754103077604766,4.107142857142857,0.0829180119062788,9.084274385771776,3.7857142857142856,0.5304154835509883,28.00000193298203,9.357142857142858,0.0024401125339918077,695.8301902512333,2.395787118749775,0.0012903904959067482,0.0009952068696465464,0.0048279100310889755,0.7530572937785394
"mp-300032321, NiP2O7, LiNiP2O7, mp-32381, mp-32321",2.8318704393400806,0.0,545.649729294757,0.14672252712499834,11.4,1.0,0.0,8.017203724214294,1.2754084313139324,2.4396186175847583,110.9487408170498,0.0,0.0,0.28026666666666666,0.06666666666666668,0.4896999037656894,0.16833333333333333,4340.42498978336,6133.524423114012,365.2753433233895,1.87,1.4534767513333906,0.3,0.573488351136175,0.5873804426666666,0.019846490000000005,0.02806717532350201,0.5433333333333333,4.0,-2.012873321700201,0.0618195593140761,0.5263100196248894,31949.5,6.672497356046872,9.044699112562604,0.8628356256264641,81.0,545.649729294757,3.0502747165185897,4.2,0.07330710133715145,7.8796263654899645,4.9,0.5473630594101441,20.000000797326287,11.4,0.002192986336978093,562.1834617421176,1.57797338380595,0.0004809082402086546,0.0012317953703219204,0.0024845800133811023,0.8111231137730881
"mp-300032322, Ni(PO3)3, LiNi(PO3)3, mp-32328, mp-32322",2.353385437134541,0.0,208.58067576457,0.036226624086538095,11.153846153846152,1.0,0.0,6.018708505236478,1.3936080247898657,2.6961299247157564,75.58698817299899,0.0,0.0,0.2823846153846154,0.05128205128205129,0.5244840436702138,0.17179487179487174,4292.957901238365,6065.960663023809,281.7243695392175,1.9251282051282053,1.7337882880400666,0.3076923076923077,0.565266863719195,0.5880247875000001,0.015266530769230771,0.021590134864232318,0.5602564102564104,3.0,-3.528276963079941,0.1801357404252138,0.5056975821447952,31700.69230769232,5.931161846712202,5.931161847782303,1.000334519020285,433.0,208.58067576457,1.1660014245060493,4.153846153846153,0.062326003846460885,6.964397341620003,5.0,0.6202882817653158,5.352353450188208,11.153846153846152,0.005637220127409403,214.9008788209124,1.6641005886756874,0.001323270941225632,0.003222392524614018,0.006499693256544938,0.674729674422764
"mp-300032324, NiPO4, LiNiPO4, mp-25604, mp-32324",3.829381422272008,0.0,133.2676429687222,0.07679439010416456,12.5,1.0,0.0,13.730429394524586,1.2095300587265132,2.413367316584249,214.81659719886346,0.0,0.0,0.27138888888888885,0.1111111111111111,0.3788976610177281,0.18888888888888888,4133.774670678664,5841.425812416445,640.0964591500214,2.05,1.3477910597495222,0.2777777777777777,0.5499719409228703,0.5562677529166666,0.03307748333333333,0.04677862553917002,0.5972222222222222,8.0,-2.9960461763561863,0.02119522139441991,0.4959047858201424,30365.66666666667,4.578713490819339,6.060683657,0.953419075733178,298.0,133.2676429687222,0.7449887721980871,4.333333333333333,0.0900443628527023,5.294708011449939,4.833333333333333,0.4610705333859157,3.7082558411309385,12.5,0.009157922345424434,137.30578581831756,1.462494064565354,0.0018421338086240704,0.005043450873671103,0.010172840019619359,1.0924521432656846
"mp-300032327, NiPO4, LiNiPO4, mp-32325, mp-32327",3.4002999129192237,0.0,450.25378576350914,0.1603865523263872,12.5,1.0,0.0,13.730429394524586,1.2095300587265132,2.413367316584249,214.81659719886346,0.0,0.0,0.27138888888888885,0.1111111111111111,0.3788976610177281,0.18888888888888888,4133.774670678664,5841.425812416445,640.0964591500214,2.05,1.3477910597495222,0.2777777777777777,0.5499719409228703,0.5562677529166666,0.03307748333333333,0.04677862553917002,0.5972222222222222,2.0,-1.7526319493151483,0.02119522139441981,0.4959047858201424,30365.66666666667,6.938597552653638,8.860753598407486,0.9480005354391672,39.0,450.25378576350914,2.5169951802345847,4.166666666666667,0.07995490796141493,8.208145126732884,4.833333333333333,0.5214574845588977,18.00000597303589,12.5,0.002710592923490347,463.896925725929,1.4624940645653532,0.0005452410140028664,0.0014927776991878956,0.0030109916997447172,0.970043074322636
"mp-300032332, Ni4(PO4)3, LiNi4(PO4)3, mp-540302, mp-32332",4.298554183134197,0.0,401.51250518294836,0.03974140792763148,13.31578947368421,1.0,0.0,17.468769124836527,1.5036633219099031,3.126916314724144,282.4509450214148,0.0,0.0,0.26489473684210524,0.14035087719298245,0.33235581432558503,0.2096491228070176,3916.3995351068334,5533.846575486325,824.3648407391652,2.2487719298245614,1.5231838001005946,0.2631578947368421,0.5210260492953508,0.5288709506578948,0.041782084210526316,0.059088790154741076,0.6570175438596492,2.0,0.0,-1.1306714369326218,0.9239244985346832,519.5263157894736,6.2377820947510765,9.572056095937702,0.9275779000758644,39.0,401.51250518294836,2.244523138513272,4.421052631578949,0.09464213320749593,7.342654221965266,4.842105263157895,0.4549101882385601,20.92220009787644,13.31578947368421,0.0030573728836534447,413.678735602497,1.4239736061545984,0.0005998573322996232,0.0016739922211300412,0.0033765085625286693,1.2231714044064728
"mp-300032338, NiP2O7, LiNiP2O7, mp-32331, mp-32338",3.063918298516953,0.00550000000000006,126.0811474127489,0.14969420487499807,11.4,1.0,0.0,8.017203724214294,1.2754084313139324,2.4396186175847583,110.9487408170498,0.0,0.0,0.28026666666666666,0.06666666666666668,0.4896999037656894,0.16833333333333333,4340.42498978336,6133.524423114012,365.2753433233895,1.87,1.4534767513333906,0.3,0.573488351136175,0.5873804426666666,0.019846490000000005,0.02806717532350201,0.5433333333333333,2.0,-3.71697486684301,0.0618195593140761,0.5263100196248893,31949.5,5.0482529519623,4.496122181854903,0.9088038708395834,9.0,126.0811474127489,0.704815040740197,4.2,0.07931399900147826,5.1927434343887695,4.9,0.5102732859554225,3.7159386512221015,11.4,0.009490732164753449,129.90153226050262,1.57797338380595,0.002081258431337345,0.0053309223793971214,0.010752681424086379,0.8775878006687872
"mp-300032350, NiPO4, LiNiPO4, mp-540328, mp-32350",2.945416121921318,0.3979,519.7900212227154,0.13944826565972154,12.5,1.0,0.0,13.730429394524586,1.2095300587265132,2.413367316584249,214.81659719886346,0.0,0.0,0.27138888888888885,0.1111111111111111,0.3788976610177281,0.18888888888888888,4133.774670678664,5841.425812416445,640.0964591500214,2.05,1.3477910597495222,0.2777777777777777,0.5499719409228703,0.5562677529166666,0.03307748333333333,0.04677862553917002,0.5972222222222222,3.0,-2.1393230439929267,0.02119522139441996,0.4959047858201424,30365.66666666667,8.088885495250947,8.088885406145327,1.0182117508766324,433.0,519.7900212227154,2.9057145537001032,4.0,0.06925873627838464,9.62825333815934,4.833333333333333,0.5854757297585212,17.992691624763122,12.5,0.0023479764436308338,535.5401786557846,1.462494064565354,0.0004723000070890871,0.001293077556167056,0.002608188607629462,0.8402730886214885
"mp-300032366, LiNi2(PO4)3, Li3Ni2(PO4)3, mp-32397, mp-32366",3.278873995235871,0.0,414.5094204863214,0.13704032291666654,11.111111111111107,1.0,0.0,8.333611106481634,1.839635632199828,3.669791242839573,119.02579010235868,0.0,0.0,0.247125,0.05555555555555555,0.5539885388539499,0.1309722222222222,3100.478263753973,5366.078255552032,398.25422453684195,1.3363888888888888,1.24758516743347,0.2083333333333333,0.5448623679425842,0.4157725730208333,0.01653874166666667,0.028645940859923044,0.41527777777777775,4.0,-0.2588128554817,-0.001216209252713485,0.5182660367400616,30455.388888888887,4.6095706420415725,17.97303397625259,0.9213145720557284,63.0,414.50942048632146,2.3171781038036485,4.333333333333333,0.08684965460558931,5.332803261779716,4.5555555555555545,0.473647574897424,15.41844865090792,11.111111111111107,0.00319964321433618,427.0694704364773,1.832491389163405,0.0012749439231088061,0.0016215043064018153,0.007866180535019444,0.9366157679011528
"mp-300032373, Ni3(P2O7)2, Li2Ni3(P2O7)2, mp-32394, mp-32373",3.412676047696858,0.0,509.90327371089376,0.05622242529761845,12.190476190476188,1.0,0.0,11.659397368181855,1.0118969809847127,1.9465076233651242,176.5228912815119,0.0,0.0,0.273968253968254,0.09523809523809523,0.3825233386452046,0.1880952380952381,4133.911756689576,5841.328966945512,536.7773852090594,2.0584126984126985,1.4162194750147077,0.2857142857142857,0.5461793820344525,0.5611113030158731,0.02835212857142857,0.04009596474786002,0.6,4.0,-1.6171998173743714,0.10303086211674,0.5061632100363852,30452.04761904762,6.841398073069666,8.783685690034634,0.8749145370925789,81.0,509.90327371089376,2.8504459549181007,4.190476190476192,0.0823685631479457,8.088145769221809,4.904761904761905,0.5089734982021131,20.999997067403875,12.190476190476188,0.002361583137697137,525.3538528076075,1.5400915836948792,0.0005065967765974005,0.0013181496276169742,0.002658759968035087,0.974581222282388
"mp-300032374, NiP2O7, LiNiP2O7, mp-32401, mp-32374",2.9296499594988465,0.1238,527.438212750873,0.14330491437499934,11.4,1.0,0.0,8.017203724214294,1.2754084313139324,2.4396186175847583,110.9487408170498,0.0,0.0,0.28026666666666666,0.06666666666666668,0.4896999037656894,0.16833333333333333,4340.42498978336,6133.524423114012,365.2753433233895,1.87,1.4534767513333906,0.3,0.573488351136175,0.5873804426666666,0.019846490000000005,0.02806717532350201,0.5433333333333333,2.0,-1.5913537664528208,0.0618195593140761,0.5263100196248894,31949.5,6.13437836394915,12.310006985985224,0.8783255881952431,2.0,527.438212750873,2.9484692441048668,4.2,0.07583826699127194,7.215281930801419,4.9,0.5317342996186749,19.99999713683712,11.4,0.002268706309461869,543.4201180354374,1.57797338380595,0.0004975131583979756,0.0012743271043202929,0.002570368204157612,0.8391297724650368
"mp-300032375, LiNi2P5O16, Li3Ni2P5O16, mp-32356, mp-32375",2.8678071007508747,0.3725999999999999,619.7758976787031,0.07503165473958262,10.916666666666664,1.0,0.0,6.158250168585951,1.8625745697227205,3.711432902899072,82.71033269912323,0.0,0.0,0.2396145833333333,0.04166666666666666,0.5868033220906488,0.13260416666666666,3100.6213739570508,5365.995825125578,303.24519220783475,1.397708333333333,1.5218053258064177,0.21875,0.5499171339089797,0.4224867929427083,0.01240405625,0.02148445564494228,0.4270833333333333,2.0,-0.9915781242883086,0.14271859575938306,0.4979468918578331,30559.375,16.992399876392994,4.780665756139494,0.8275780880076792,21.0,619.7758976787031,3.4646525950638396,4.208333333333333,0.07744734859774037,5.544031797703079,4.75,0.5353176481720121,24.131736794791887,10.916666666666664,0.0020512943635081467,638.5557271542654,1.876388374866284,0.0007939072215639892,0.0010844707141404967,0.00526094342684816,0.8206018327252578
"mp-300032375, Ni2P5O16, LiNi2P5O16, mp-32393, mp-32356",2.7375204050903736,0.02250000000000002,640.8522528905113,0.09655110877717288,11.26086956521739,1.0,0.0,6.884439348703547,1.3246408524365043,2.545178215952982,90.5759711923969,0.0,0.0,0.28146376811594204,0.05797101449275361,0.5066801351751942,0.17028985507246375,4313.5957658231455,6095.336206232948,315.85227642755393,1.901159420289855,1.6057195084062903,0.3043478260869565,0.5683672913370312,0.5877446375724638,0.017257817391304348,0.02440623941174088,0.5528985507246377,2.0,0.0,-1.5577632794490484,0.9690989492797734,504.0434782608696,17.270615965271364,4.812740225798295,0.8266524774032723,21.0,640.8522528905113,3.582473002492642,4.173913043478262,0.07177941529037432,5.5836299083929575,4.956521739130435,0.5601300231845726,22.99649366506636,11.26086956521739,0.0018488709354164696,660.2707170053466,1.6279691501607874,0.0004219002582838,0.0010488046306010618,0.0021154804490391386,0.7845266898241157
"mp-300032379, Ni3(PO4)4, Li3Ni3(PO4)4, mp-32386, mp-32379",2.9758913250497963,0.0476,620.4545101979072,0.19825828624999806,11.826086956521738,1.0,0.0,10.645536727470391,1.2242731641706015,2.361834758497193,159.02908966273498,0.0,0.0,0.2767536231884058,0.08695652173913042,0.4494980429186192,0.1717391304347826,4313.345434846697,6095.513015358648,490.059477522428,1.8857971014492751,1.2844647505642706,0.2898550724637681,0.573883764441256,0.5788998939130435,0.025886726086956524,0.03660935911761132,0.5478260869565217,2.0,-2.1554714673139848,-0.015652457292998877,0.5300287276428348,31676.956521739125,7.2006718363564435,9.608851088183103,0.8161687750034315,6.0,620.4545101979071,3.4684461543721383,4.217391304347826,0.07413919835207149,8.531693625131412,4.826086956521738,0.5424440669570505,21.785943791886,11.826086956521738,0.0019575553461077142,639.2549023114146,1.4935273075928408,0.0004015066741742379,0.0010832845910787254,0.002185027893954916,0.8509907362978493
"mp-300032380, Ni(PO3)3, LiNi(PO3)3, mp-504166, mp-32380",3.1083552603200846,0.4439,631.6790504332156,0.06678667100961455,11.153846153846152,1.0,0.0,6.018708505236478,1.3936080247898657,2.6961299247157564,75.58698817299899,0.0,0.0,0.2823846153846154,0.05128205128205129,0.5244840436702138,0.17179487179487174,4292.957901238365,6065.960663023809,281.7243695392175,1.9251282051282053,1.7337882880400666,0.3076923076923077,0.565266863719195,0.5880247875000001,0.015266530769230771,0.021590134864232318,0.5602564102564104,4.0,-2.012685177481356,0.1801357404252138,0.5056975821447952,31700.69230769232,7.875967699999999,8.162893477999999,0.8142634648218735,115.0,631.6790504332156,3.5311932418279683,4.153846153846153,0.08232028585456105,9.365392222222225,5.0,0.4984761534782617,26.000000188184572,11.153846153846152,0.0018614123466692398,650.8195573403927,1.6641005886756874,0.0004369445954415772,0.0010640353038488997,0.002146201319772746,0.8911840362791184
