,density,nsites,nelements,Unit Cell Mass,energy,total_magnetization,energysStab,atomMean,atomStd,transition,other,Electronegativity wmean,BulkModulus wmean,BulkModulus wstd,GSenergy_p wstd,BoilingT wmean,BoilingT wstd,BCCfermi wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,HeatCapacityMass wstd,MiracleRadius wstd,n_ws^third wmean,AtomicVolum wmean,MendeleevNumber wmean,Density wstd,HeatFusion wmean,HeatFusion wstd,IsNonm wmean,MeltingT wmean,MeltingT wstd,CovalentRadius wstd,GSvolume_p wstd,GSestFCClatcn wstd,BCCenergydiff wmean,phi wmean,SpaceGroupNumber wstd,Row wstd,VegardVolume,Forces,Coordination,numberDensity,li-ion fittability,oxidation flexibility,ShannonRadii,avgIonicRadVol,Zcm,volume flexibility of cell,AtomicNum Density,volumeshannonflex,oxidation flexibility Std,chargedensityvoldens,positiveoxpopdens
"mp-300006944, Li3Ti8O16, Li7Ti16O32, mp-531914, mp-530141",3.6154980710055713,54.0,3.0,1319.4987999999996,-451.25240787,0.0001173,0.02215640388888751,11.592592592592592,6.924242219586247,1.0,3.0,0.8679012345679012,11.271604938271606,15.084469777598072,1.129220265656962,429.21728395061723,445.3474076915352,0.7335185670870344,0.0,0.0,0.36575308641975307,0.16033244307688507,11.025513911775136,0.18641975308641973,3675.072560189388,21.469135802469136,615.7711642370373,1.5520987654320983,1.8689487650438108,0.19753086419753085,219.33172839506173,251.68055312778927,14.100992235120788,1.5789473437153847,0.6182582706753187,0.4651527554320987,0.4808641975308641,20.815744747324427,0.4539450940950675,1.96625947901256,0.00023946408971929205,5.333333333333333,0.0891053611991132,6.648186963383112,3.851851851851852,0.4590044218628718,0.4590044218628718,27.0,0.0055304964431164075,11.592592592592592,208.4142011903146,1.4325244152454604,1.0025828861634871,0.036302184192231315
"mp-300006944, Li7Ti16O32, LiTi2O4, mp-530141, mp-5670",3.63288180837792,55.0,3.0,1326.4398,-455.51530659,0.0006004,0.010086660909090384,11.436363636363636,6.956393099780781,1.0,3.0,0.8580606060606061,11.133333333333333,14.766027074184699,1.092946597475596,431.20121212121217,431.9476058456348,0.7185226406348749,0.0,0.0,0.3808121212121212,0.1646129520581768,9.539817479335053,0.18896969696969693,3608.383629144005,21.08484848484848,602.4522541596754,1.542060606060606,1.8232540481651471,0.19393939393939394,218.0935151515152,245.28293762858812,12.782356986790075,1.4090827581696403,0.57729578144904,0.4567218091515151,0.4893939393939393,20.225870567676086,0.4285495643554833,2.5523832862670983,0.00045755846698726434,5.363636363636363,0.0907146343708222,11.518042560172008,3.7818181818181817,0.4542112645479228,0.4542112645479228,25.623136071237703,0.005528008563559668,11.436363636363636,71.27210445629812,1.5098574176019413,1.0069344257692594,0.03793521073688928
"mp-300006944, LiTi2O4, LiTiO2, mp-5670, mp-6944",3.6495646396358414,14.0,3.0,333.3452,-114.92282305,3.3e-06,0.0,11.285714285714285,6.983946606617324,1.0,3.0,0.8485714285714286,11.0,14.459420110501414,1.0579766550488163,433.11428571428564,419.40255076934943,0.7040637069517036,0.0,0.0,0.3953333333333333,0.17375819202861242,8.11258645297023,0.19142857142857145,3544.0764456359557,20.714285714285708,589.6360443537699,1.5323809523809524,1.779475323319729,0.19047619047619047,216.8995238095238,239.16141692880203,11.51711730120455,1.2455184869526763,0.5383715198667604,0.4485919680952381,0.4976190476190476,19.84303484213117,0.40406101782088427,1.2065712690528545,0.0,5.285714285714286,0.09230512834809508,6.651147177777778,3.7142857142857135,0.4495257793628849,0.4495257793628849,5.994828784095287,0.022097942388970167,11.285714285714285,0.0,1.5779087167410368,1.0110922008643954,0.03955934072061218
"mp-300006944, TiO2, Li3Ti8O16, mp-25262, mp-531914",3.5314848916100865,12.0,2.0,319.4632,-105.53608265,0.0,0.17869182333333278,12.666666666666664,6.599663291074443,1.0,2.0,1.403333333333333,18.33333333333333,18.33333333333333,0.2897261150000001,623.3666666666667,563.3,0.5284860083333333,0.0,0.0,0.3933333333333333,0.21866666666666665,2.333333333333332,0.2533333333333333,6200.338441689601,36.16666666666666,750.6903333333332,2.4316666666666658,2.285,0.3333333333333333,341.76666666666665,305.23333333333335,4.666666666666664,0.2533333333333334,0.4287907058333333,0.7846732666666666,0.6333333333333333,28.33333333333333,0.0,1.2071668820637784,0.0,6.0,0.07988563683524816,6.6297935444444445,4.333333333333333,0.4848464661288364,0.4848464661288364,5.100985653433635,0.022312153948153432,12.666666666666664,134.06727587622737,0.4714045207910317,0.9821253529274228,0.026628545611749387
"mp-300007936, Li5(NbS2)7, LiNbS2, mp-767171, mp-7936",4.210257639246511,52.0,3.0,2267.91932,-342.31541455,0.00021690000000000001,0.0,20.23076923076923,13.522936903099385,1.0,3.0,0.6694871794871795,17.343589743589742,20.11705423608063,1.0127356818524502,682.5907692307693,473.4610368769864,1.7300941978088549,0.0,0.0,0.3804743589743589,0.2520938867662298,10.861070545113416,0.21,7.872652081884499,20.076923076923077,902.7149631715026,3.1935128205128205,3.4560436366851515,0.1794871794871795,345.583205128205,283.5655351308351,13.141169480138359,4.691597511476831,0.755285023049044,0.1967147001602564,0.5461538461538461,10.1364620675985,0.5282922507188851,0.860808630064738,0.0009292947410263855,7.0,0.05813468934642105,6.4994935952840756,5.9230769230769225,0.8403561064872559,0.8403561064872559,25.920413026984736,0.02225086060717565,20.23076923076923,0.0,3.0118110693002915,1.1415202785107488,0.02683139508296356
"mp-300007936, Li9(NbS2)14, Li5(NbS2)7, mp-767218, mp-767171",4.188001149182962,51.0,3.0,2260.9783199999997,-338.31611803,0.0049613,0.0,20.568627450980394,13.435765704897266,1.0,3.0,0.6762091503267974,17.611764705882358,20.56610899427561,1.0495120535174385,685.4193464052287,491.1952704550656,1.7655671594986841,0.0,0.0,0.36452287581699344,0.22900222051763555,12.189386531095106,0.2077124183006536,7.886206971856906,20.46405228758169,924.4956864901694,3.236522875816993,3.538731912741972,0.18300653594771246,349.3940522875817,291.84472550310267,14.498046228377554,4.880596010857848,0.7950302698689882,0.20054340584967328,0.538235294117647,11.079813668173324,0.5567461291254079,0.8606074569827005,0.0009247253311623877,6.882352941176473,0.05688942063014143,6.500222193131792,6.03921568627451,0.8553695227236742,0.8441187804486929,25.500004907839106,0.022201183958528384,20.568627450980394,0.0,2.9236076579789496,1.1357237339801642,0.025656013225357897
"mp-300007955, Sb, Li3Sb, mp-80, mp-7955",7.376653899437603,2.0,1.0,243.52,-7.69503163,-0.000113,0.27681376500000043,51.0,0.0,0.0,1.0,2.05,42.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,0.207,0.0,0.0,1.26,30.191423443789105,85.0,0.0,19.79,0.0,0.0,903.78,0.0,0.0,0.0,0.0,0.22744721,4.4,0.0,0.0,1.068374539933174,0.0,12.0,0.03648427400681984,3.7712322888888887,8.0,0.9126166691138948,0.9126166691138948,1.0,0.031546911564760416,51.0,0.0,0.0,1.8059751221709108,0.03648427400681984
"mp-300009158, CuO2, LiCuO2, mp-704672, mp-9158",2.6079992855678467,6.0,2.0,191.0896,-27.61769401,-0.00040869999999999996,0.28163960458333204,15.0,9.899494936611664,1.0,2.0,1.4633333333333332,23.33333333333333,23.33333333333333,0.9721548316666668,563.3666666666667,503.3,0.29472121666666673,0.0,0.0,0.3701666666666665,0.2418333333333333,0.3333333333333321,0.245,6199.370712485116,39.66666666666666,1486.1903333333332,2.34,2.1933333333333334,0.3333333333333333,244.56166666666667,208.0283333333333,0.0,1.1900000000000002,0.5152693,0.7719746883333333,0.7416666666666667,33.5,0.0,0.9616747572355772,0.023209945207053717,5.0,0.0493142698991879,3.0599627512085146,3.6666666666666665,0.6865605443176005,0.6865605443176005,2.9994161726582287,0.01087973298660143,15.0,0.0,0.4714045207910317,0.7179591677459487,0.016438089966395966
"mp-300010179, MgSbPd, LiMgSbPd, mp-10183, mp-10179",6.539553134720559,3.0,3.0,252.485,-12.78796405,1e-07,0.0,36.333333333333336,17.326921891156033,1.0,3.0,0.6177777777777776,29.66666666666667,21.45279054627212,0.5043020636484155,717.6666666666665,264.0733624217724,0.6083611536408253,0.0,0.0,0.16377777777777774,0.12541614679355767,2.528845928164676,0.4555555555555555,7.568011423108832,23.88888888888889,1399.9082068672647,5.00111111111111,1.5925993970569534,0.0,406.09222222222223,143.74874959413225,0.31426968052735665,2.333867134707787,0.1573465681522244,0.033645595555555616,1.4777777777777783,8.032342031967923,0.3142696805273544,1.2690911830475131,0.0,8.0,0.04679340905580098,4.9916180444444445,3.6666666666666665,0.8516517334334659,0.8814887554110341,0.4605125056934074,0.02697395115168572,36.333333333333336,0.0,3.091206165165235,1.6501590593694808,0.04679340905580098
"mp-300011206, Ti(SiO3)2, LiTi(SiO3)2, mp-25301, mp-11206",3.059342109633916,18.0,3.0,400.0688,-148.11304219999997,0.0,0.039459981388889176,10.888888888888893,4.629481479111035,1.0,3.0,0.962222222222222,11.481481481481481,9.087291960285404,1.0167518065228969,386.91111111111104,263.4092236324503,0.8487108396313587,0.0,0.0,0.2761481481481481,0.2409665949106344,11.206014454083588,0.16740740740740742,4133.73526190846,26.703703703703702,239.72723786565032,4.2922222222222235,4.889440457101314,0.2222222222222222,209.0296296296296,138.21277844758157,11.099747275265322,1.7425767307500235,0.7385477183035934,0.5534080003703704,0.4888888888888889,17.700759091857716,0.37770514915502107,0.9101470183181248,0.00012615101952240896,4.111111111111111,0.08289279941408745,5.961775546684597,5.0,0.5009696700224413,0.5009696700224413,9.0,0.015434705369584484,10.888888888888893,185.85882696563576,1.6329931618554518,0.8760648417394064,0.027630933138029147
"mp-300016730, CrS2, Li(CrS2)2, mvc-14769, mvc-16730",3.5476434031701705,12.0,2.0,464.5044,-77.72878849,8.0154018,0.020420569166667242,18.666666666666668,3.771236166328253,1.0,2.0,1.1366666666666667,29.23333333333333,24.1,0.21854718375,729.9066666666665,251.42666666666665,1.2590215649999998,0.0,0.0,0.3108333333333333,0.16116666666666665,12.666666666666664,0.2883333333333333,11.071004843872666,37.5,536.6666666666667,4.073666666666667,2.926333333333333,0.3333333333333333,492.7866666666666,233.88,11.833333333333336,6.730624999999999,0.9715017773333332,0.36496068291666667,0.775,14.833333333333332,0.33333333333333337,1.1846524919080121,0.004954006495669061,6.0,0.0551927856550113,7.476977540734063,8.0,0.9727097519866659,0.8309586894376785,5.328398910854071,0.0915410455799331,18.666666666666668,0.0,0.0,0.9999653812108088,0.0183975952183371
"mp-300016742, MnS2, Li(MnS2)2, mvc-34, mvc-16742",3.5373010650254666,12.0,2.0,476.27218,-76.07411716,11.9422587,0.012788893333333108,19.0,4.242640687119285,1.0,2.0,1.1183333333333332,22.566666666666666,17.433333333333334,0.13768863547333332,628.24,149.76,1.3260382299999998,0.0,0.0,0.3158333333333333,0.15616666666666665,12.333333333333329,0.2683333333333333,11.090966009156816,38.0,591.6666666666667,2.725333333333333,1.5779999999999996,0.3333333333333333,382.62,123.71333333333334,11.833333333333336,6.847693965516665,0.9841521809999999,0.3898349379733333,0.7416666666666667,12.833333333333332,0.33333333333333337,1.19002431889168,0.004564447669813585,6.0,0.05367215057389359,7.566759544555802,8.666666666666666,0.9718962785093485,0.8472245443292828,5.307982890748589,0.08901896731156789,19.0,0.0,0.9428090415820632,0.9897795507370932,0.017890716857964527
"mp-300018162, CuO, Li(CuO)2, mp-510752, mp-18162",4.593394641387274,16.0,2.0,636.3632,-79.39868835,0.0,0.15721317062499995,18.5,10.5,1.0,2.0,1.335,35.0,35.0,0.26903427125,822.525,777.475,0.32630154999999994,0.0,0.0,0.32575,0.13325,15.5,0.3675,4651.0067771053245,37.75,2229.64275,3.455,3.345,0.25,353.1425,325.7425,16.5,0.49125,0.055775665500000016,0.58370195875,1.1125,53.25,0.5,0.8739676593214502,0.0017265063665844506,4.25,0.06955039897140318,3.141739055555555,3.5,0.6282976202831245,0.6282976202831245,8.0,0.005754088305479451,18.5,99.95095696695148,0.5,1.2488412424824966,0.03477519948570158
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12, mp-774719, mp-18274",5.73257235072325,38.0,3.0,2040.03988,-297.24184043,1.9946475,0.05187435893091852,23.315789473684212,20.55301906771324,1.0,3.0,0.8708771929824559,9.621052631578944,12.20504414138166,1.0624629875075269,433.4070175438597,300.4279484244457,0.6772215203448657,0.0,0.0,0.22152631578947368,0.25333071024544696,10.299695047286477,0.1431578947368421,3919.6535004125,21.421052631578945,552.8270114218832,2.124912280701754,1.9285630326446028,0.21052631578947367,226.44912280701752,163.5240896371509,8.414617424209737,4.437463304483722,0.5859546971184814,0.4835874305263158,0.3759649122807017,17.038998954754266,0.2232968782694361,0.9513891287840476,0.0017986926086601194,6.36842105263158,0.06430510097533677,6.579661534439211,3.4736842105263164,0.4486555884564775,0.4486555884564775,18.445211260181168,0.00224005513292068,23.315789473684212,216.2964842419431,1.92950555577088,1.455229293599596,0.023691352990913548
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3, mp-25225, mp-18713",5.341143320887457,22.0,3.0,1122.5768,-121.2425726,1.8966477,0.05537752045454525,22.454545454545453,18.172724998862922,1.0,3.0,0.8521212121212121,13.309090909090907,17.602103555733812,0.9426890299955988,437.16969696969704,337.9016781483934,0.5743217166915853,0.0,0.0,0.21427272727272725,0.2044424387053765,2.7944586383996395,0.1827272727272727,3385.4124663054995,22.181818181818183,1029.6194200856874,1.7078787878787878,1.4941054674426624,0.1818181818181818,194.00333333333333,139.23864516980765,1.4570685188086443,3.65559055863961,0.3615282025910189,0.4210771027272727,0.5451515151515152,22.670514986881784,0.0,1.3025380363891197,0.0,5.636363636363638,0.06303645630670858,7.818821496363344,3.0,0.51338012873539,0.51338012873539,11.000000000000002,0.023897333986327603,22.454545454545453,0.0,1.4770978917519928,1.373826652048727,0.028652934684867525
"mp-300018722, Cs2MnO4, Cs2LiMnO4, mp-775233, mp-18722",4.0871712706275565,14.0,3.0,769.4930975999997,-76.2216444,2.0000001,0.04259218499999928,23.857142857142854,20.51778720614713,1.0,3.0,0.8042857142857142,5.866666666666666,7.975654566218196,1.0140705657493194,218.2095238095238,120.72696204692372,0.6643633375024106,0.0,0.0,0.22071428571428567,0.21485964410904776,23.626726862225798,0.12904761904761905,3553.138733430431,19.52380952380952,435.3279964703758,0.8557142857142858,0.7250362411772313,0.19047619047619047,111.49428571428572,77.89240431736677,20.625260253975405,14.09396317276409,0.7447393177399506,0.44487453953999995,0.3976190476190475,24.034272581116362,0.4665694748158434,0.9895390552524186,0.011009493635676184,4.857142857142857,0.044781339980242016,7.399898259817919,3.7142857142857135,0.4496770756660391,0.4496770756660391,7.501142428456911,0.004234146970005494,23.857142857142854,137.1470191905472,3.103651568914348,1.036934667871735,0.019192002848675147
"mp-300018767, MnO2, LiMnO2, mp-33009, mp-18767",4.9230089399244985,6.0,2.0,173.87368999999995,-42.56332969,5.9999985,0.03163902250000028,13.666666666666664,8.013876853447538,1.0,2.0,1.4049999999999998,20.0,20.0,0.08216975994333331,419.0333333333333,358.9666666666667,0.23797928,0.0,0.0,0.3858333333333333,0.2261666666666667,0.6666666666666679,0.2683333333333333,6199.434506240733,37.66666666666666,1244.5236666666667,2.225,2.078333333333333,0.3333333333333333,271.43333333333334,234.9,1.1666666666666643,1.287068965516667,0.5257967803333334,0.7907058467233333,0.7416666666666667,32.166666666666664,0.0,1.0963607039829448,0.0063930635852500325,6.0,0.10230549110241983,3.272398211111111,6.0,0.3976563190053321,0.33199307036281056,2.05210423152577,0.0225706763687844,13.666666666666664,80.69077731741481,2.8284271247461903,1.3570549238197425,0.03410183036747329
"mp-300018782, FeO2, Li(FeO2)3, mp-25517, mp-762931",4.157517139858353,6.0,2.0,175.6876,-36.99226012,7.9999999000000015,0.13752982229166744,14.0,8.48528137423857,1.0,2.0,1.4516666666666664,28.33333333333333,28.33333333333333,0.20468324166666685,552.3666666666667,492.29999999999984,0.05073773833333338,0.0,0.0,0.38083333333333336,0.23116666666666666,0.5,0.295,6199.361949658057,38.16666666666666,1311.8570000000002,2.375,2.228333333333333,0.3333333333333333,320.1,283.56666666666666,0.0,1.2466666666666668,0.5213688103333334,0.7656800983333333,0.8216666666666665,34.166666666666664,0.0,2.062720019962468,0.0,6.0,0.08550571229492249,6.124046291934624,5.333333333333333,0.448387931456536,0.448387931456536,2.04640891486056,0.06556899564072886,14.0,72.13914185177387,1.8856180831641267,1.161874027229824,0.02850190409830749
"mp-300018782, Li(FeO2)3, LiFeO2, mp-762931, mp-18782",4.128453016217793,20.0,3.0,540.9448,-122.91618268,-5.9999995,0.07680482087500096,12.9,8.7,1.0,3.0,0.9036666666666666,17.366666666666667,23.786597533531822,1.180061812347037,385.2533333333333,394.8503434073331,0.8809313999470486,0.0,0.0,0.34790000000000004,0.1700281741359355,10.730745029534942,0.20966666666666667,3720.335305064164,22.93333333333333,1100.949378587485,1.5249999999999997,1.852475640865488,0.2,207.183,237.7252925079702,12.63364115719965,1.5611952764987465,0.6503203373317437,0.45955313,0.588,26.09039840418097,0.4714045207910317,1.008867090322869,0.006474183253296994,5.5,0.0919211253099103,6.009381120540497,4.8,0.4382316052527671,0.4382316052527671,9.929283650750463,0.006083902091083521,12.9,73.70289354907851,2.4000000000000004,1.1509088280976558,0.03676845012396412
"mp-300018793, CrO2, Li3Cr5O10, mp-714929, mp-762282",3.989574461114087,6.0,2.0,167.9898,-43.36228204,-0.0024283,0.19124211833333504,13.333333333333336,7.542472332656508,1.0,2.0,1.4233333333333331,26.666666666666664,26.666666666666664,0.0013112116666667006,520.6999999999998,460.63333333333327,0.30499594499999994,0.0,0.0,0.38083333333333336,0.23116666666666666,0.3333333333333321,0.2883333333333333,6199.41454507545,37.16666666666666,1189.5236666666667,3.5733333333333333,3.4266666666666667,0.3333333333333333,381.6,345.06666666666666,1.1666666666666643,1.1700000000000004,0.5131463766666667,0.7658315916666667,0.775,34.166666666666664,0.0,1.0867546360024338,0.01598076488657901,6.0,0.08581157103206408,3.229523661689345,5.333333333333333,0.4972702216648686,0.4211307906208255,2.983530373655044,0.01893178144780793,13.333333333333336,65.45506523316988,1.885618083164127,1.1105048722921946,0.028603857010688023
