,density,bandgap,volume,total_magnetization,energysStab,atomMean,transition,chalcogen,metalloid,ICSDVolum wmean,ICSDVolum wstd,BulkModulus wstd,BoilingT wstd,NfValenc wmean,NfValenc wstd,IsFBlock wmean,IsFBlock wstd,HeatCapacityMolar wstd,BCCenergy_p wstd,AtomicVolum wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,GSvolume_p wmean,NpUnfilled wstd,NValanc wstd,GSmagmom wmean,GSmagmom wstd,BCCvolume_p wmean,Crystal System,symmetry ops,meanbv,stdbv,meanValenceOcc,vx,vz,Hall Number,strainlatticemean,strainlatticestd,Coordination,numberDensity,maxForce,avgIonicRadVol,SpaceGroup,AtomicNum Density,deltaShannon,detLatticeVec,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300006944, Li3Ti8O16, Li7Ti16O32, mp-531914, mp-530141",3.6154980710055713,0.0,606.0241412335738,0.0001173,0.02215640388888751,11.592592592592592,1.0,1.0,0.0,5.975432098765433,3.2609016110850786,15.084469777598072,445.3474076915352,0.0,0.0,0.0,0.0,6.109709973407294,0.8484072936053334,5191.949885132625,1.5520987654320983,1.8689487650438108,-0.3388888888876543,4.061481481480247,0.5587016542708523,1.4389999745267559,2.225514403288889e-06,3.1473526523878122e-06,3.722592592592593,3.0,8.0,-0.3316869678332809,0.7101274824489421,312.0,5.675031440340322,9.617682870648563,278.0,606.0241412335738,3.3877779395105363,5.333333333333333,0.0891053611991132,0.0300991154036078,0.4590044218628718,59.0,11.592592592592592,0.0035308634472804514,624.3872787370924,1.4325244152454604,0.0016246099220026606,0.002184273187508149,0.0055304964431164075,1.0025828861634871
"mp-300006944, Li7Ti16O32, LiTi2O4, mp-530141, mp-5670",3.63288180837792,0.0,606.2968823218938,0.0006004,0.010086660909090384,11.436363636363636,1.0,1.0,0.0,5.997878787878787,3.06025829527386,14.766027074184699,431.9476058456348,0.0,0.0,0.0,0.0,5.841625205865529,0.8182883946174981,5097.458436247286,1.542060606060606,1.8232540481651471,-0.3332323232309091,4.0882020202006055,0.5485434423750186,1.4065046320838983,2.1850505050472725e-06,3.0901280587080338e-06,3.754969696969697,3.0,4.0,-0.3156102430215089,0.7058186896410643,309.09090909090907,11.062913315840108,9.619614473739325,123.0,606.2968823218936,3.389302608544845,5.363636363636363,0.0907146343708222,0.029648306902231362,0.4542112645479228,121.0,11.436363636363636,0.003562886517256829,624.668284153129,1.5098574176019413,0.0016278954058863932,0.0021832905978499814,0.005528008563559668,1.0069344257692594
"mp-300006944, LiTi2O4, LiTiO2, mp-5670, mp-6944",3.6495646396358414,0.0,151.67087951174406,3.3e-06,0.0,11.285714285714285,1.0,1.0,0.0,6.01952380952381,2.8716181726868237,14.459420110501414,419.40255076934943,0.0,0.0,0.0,0.0,5.586699131300473,0.7892937756065125,5006.341686891098,1.5323809523809524,1.779475323319729,-0.3277777777761904,4.113968253966667,0.5387480237611789,1.3751932455422524,2.1460317460285717e-06,3.034947200516818e-06,3.786190476190476,7.0,48.0,-0.30010768695301465,0.7016637822906105,306.2857142857143,5.677429215373143,5.677429214,525.0,151.67087951174406,0.8478659919885939,5.285714285714286,0.09230512834809508,0.00014582072040694353,0.4495257793628849,227.0,11.285714285714285,0.014372025071578653,156.26665883182937,1.5779087167410368,0.0065202544050807386,0.008727596799995149,0.022097942388970167,1.0110922008643954
"mp-300006944, TiO2, Li3Ti8O16, mp-25262, mp-531914",3.5314848916100865,1.712,150.2147379102473,0.0,0.17869182333333278,12.666666666666664,1.0,1.0,0.0,8.731666666666666,2.8416666666666663,18.33333333333333,563.3,0.0,0.0,0.0,0.0,5.6160000000000005,0.456960815,6194.459669303333,2.4316666666666658,2.285,-0.5666666666666668,5.816666666666666,0.6666666666666666,1.3333333333333337,3.75555555555e-06,3.75555555555e-06,5.25,7.0,48.0,-0.1358972374237708,0.51275934653398,30077.0,5.6601327746518155,5.6601327710000024,525.0,150.2147379102473,0.8397259129740715,6.0,0.07988563683524816,0.0025618334434736392,0.4848464661288364,227.0,12.666666666666664,0.013312184512986257,154.76639468366562,0.4714045207910317,0.006363939418078369,0.00881219979540267,0.022312153948153432,0.9821253529274228
"mp-300007936, Li5(NbS2)7, LiNbS2, mp-767171, mp-7936",4.210257639246511,0.0,894.4745484083554,0.00021690000000000001,0.0,20.23076923076923,1.0,1.0,0.0,7.638974358974358,4.416526144912045,20.11705423608063,473.4610368769864,0.0,0.0,0.0,0.0,3.164772089742506,0.9636415431535128,4.785480854705417,3.1935128205128205,3.4560436366851515,-1.8301655982884613,7.32362713675,0.5076664070057264,1.2523482216923807,0.0,0.0,5.493461538461538,2.0,1.0,0.28333453874838405,0.5162361366388715,3433.8076923076924,11.251808637821153,12.319703883854466,1.0,894.4745484083554,5.000264735961281,7.0,0.05813468934642105,0.10356816662025306,0.8403561064872559,15.0,20.23076923076923,0.013374906733537249,921.5780216996768,3.0118110693002915,0.009593853658514916,0.0025727357586634034,0.02225086060717565,1.1415202785107488
"mp-300007936, Li9(NbS2)14, Li5(NbS2)7, mp-767218, mp-767171",4.188001149182962,0.0,896.4759956261348,0.0049613,0.0,20.568627450980394,1.0,1.0,0.0,7.647385620915033,4.617484787771796,20.56610899427561,491.1952704550656,0.0,0.0,0.0,0.0,3.389788078184649,0.9978234484640638,4.9918212457399385,3.236522875816993,3.538731912741972,-1.865506535945752,7.358774509801961,0.5176206502803485,1.284209778094835,0.0,0.0,5.493267973856209,2.0,1.0,0.4929784225914093,1.2825358460278948,575.0196078431372,5.5551799764367535,12.333820421074732,1.0,896.4759956261348,5.011453166042074,6.882352941176473,0.05688942063014143,0.08950871404324105,0.8441187804486929,2.0,20.568627450980394,0.01353539745537603,923.6401147696021,2.9236076579789496,0.009567865836059793,0.0025669919408128627,0.022201183958528384,1.1357237339801642
"mp-300007955, Sb, Li3Sb, mp-80, mp-7955",7.376653899437603,0.0,54.81813889529909,-0.000113,0.27681376500000043,51.0,0.0,0.0,1.0,30.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,0.0,-4.47,31.56,0.0,0.0,0.0,0.0,27.09,6.0,24.0,-2.210026580761672,1.6518798738549585,577.0,3.3446981539999996,5.235208175,488.0,54.81813889529908,0.3064427124247836,12.0,0.03648427400681984,0.0,0.9126166691138948,194.0,51.0,0.031546911564760416,56.47918332196554,0.0,0.0,0.031546911564760416,0.031546911564760416,1.8059751221709108
"mp-300009158, CuO2, LiCuO2, mp-704672, mp-9158",2.6079992855678467,0.0,121.66863693340021,-0.00040869999999999996,0.28163960458333204,15.0,1.0,1.0,0.0,7.754999999999999,3.818333333333333,23.33333333333333,503.3,0.0,0.0,0.0,0.0,5.719333333333331,0.2127693233333333,6195.427398507816,2.34,2.1933333333333334,-0.59,4.88,0.6666666666666666,0.16666666666666674,0.0,0.0,4.29,3.0,4.0,-0.6789598951469062,0.7911589391346271,345.66666666666674,2.7685698284788973,10.794771999229233,173.0,121.66863693340021,0.6801483572820577,5.0,0.0493142698991879,0.19291155787855585,0.6865605443176005,69.0,15.0,0.01324086069846464,125.3553183011192,0.4714045207910317,0.003339138832611906,0.01087973298660143,0.01796311612219106,0.7179591677459487
"mp-300010179, MgSbPd, LiMgSbPd, mp-10183, mp-10179",6.539553134720559,0.0,64.11159307548014,1e-07,0.0,36.333333333333336,1.0,0.0,1.0,7.601111111111113,2.113947217767316,21.45279054627212,264.0733624217724,0.0,0.0,0.0,0.0,0.15424615568373182,0.4954926356689271,2.1118711097474083,5.00111111111111,1.5925993970569534,-0.4911111111111111,7.651111111111112,0.4714045207910317,1.784708711578779,0.0,0.0,7.1599999999999975,7.0,24.0,0.07557170030816247,1.090928528172656,238.66666666666663,4.3332106166002164,4.3332106160000015,512.0,64.11159307548014,0.3583947006564444,8.0,0.04679340905580098,0.0,0.8814887554110341,216.0,36.333333333333336,0.037438997827619384,66.05423845726028,3.091206165165235,0.008064510837656969,0.02697395115168572,0.046597919149607626,1.6501590593694808
"mp-300011206, Ti(SiO3)2, LiTi(SiO3)2, mp-25301, mp-11206",3.059342109633916,3.3233000000000006,217.1479323563651,0.0,0.039459981388889176,10.888888888888893,1.0,1.0,1.0,5.9951851851851865,4.072779491285587,9.087291960285404,263.4092236324503,0.0,0.0,0.0,0.0,7.559628949894451,0.3302515703312939,5841.453648738601,4.2922222222222235,4.889440457101314,-0.8207407407407407,4.155555555555557,0.5543196128553987,1.581789370671305,8.345679012333334e-07,1.1802572446454296e-06,3.3348148148148145,1.0,4.0,0.05129630622175737,0.5373186952089316,30455.444444444438,6.213544883391968,5.119038192814525,90.0,217.1479323563651,1.2138938448058954,4.111111111111111,0.08289279941408745,0.02937797079465837,0.5009696700224413,15.0,10.888888888888893,0.006167798514157314,223.7277318546952,1.6329931618554518,0.0037259182110283813,0.0017498996859022546,0.015434705369584484,0.8760648417394064
"mp-300016730, CrS2, Li(CrS2)2, mvc-14769, mvc-16730",3.5476434031701705,0.0,217.41971994324302,8.0154018,0.020420569166667242,18.666666666666668,1.0,1.0,0.0,10.588333333333333,6.585,24.1,251.42666666666665,0.0,0.0,0.0,0.0,3.675,0.5832048799999998,7.040025685908133,4.073666666666667,2.926333333333333,-3.3922916666666665,10.460625,0.6666666666666666,1.0,0.0,0.0,7.0683333333333325,2.0,1.0,-0.08573035228906628,0.5072181814196637,3819.666666666666,6.346351807994592,6.356463248263161,1.0,217.4197199432431,1.2154131836051405,6.0,0.0551927856550113,0.05944807794802873,0.8309586894376785,1.0,18.666666666666668,0.06580556072494398,224.00775487724337,0.0,0.036395471716173015,0.014334591014965696,0.0915410455799331,0.9999653812108088
"mp-300016742, MnS2, Li(MnS2)2, mvc-34, mvc-16742",3.5373010650254666,0.0,223.57963807466405,11.9422587,0.012788893333333108,19.0,1.0,1.0,0.0,10.62,6.553333333333333,17.433333333333334,149.76,0.0,0.0,0.0,0.0,3.18,0.4774720766666667,7.020064520623982,2.725333333333333,1.5779999999999996,-3.38522270115,10.343556034483331,0.6666666666666666,0.8333333333333335,5.1686781609166664e-05,5.1686781609166664e-05,6.958333333333332,2.0,1.0,0.012189485435039468,0.5079897305830351,3849.666666666666,6.439409288145878,6.4190752310902015,1.0,223.579638074664,1.2498481727993689,6.0,0.05367215057389359,0.13374528649827966,0.8472245443292828,12.0,19.0,0.0670541106302724,230.3543246879644,0.9428090415820632,0.031062998214269368,0.023124397267681413,0.08901896731156789,0.9897795507370932
"mp-300018162, CuO, Li(CuO)2, mp-510752, mp-18162",4.593394641387274,0.14659999999999984,230.04900383934063,0.0,0.15721317062499995,18.5,1.0,1.0,0.0,7.2925,1.3874999999999995,35.0,777.475,0.0,0.0,0.0,0.0,1.2344999999999997,0.2957839175,4645.091806139375,3.455,3.345,-0.44125,5.04375,0.5,1.25,0.0,0.0,4.6025,3.0,8.0,-0.5915502051566236,0.3117580786958009,22809.0,6.235623857,11.373969575,292.0,230.0490038393406,1.2860130268521932,4.25,0.06955039897140318,0.032229320305946565,0.6282976202831245,62.0,18.5,0.007627223065032894,237.01971870467648,0.5,0.0018731347595534425,0.005754088305479451,0.009500357824586336,1.2488412424824966
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12, mp-774719, mp-18274",5.73257235072325,0.0,590.932903045659,1.9946475,0.05187435893091852,23.315789473684212,1.0,1.0,0.0,9.022631578947367,4.451399667831466,12.20504414138166,300.4279484244457,0.0,0.0,0.0,0.0,6.491166752484214,0.5511520562044847,5531.547373550645,2.124912280701754,1.9285630326446028,-0.3736842105263158,7.336140350877192,0.5954583420518295,1.5085679176635551,0.0,0.0,6.962456140350878,1.0,2.0,-0.4104864213271099,0.7357939794268865,309.7368421052632,5.6195258428957615,17.80302008988298,30.0,590.9329030456589,3.3034153533784707,6.36842105263158,0.06430510097533677,0.14774655330164288,0.4486555884564775,186.0,23.315789473684212,0.005000968983578997,608.8387609408456,1.92950555577088,0.004742399325851781,0.00224005513292068,0.014113741906585044,1.455229293599596
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3, mp-25225, mp-18713",5.341143320887457,0.0,349.00439030007277,1.8966477,0.05537752045454525,22.454545454545453,1.0,1.0,0.0,8.040909090909091,3.5012632903138226,17.602103555733812,337.9016781483934,0.0,0.0,0.0,0.0,4.822294746167682,0.4109130125100231,4777.063370531598,1.7078787878787878,1.4941054674426624,-0.3218181818181818,6.5157575757575765,0.51425947722658,1.311809746782628,0.0,0.0,6.1939393939393925,3.0,8.0,-0.3419122928914112,0.6502316836502013,8847.727272727272,8.665331834400776,6.62324541205431,334.0,349.00439030007277,1.950993852892077,5.636363636363638,0.06303645630670858,0.02409520102888955,0.51338012873539,69.0,22.454545454545453,0.008121681164278319,359.57957233055527,1.4770978917519928,0.007510886538166098,0.003792852810650935,0.023897333986327603,1.373826652048727
"mp-300018722, Cs2MnO4, Cs2LiMnO4, mp-775233, mp-18722",4.0871712706275565,0.652,312.6302162056104,2.0000001,0.04259218499999928,23.857142857142854,1.0,1.0,0.0,10.32095238095238,7.173278582599645,7.975654566218196,120.72696204692372,0.0,0.0,0.0,0.0,5.342329005388385,0.5182324973123865,4999.950486952861,0.8557142857142858,0.7250362411772313,-0.12131362889999996,13.258932676519045,0.5387480237611789,1.3451854182690983,1.4767651888333332e-05,2.0884613584885644e-05,13.137619047619047,3.0,4.0,-0.18815824185241464,0.39145604673542894,25943.285714285717,6.283917590452516,7.834349261000002,176.0,312.6302162056102,1.747656038140483,4.857142857142857,0.044781339980242016,0.15617095702498848,0.4496770756660391,36.0,23.857142857142854,0.013374899700531887,322.10322438685637,3.103651568914348,0.011351571806382329,0.004234146970005494,0.030075069552541918,1.036934667871735
"mp-300018767, MnO2, LiMnO2, mp-33009, mp-18767",4.9230089399244985,0.0,58.647878382141705,5.9999985,0.03163902250000028,13.666666666666664,1.0,1.0,0.0,7.8199999999999985,3.753333333333333,20.0,358.9666666666667,0.0,0.0,0.0,0.0,5.405999999999999,0.65848459,6195.3636047521995,2.225,2.078333333333333,-0.5879310344833332,4.782931034483333,0.6666666666666666,0.8333333333333335,5.1686781609166664e-05,5.1686781609166664e-05,4.195,3.0,8.0,-0.18750653943075327,0.5023658348407783,29897.66666666667,2.9406425510000003,4.236161924,275.0,58.647878382141705,0.3278516069965252,6.0,0.10230549110241983,0.0383583815115002,0.33199307036281056,58.0,13.666666666666664,0.044432348636284806,60.42496774499898,2.8284271247461903,0.030917073416854863,0.0225706763687844,0.08815569317128565,1.3570549238197425
"mp-300018782, FeO2, Li(FeO2)3, mp-25517, mp-762931",4.157517139858353,0.0,70.17075045588847,7.9999999000000015,0.13752982229166744,14.0,1.0,1.0,0.0,7.749999999999999,3.8233333333333333,28.33333333333333,492.29999999999984,0.0,0.0,0.0,0.0,5.609333333333333,0.5609968566666665,6195.4361613348765,2.375,2.228333333333333,-0.5916666666666666,4.823333333333333,0.6666666666666666,0.6666666666666667,0.3517771333333333,0.3517771333333333,4.2316666666666665,4.0,16.0,-0.3530163535780373,0.43331264858425306,29860.0,5.2504774984653695,5.250477501755507,426.0,70.17075045588847,0.3922664201288464,6.0,0.08550571229492249,0.016222158404216747,0.448387931456536,141.0,14.0,0.03443253373148087,72.29699436545235,1.8856180831641267,0.022016803358185896,0.01886430277685687,0.06556899564072886,1.161874027229824
"mp-300018782, Li(FeO2)3, LiFeO2, mp-762931, mp-18782",4.128453016217793,0.0,217.5778411390242,-5.9999995,0.07680482087500096,12.9,1.0,1.0,0.0,5.371,3.610995153693784,23.786597533531822,394.8503434073331,0.0,0.0,0.0,0.0,6.294893264296772,0.9409094813276894,5257.326923784718,1.5249999999999997,1.852475640865488,-0.3577777777766666,3.4471111111100003,0.5656854249492379,1.4522013940527974,0.21106628,0.29849279573563714,3.0893333333333333,2.0,2.0,-0.2634343963826944,0.4586220515861751,27104.8,8.251615488367388,5.157771379209059,2.0,217.57784113902417,1.21629710796127,5.5,0.0919211253099103,0.13067520644074335,0.4382316052527671,70.0,12.9,0.011492905891714924,224.17066730337768,2.4000000000000004,0.006836117214843298,0.006083902091083521,0.021146572677908586,1.1509088280976558
"mp-300018793, CrO2, Li3Cr5O10, mp-714929, mp-762282",3.989574461114087,0.3367,69.9206403965971,-0.0024283,0.19124211833333504,13.333333333333336,1.0,1.0,0.0,7.788333333333332,3.785,26.666666666666664,460.63333333333327,0.0,0.0,0.0,0.0,5.901,0.7642173933333332,6195.383565917484,3.5733333333333333,3.4266666666666667,-0.5949999999999999,4.9,0.6666666666666666,1.0,0.0,0.0,4.305,2.0,1.0,-0.28542637715485913,0.5015942856774069,29867.66666666667,2.977180198774444,2.90591416596837,1.0,69.92064039659711,0.3908682623927719,6.0,0.08581157103206408,0.14471801383904975,0.4211307906208255,1.0,13.333333333333336,0.027479092948036882,72.03930572125438,1.885618083164127,0.012087723845451313,0.01893178144780793,0.0445737159484948,1.1105048722921946
"mp-300018793, Li3Cr4O8, LiCrO2, mp-771288, mp-18793",4.0273187313450585,0.7363,147.11639280065478,10.9999992,0.03061929529629737,11.266666666666667,1.0,1.0,0.0,5.595777777777778,2.6303403713466063,19.615287562838315,304.09975108080465,0.0,0.0,0.0,0.0,4.7740981650858965,0.8849671819515216,4672.595426652164,2.1057777777777784,2.4786331557912424,-0.3228888888866664,3.719555555553333,0.502831488843767,1.2256517540566825,0.0,0.0,3.396666666666667,5.0,12.0,-0.1482693523388018,0.4494961037033349,24305.93333333333,5.611609710747064,5.63437164089983,458.0,147.1163928006548,0.8224056372670593,6.0,0.101960085578806,0.12743543031885754,0.3874870494459663,166.0,11.266666666666667,0.014880774103292712,151.57416661890738,2.7194770739161522,0.006297872459369093,0.00899778914830255,0.02216344401150365,1.1149657212030408
"mp-300018793, Li3Cr5O10, Li3Cr4O8, mp-762282, mp-771288",3.9573128574267256,0.0,184.96425008596898,12.999999800000001,0.06274017160493807,11.611111111111107,1.0,1.0,0.0,5.528518518518518,2.9124685954729044,20.532836961559557,322.9002668077665,0.0,0.0,0.0,0.0,5.27587911917149,0.9523218565946094,4867.498464482372,2.151851851851852,2.607765126976737,-0.3351851851833331,3.6440740740722224,0.523782800878924,1.2933829696469796,0.0,0.0,3.3088888888888888,2.0,2.0,-0.17112885647481138,0.4581791340323469,25232.88888888889,4.9071337625413936,6.266814629505981,2.0,184.96425008596898,1.0339815914987425,6.0,0.09731610293142504,0.10744184122133284,0.4034082332627048,2.0,11.611111111111107,0.011594479123445816,190.56885182782392,2.629368792488718,0.004968013444888269,0.007156638550768046,0.01762830348835629,1.0967164780361294
