,nsites,nelements,bandgap,Unit Cell Mass,energy,atomStd,transition,other,FirstIonizationEnergy wmean,ICSDVolum wstd,NdValenc wstd,Electronegativity wmean,HHIr wstd,HeatCapacityMass wmean,NsValenc wmean,NsValenc wstd,MendeleevNumber wmean,BCCmagmom wmean,BCCmagmom wstd,Column wmean,GSefflatcn wstd,IsNonm wmean,GSestBCClatcn wstd,CovalentRadius wstd,GSvolume_p wstd,GSestFCClatcn wstd,NpUnfilled wmean,NpUnfilled wstd,BCCenergydiff wmean,NValanc wmean,NpValenc wmean,NUnfilled wstd,BCCvolume_p wstd,Row wstd,GSbandgap wmean,GSbandgap wstd,symmetry ops,ShannonForce,vy,vz,Hall Number,avgCentralDistance,li-ion fittability,maxForce,SpaceGroup,Xcm,Ycm,Zcm,deltaShannon,avgCentralDistance Std,oxidation flexibility Std,deltashannonmin
"mp-300010179, MgSbPd, LiMgSbPd, mp-10183, mp-10179",3.0,3.0,0.0,252.485,-12.78796405,17.326921891156033,1.0,3.0,2.7323916666666666,2.113947217767316,1.5713484026367723,0.6177777777777776,1029.3231624905302,0.16377777777777774,0.4444444444444444,0.31426968052735443,23.88888888888889,0.0,0.0,3.0,0.2497721078485857,0.0,0.1248860539364756,0.31426968052735665,2.333867134707787,0.1573465681522244,0.3333333333333333,0.4714045207910317,0.033645595555555616,3.0,0.3333333333333333,0.4714045207910317,1.7487794685521754,0.3142696805273544,0.0,0.0,24.0,0.0,4.33321061612002,4.3332106160000015,512.0,0.4102145864246843,4.9916180444444445,0.0,216.0,0.4605125056934074,0.4605125056934074,0.4605125056934074,0.037438997827619384,0.2994503936286876,3.091206165165235,0.02697395115168572
"mp-300011206, Ti(SiO3)2, LiTi(SiO3)2, mp-25301, mp-11206",18.0,3.0,3.3233000000000006,400.0688,-148.11304219999997,4.629481479111035,1.0,3.0,3.8829548148148163,4.072779491285587,0.10475656017578484,0.962222222222222,65.42045086168774,0.2761481481481481,0.6666666666666666,0.4800548665487304,26.703703703703702,0.0,0.0,4.7407407407407405,1.172371424826317,0.2222222222222222,0.5861857125320651,11.099747275265322,1.7425767307500235,0.7385477183035934,0.7407407407407408,0.5543196128553987,0.5534080003703704,1.7777777777777777,1.037037037037037,0.2095131203515697,1.232672273065569,0.37770514915502107,0.05725925925925926,0.08097682101588166,4.0,-2.26218585701416,6.213544879078343,5.119038192814525,90.0,14.729824971384456,5.961775546684597,0.02937797079465837,15.0,9.0,9.0,9.0,0.006167798514157314,0.16261565837039987,1.6329931618554518,0.0017498996859022546
"mp-300016730, CrS2, Li(CrS2)2, mvc-14769, mvc-16730",12.0,2.0,0.0,464.5044,-77.72878849,3.771236166328253,1.0,2.0,4.581088333333334,6.585,0.8333333333333333,1.1366666666666667,349.99999999999994,0.3108333333333333,0.8333333333333333,0.5,37.5,0.0,0.0,6.333333333333332,1.5421629434541395,0.3333333333333333,0.7710814718333331,11.833333333333336,6.730624999999999,0.9715017773333332,0.6666666666666666,0.6666666666666666,0.36496068291666667,3.0,1.3333333333333333,0.33333333333333337,3.345,0.33333333333333337,0.7340000000000001,0.7340000000000001,1.0,-0.5408001122432726,6.3848429691815145,6.356463248263161,1.0,9.949245735279618,7.476977540734063,0.05944807794802873,1.0,6.671687477135216,6.671633151182809,5.328398910854071,0.06580556072494398,0.2464722512993211,0.0,0.014334591014965696
"mp-300016742, MnS2, Li(MnS2)2, mvc-34, mvc-16742",12.0,2.0,0.0,476.27218,-76.07411716,4.242640687119285,1.0,2.0,4.69234,6.553333333333333,0.8333333333333333,1.1183333333333332,33.333333333333314,0.3158333333333333,1.0,0.3333333333333333,38.0,0.13642881666666667,0.13642881666666667,6.5,1.5622442074581702,0.3333333333333333,0.7811221038333331,11.833333333333336,6.847693965516665,0.9841521809999999,0.6666666666666666,0.6666666666666666,0.3898349379733333,3.1666666666666665,1.3333333333333333,0.16666666666666666,3.455,0.33333333333333337,0.7340000000000001,0.7340000000000001,1.0,-0.5901226440814651,6.436793698513143,6.4190752310902015,1.0,8.406557826550031,7.566759544555802,0.13374528649827966,12.0,5.307916364778622,5.3078512588271884,5.307982890748589,0.0670541106302724,0.2380666484404787,0.9428090415820632,0.023124397267681413
"mp-300018162, CuO, Li(CuO)2, mp-510752, mp-18162",16.0,2.0,0.14659999999999984,636.3632,-79.39868835,10.5,1.0,2.0,5.3361075,1.3874999999999995,2.5,1.335,250.0,0.32575,0.75,0.25,37.75,0.0,0.0,6.75,0.08853835020191014,0.25,0.04426917499999994,16.5,0.49125,0.055775665500000016,0.5,0.5,0.58370195875,4.25,1.0,0.25,0.9375,0.5,0.0,0.0,8.0,-1.5345400301550032,2.834808635,11.373969575,292.0,12.994153265109668,3.141739055555555,0.032229320305946565,62.0,8.0,8.0,8.0,0.007627223065032894,0.3542808599111493,0.5,0.005754088305479451
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12, mp-774719, mp-18274",38.0,3.0,0.0,2040.03988,-297.24184043,20.55301906771324,1.0,3.0,3.588417649122808,4.451399667831466,0.29772917102591473,0.8708771929824559,471.4828640629003,0.22152631578947368,0.6140350877192983,0.4714045207910317,21.421052631578945,0.0,0.0,3.7719298245614032,0.9301451025274832,0.21052631578947367,0.4650725514128706,8.414617424209737,4.437463304483722,0.5859546971184814,0.42105263157894735,0.5954583420518295,0.4835874305263158,1.6666666666666667,0.8421052631578947,0.5619514869490163,4.599499778762397,0.2232968782694361,0.0,0.0,2.0,0.0,5.619568920960269,17.80302008988298,30.0,31.235939403938733,6.579661534439211,0.14774655330164288,186.0,19.00000938878668,18.171839693395512,18.445211260181168,0.005000968983578997,0.2904044804472925,1.92950555577088,0.00224005513292068
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3, mp-25225, mp-18713",22.0,3.0,0.0,1122.5768,-121.2425726,18.172724998862922,1.0,3.0,3.494265696969697,3.5012632903138226,1.28564869306645,0.8521212121212121,66.52878303060653,0.21427272727272725,0.5757575757575757,0.3661529082907446,22.181818181818183,0.0,0.0,4.03030303030303,0.5738902490114317,0.1818181818181818,0.2869451246120587,1.4570685188086443,3.65559055863961,0.3615282025910189,0.3636363636363636,0.51425947722658,0.4210771027272727,2.2121212121212124,0.7272727272727272,0.4635472285084349,3.816535383356882,0.0,0.0,0.0,8.0,-0.3728213816139527,7.920730899712255,6.62324541205431,334.0,18.19248022555152,7.818821496363344,0.02409520102888955,69.0,10.999999999999995,11.000000000000002,11.000000000000002,0.008121681164278319,0.20996779206800226,1.4770978917519928,0.003792852810650935
"mp-300018722, Cs2MnO4, Cs2LiMnO4, mp-775233, mp-18722",14.0,3.0,0.652,769.4930975999997,-76.2216444,20.51778720614713,1.0,3.0,3.318763333333333,7.173278582599645,0.3367175148507369,0.8042857142857142,680.2693877496597,0.22071428571428567,0.5714285714285713,0.40406101782088427,19.52380952380952,0.0389796619047619,0.05512556652243216,3.4761904761904763,1.182199976358293,0.19047619047619047,0.5910999882328116,20.625260253975405,14.09396317276409,0.7447393177399506,0.3809523809523809,0.5387480237611789,0.44487453953999995,1.5714285714285714,0.7619047619047619,0.3499271061118825,14.597241857325988,0.4665694748158434,0.0,0.0,4.0,-2.9677929868092714,6.283917590452516,7.834349261000002,176.0,11.533855439124196,7.399898259817919,0.15617095702498848,36.0,6.999999999999997,6.999999999999997,7.501142428456911,0.013374899700531887,0.3947160447711217,3.103651568914348,0.004234146970005494
"mp-300018767, MnO2, LiMnO2, mp-33009, mp-18767",6.0,2.0,0.0,173.87368999999995,-42.56332969,8.013876853447538,1.0,2.0,5.7783533333333335,3.753333333333333,0.8333333333333333,1.4049999999999998,133.33333333333334,0.3858333333333333,1.0,0.3333333333333333,37.66666666666666,0.13642881666666667,0.13642881666666667,6.5,0.8346503620711965,0.3333333333333333,0.4173251811666667,1.1666666666666643,1.287068965516667,0.5257967803333334,0.6666666666666666,0.6666666666666666,0.7907058467233333,3.1666666666666665,1.3333333333333333,0.16666666666666666,0.6916666666666669,0.0,0.0,0.0,8.0,-1.863035707197624,5.161678819304819,4.236161924,275.0,2.46104570202597,3.272398211111111,0.0383583815115002,58.0,1.1042084630515403,2.05210423152577,2.05210423152577,0.044432348636284806,0.3440355534911182,2.8284271247461903,0.0225706763687844
"mp-300018782, FeO2, Li(FeO2)3, mp-25517, mp-762931",6.0,2.0,0.0,175.6876,-36.99226012,8.48528137423857,1.0,2.0,5.856416666666666,3.8233333333333333,1.0,1.4516666666666664,66.66666666666666,0.38083333333333336,1.0,0.3333333333333333,38.16666666666666,0.3517771333333333,0.3517771333333333,6.666666666666666,0.8276213979183982,0.3333333333333333,0.4138106991666667,0.0,1.2466666666666668,0.5213688103333334,0.6666666666666666,0.6666666666666666,0.7656800983333333,3.333333333333333,1.3333333333333333,0.0,0.655,0.0,0.0,0.0,16.0,-1.3165635290814115,5.250477496467045,5.250477501755507,426.0,2.9687523883228524,6.124046291934624,0.016222158404216747,141.0,2.796408191867452,1.2964043976684752,2.04640891486056,0.03443253373148087,0.4911454806268682,1.8856180831641267,0.01886430277685687
"mp-300018782, Li(FeO2)3, LiFeO2, mp-762931, mp-18782",20.0,3.0,0.0,540.9448,-122.91618268,8.7,1.0,3.0,3.693573966666667,3.610995153693784,0.8485281374238569,0.9036666666666666,56.56854249492381,0.34790000000000004,0.6333333333333333,0.4496912521077347,22.93333333333333,0.21106628,0.29849279573563714,4.033333333333333,1.0323191874980084,0.2,0.5161595938910533,12.63364115719965,1.5611952764987465,0.6503203373317437,0.4,0.5656854249492379,0.45955313,2.033333333333333,0.7999999999999999,0.5185449728701349,1.1251999328514417,0.4714045207910317,0.0,0.0,2.0,-0.9389573199588134,5.157598707637804,5.157771379209059,2.0,17.223799837519227,6.009381120540497,0.13067520644074335,70.0,11.666680309787395,9.758150912838575,9.929283650750463,0.011492905891714924,0.3220384358971585,2.4000000000000004,0.006083902091083521
"mp-300018793, CrO2, Li3Cr5O10, mp-714929, mp-762282",6.0,2.0,0.3367,167.9898,-43.36228204,7.542472332656508,1.0,2.0,5.6671016666666665,3.785,0.8333333333333333,1.4233333333333331,516.6666666666665,0.38083333333333336,0.8333333333333333,0.5,37.16666666666666,0.0,0.0,6.333333333333332,0.8145690980671665,0.3333333333333333,0.4072845491666667,1.1666666666666643,1.1700000000000004,0.5131463766666667,0.6666666666666666,0.6666666666666666,0.7658315916666667,3.0,1.3333333333333333,0.33333333333333337,0.5816666666666668,0.0,0.0,0.0,1.0,-0.9086184396733404,8.783123610745093,2.90591416596837,1.0,4.3467924698729785,3.229523661689345,0.14471801383904975,1.0,3.0242391659458248,2.9985464799186023,2.983530373655044,0.027479092948036882,0.2616611709745867,1.885618083164127,0.01893178144780793
"mp-300018793, Li3Cr4O8, LiCrO2, mp-771288, mp-18793",15.0,3.0,0.7363,356.8026,-104.77343646,7.911735306211625,1.0,3.0,3.3819021555555566,2.6303403713466063,0.6285393610547089,0.8244444444444445,345.8109095809228,0.4419111111111112,0.5111111111111111,0.3937787810370967,19.88888888888889,0.0,0.0,3.4444444444444438,0.6715616660034028,0.17777777777777778,0.33578083313775514,5.023598631447037,0.8151195928322822,0.4230573396923128,0.3555555555555556,0.502831488843767,0.4087336575555556,1.666666666666667,0.7111111111111111,0.5769224438109853,0.3857948024917255,0.31426968052735443,0.0,0.0,12.0,-0.3610173605872957,5.611610230656941,5.63437164089983,458.0,9.485822691532977,6.569888531786496,0.12743543031885754,166.0,5.168181229621086,5.168181229621086,7.0622999944507185,0.014880774103292712,0.29036002579819475,2.7194770739161522,0.00899778914830255
"mp-300018793, Li3Cr5O10, Li3Cr4O8, mp-762282, mp-771288",18.0,3.0,0.0,440.7975,-126.54443488,7.889084504616973,1.0,3.0,3.44792975925926,2.9124685954729044,0.6547285010986551,0.8451851851851853,351.5690871582248,0.4105740740740741,0.5185185185185185,0.4214743213607794,20.703703703703702,0.0,0.0,3.5740740740740735,0.7829826734007349,0.1851851851851852,0.3914913368389645,7.727394129163782,1.0097759126129129,0.4932481760091156,0.3703703703703704,0.523782800878924,0.4257037803703704,1.7222222222222223,0.7407407407407408,0.6191945739740922,0.5584670007677287,0.3666479606152469,0.0,0.0,2.0,-1.0536509522110309,5.662833169724031,6.266814629505981,2.0,14.738903996251668,5.700165138939995,0.10744184122133284,2.0,7.853336736256447,8.97165637282426,10.033288755040582,0.011594479123445816,0.2157390587808643,2.629368792488718,0.007156638550768046
