,density,nelements,energysStab,atomMean,transition,metalloid,other,BulkModulus wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,AtomicVolum wmean,NsUnfilled wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,MeltingT wstd,NpUnfilled wmean,BCCenergydiff wmean,GSmagmom wmean,GSmagmom wstd,BCCvolume_p wstd,meanValenceOcc,VegardVolume,strainlatticemean,NNdiststd,oct,q6,numberDensity,avgIonicRadVol,deltaShannon,oxidation flexibility Std,deltashannonmax,chargedensityvoldens,deltacrystal1,deltacrystal3,deltacrystal4,Unit Cell Mass,total_magnetization,BoilingT wmean,HeatCapacityMass wstd,volumeshannonflex,n_ws^third wmean,SpaceGroup,Number wstd,AtomicVolum wstd,rare,NdValenc wmean
"mp-300018793, CrO2, Li3Cr5O10, mp-714929, mp-762282",3.989574461114087,2.0,0.19124211833333504,13.333333333333336,1.0,0.0,2.0,26.666666666666664,460.63333333333327,0.30499594499999994,0.0,0.0,0.0,0.0,0.38083333333333336,6199.41454507545,0.16666666666666666,3.5733333333333333,3.4266666666666667,-0.5949999999999999,345.06666666666666,0.6666666666666666,0.7658315916666667,0.0,0.0,0.5816666666666668,29867.66666666667,1.0867546360024338,-0.24030077224806445,0.016198667759752733,0.8017802063984519,0.3769424311641055,0.08581157103206408,0.4211307906208255,0.4757535878773076,0.3142696805273545,0.7717178047914911,1.1105048722921946,0.4363192534152096,0.4056113040214163,0.4977351522027962,167.9898,-0.0024283,520.6999999999998,0.23116666666666666,73.15374527637641,0.2883333333333333,1.0,1.3333333333333337,6195.383565917484,0.0,0.8333333333333333
"mp-300018878, FeAs2O7, LiFeAs2O7, mp-25524, mp-18878",3.997930651108777,3.0,0.08697577989583394,14.8,1.0,1.0,3.0,7.204319691839211,102.32435237463707,0.6168823292355199,0.0,0.0,0.0,0.0,0.2511,4340.020182062323,0.0,2.1410000000000005,2.005972582065867,-0.6251666666666666,77.46457771136431,0.6666666666666666,0.5650377438333333,0.07035542666666668,0.09949759857854573,1.6892156628315862,31453.1,0.9135606522637983,-0.016352230481920433,0.013719118819552355,-0.2356551473027913,0.28385516320363,0.07578632618912337,0.5175608125824687,0.32121029015985103,0.18330302779823365,0.9219223671982943,1.0886504308925509,0.3175852365087441,0.12831888729322954,0.6216194328353192,317.684,3.9999998,184.6233333333333,0.2769637641762305,84.61947456883054,0.155,5.0,1.699673171197595,6133.810520554575,0.0,0.8666666666666667
"mp-300018915, CoPO4, LiCoPO4, mp-510669, mp-18915",3.606221140423988,3.0,0.036101164583333116,12.333333333333336,1.0,0.0,3.0,13.730429394524586,215.91449224858195,0.424007317584274,0.0,0.0,0.0,0.0,0.27011111111111114,4133.777702692075,0.0,1.9788888888888885,1.3053233836113058,-0.8508465608444444,118.02039397943784,0.6111111111111109,0.5558853665277778,0.08602617777777777,0.12165938733245228,1.3609618965829342,30370.83333333333,0.846122616628518,-4.263256414560601e-14,0.017690918724141132,-0.04565837144151864,0.2782022692905988,0.08466483509402199,0.4904099534475061,0.2562284713649812,0.06364688465216445,0.6107600100985778,1.0134898760908424,0.2480039823722638,0.05067843370955442,0.4198422645395434,615.618228,15.899219699999998,228.54999999999995,0.2429087747272753,240.97333240635035,0.18888888888888888,62.0,1.1889408088351499,5841.423667713297,0.0,0.3888888888888888
"mp-300018932, Pr(WO4)2, LiPr(WO4)2, mp-25655, mp-18932",6.24696188168362,3.0,0.08945500903409176,24.63636363636364,1.0,0.0,2.0,25.970987556772126,421.1503648645314,0.779770627322962,0.0,0.0,0.9393939393939394,1.141101235379559,0.2363939393939394,4509.228302318072,0.0,3.432424242424243,4.3023526354988215,-0.42378787878787866,282.93600713276385,0.4848484848484849,0.5606549236363637,0.0,0.0,1.0654858305469943,298.45454545454544,1.1394883430880556,-0.2299956009087793,0.016400273711741124,-0.3420684868197802,0.2756105619014749,0.06500661429069213,0.5520610192568526,0.24897779932336034,0.07840357835128213,0.7882180358529721,1.554425928378526,0.25292251781052594,0.12700560476128273,0.6098500404799424,1273.1657,-1.9999999,483.02424242424246,0.3049458275815761,0.0,0.14606060606060606,2.0,3.7115955100854783,6372.707686185274,1.0,0.2424242424242425
"mp-300018939, Co(CO)4, LiCo(CO)4, mp-543072, mp-18939",1.48156222979313,3.0,0.5179632777083318,9.222222222222221,1.0,0.0,3.0,8.456132262417977,817.8692383100963,1.36383975749311,0.0,0.0,0.0,0.0,0.2566296296296296,2756.114255018588,0.0,18.025185185185183,24.159526426376328,-0.11351851851851845,752.2136123657015,0.8888888888888888,0.9866766672222221,0.05735078518518519,0.08110625822163486,0.9219934269216316,19914.44444444444,0.8581908361414416,1.4802973661668755e-14,0.0449514505220166,-1.0561897984203066,0.3066965672929171,0.04696607900256862,0.8128196088876517,0.18998365343548845,0.2095131203515697,0.6959113454505542,0.4203932806705349,0.18344416814394104,0.003314822699851307,0.4783761057728122,170.973595,1.0,768.9037037037037,0.15315664359078426,36.308134384384395,0.32703703703703696,215.0,0.3666479606152469,3894.096940428781,0.0,0.25925925925925924
"mp-300018951, FePO4, LiFePO4, mp-25527, mp-18951",3.714562779454384,3.0,0.022519999583334286,12.166666666666664,1.0,0.0,3.0,12.945994184770004,210.73888837628914,0.4012745669482827,0.0,0.0,0.0,0.0,0.2716666666666667,4133.821119596877,0.0,1.8461111111111108,1.2440393685962208,-0.8616798941777777,121.39353588867719,0.6111111111111109,0.5503130012499999,0.11725904444444445,0.16582933096424285,1.346209355794867,30446.83333333333,0.8183832798870211,4.026408835973901e-14,0.005982795107416427,-0.24258523827405634,0.2817504162619435,0.08899414463617568,0.4540396534799749,0.19282458468819888,0.026189140043946204,0.5037020430653449,1.0509182200866258,0.1821131545364789,0.035727466538215014,0.3396283564307155,1809.796344,59.8792741,224.88333333333333,0.24163497876541584,743.2139082573276,0.19,40.0,1.1732617823301597,5841.3929569033935,0.0,0.3333333333333333
"mp-300018987, MoP2O7, LiMoP2O7, mp-25577, mp-18987",3.1172555035542566,3.0,0.0,12.8,1.0,0.0,3.0,10.362753816754823,191.58524757634368,0.5773108221929938,0.0,0.0,0.0,0.0,0.2738333333333333,4340.576976324896,0.047140452079103175,2.536666666666666,1.6848788944279909,-0.9748492063466668,112.98517464202502,0.6666666666666666,0.5838075916666666,0.0,0.0,1.4745400036018763,31953.7,0.8792798649975018,-0.03825083569310491,0.009572488858855407,-0.4697482844845397,0.26881912598341035,0.06955803271415814,0.5687560279269519,0.19491044213846467,0.09165151389911676,0.3092319855776405,0.8641579681483605,0.20742240882846968,0.05043883037401405,0.2531731317971008,539.766648,3.9999998,221.65666666666667,0.2659981996597387,184.89699525398623,0.16899999999999998,4.0,1.0624918300339483,6133.4168988709325,0.0,0.16666666666666666
"mp-300018997, MnPO4, LiMnPO4, mp-540007, mp-18997",3.349994326171457,3.0,0.0025792862500004787,12.0,1.0,0.0,3.0,9.027051252817149,148.0590975186081,0.3212711418446134,0.0,0.0,0.0,0.0,0.2733333333333333,4133.845305124435,0.0,1.7961111111111108,1.2276312129714395,-0.86043468345,98.49463449696822,0.6111111111111109,0.5586549173800001,1.7228927203055554e-05,2.4365382515699923e-05,1.3573806020293029,30398.0,0.8443634664050798,-3.552713678800501e-15,0.015048912681256332,0.0923566478979066,0.2302317657128684,0.08074532302016486,0.5014808606970034,0.2837274954838381,0.1011126373511183,0.7902796454019999,0.9404473801752872,0.26525691078481445,0.049884001896752336,0.5401045803900327,599.6376280000002,15.999924300000002,180.4388888888889,0.2402850544819785,235.53176176820244,0.18111111111111108,62.0,1.1626916409142414,5841.375849557061,0.0,0.2777777777777777
"mp-300019043, V(SiO3)2, LiV(SiO3)2, mp-25633, mp-19043",3.1591230460285664,3.0,0.06949562388888708,11.0,1.0,1.0,3.0,9.601097330974607,263.62997700121764,0.6671322693060141,0.0,0.0,0.0,0.0,0.27485185185185185,4133.594838984837,0.0,4.564444444444447,4.751205002017216,-0.8262962962962962,139.22074762995894,0.7407407407407408,0.5491872962962963,0.0,0.0,1.4053408804976126,30406.555555555562,0.9083130386437804,-0.03179641551139885,0.01803209186211008,-0.43102596703762397,0.29475316727183576,0.08430067221300099,0.4982906732537778,0.21769013019879108,0.09238660214256646,0.4739709450778553,0.9000354210497813,0.22810474775674586,0.032212861396514816,0.3110681929748679,406.2178,1.9999999,391.3555555555557,0.24214304403036396,174.87598082462944,0.17185185185185184,15.0,1.2001371663718259,5841.552975180291,0.0,0.1111111111111111
"mp-300019107, MnVO4, LiMnVO4, mp-25559, mp-19107",3.7078573241888,3.0,0.023462587708333867,13.333333333333336,2.0,0.0,3.0,11.331154474650633,227.21174330631828,0.4217110146169533,0.0,0.0,0.0,0.0,0.2577777777777778,4133.047014924678,0.0,1.960555555555556,1.4095063053038668,-0.3931992337166666,135.9339718074846,0.4444444444444444,0.5187953150188889,1.7228927203055554e-05,2.4365382515699923e-05,1.3900908132693357,29985.83333333333,0.9300510790043156,-0.0351088468124748,0.019727251669371542,-0.02098697730361453,0.2842619150430212,0.07886607944768254,0.4963657923461076,0.4217146578469749,0.18425693279752225,0.9879047799347842,1.0206218629013273,0.37924021589248297,0.3130027723917104,0.6751684669299138,339.75428999999997,8.0000011,354.13333333333327,0.2504738595562173,116.529240913714,0.18055555555555555,63.0,0.6431020501550125,5841.940225560864,0.0,0.4444444444444444
"mp-300019131, MnBO3, Li2Mn3(BO3)3, mp-510766, mp-849566",3.016087157962879,3.0,0.2211043293333325,10.8,1.0,1.0,3.0,26.398653164297773,326.87194896812764,0.2210595332660593,0.0,0.0,0.0,0.0,0.2839333333333333,3719.7401314132726,0.0,4.251333333333334,4.213638280103734,-0.42433908045999996,180.00359403819326,0.7333333333333334,0.5835028179673333,2.0674712643666666e-05,2.9238459018839906e-05,1.3388631993847115,27265.4,1.0028582567691178,-0.05285000707812889,0.01948723471712029,0.16807881719888318,0.2776329347989258,0.07984062826558615,0.5487975263357353,0.3351234472108554,0.1808621328833405,0.9208515999838968,0.8369192937484582,0.30377361904713845,0.014252160086439175,0.6293419929318786,341.241735,11.9999773,458.48666666666674,0.1939165685431638,114.02471291993432,0.2240000000000001,174.0,1.8402898322456351,5257.7477602900435,0.0,0.3333333333333333
"mp-300019206, La4CoO8, LiLa4CoO8, mp-25479, mp-19206",6.793979737722673,3.0,0.03727494225961614,24.538461538461537,2.0,0.0,2.0,5.708685148749024,477.3469005157074,0.8131459829772351,0.0,0.0,0.0,0.0,0.21910256410256407,3817.915276335221,0.0,1.0964102564102565,0.7312482460629572,-0.30038461538461564,139.4361264037501,0.4102564102564103,0.4872654255128204,0.03970438974358975,0.05615048646113184,4.447922872866809,27818.0,1.1947095851861531,-0.17348230559094802,0.030328231067055306,0.8262423115515495,0.24390357240231514,0.07162962490800112,0.4715590051369923,0.5991284224520107,0.1212656895379834,1.2930073023341837,1.705987663623943,0.5383263815479845,0.2951401478779022,1.0374996886661143,742.5502749999997,0.9999997,483.8153846153846,0.2447917791136592,106.30755961970705,0.1658974358974359,65.0,6.719025163317902,5390.585646283625,1.0,0.2820512820512821
"mp-300019340, VO2, Li2V3O6, mp-714944, mp-762271",3.721442124519189,2.0,0.14459902000000113,13.0,1.0,0.0,2.0,26.666666666666664,583.3,0.05132582999999991,0.0,0.0,0.0,0.0,0.3875,6199.706538533296,0.0,3.6566666666666654,3.51,-0.5916666666666666,345.56666666666666,0.6666666666666666,0.7656800983333333,0.0,0.0,0.2750000000000004,29930.33333333333,0.9750601422277164,-0.17223774641948056,0.0061708129165503785,0.7742238815496129,0.37735524192474895,0.08106210229591687,0.4939817883591907,0.4393115201324882,0.15713484026367722,0.6747161098231644,1.0228150121633577,0.4129296484174159,0.3979856254875628,0.4428176942771219,165.8806,0.0,643.3666666666667,0.2245,70.98975639923468,0.2733333333333333,12.0,1.1666666666666663,6195.091572459637,0.0,0.5
"mp-300019377, La2MoO6, LiLa2MoO6, mp-25581, mp-19377",5.556136420264424,3.0,0.059277114444441274,22.66666666666667,2.0,0.0,2.0,10.881075554035089,318.05525639103934,0.4570290522581684,0.0,0.0,0.0,0.0,0.2277407407407407,4134.95352488377,0.05237828008789242,1.896296296296296,1.68073013071427,-0.35203703703703715,123.29878105703597,0.4444444444444444,0.5202075962962962,0.0,0.0,2.6885440550235487,30107.111111111117,0.8461478211283806,-0.0009870550603376198,0.013281077123654865,-0.3148953692146519,0.28524994004059234,0.0641064932799752,0.5319419918483975,0.4205438817199465,0.107272513561622,1.1179637145508479,1.410345631369963,0.3919927024105573,0.2027327856948697,0.8970459824106541,939.49468,0.0,478.7629629629629,0.2717854747908177,185.30128037062923,0.15296296296296294,14.0,3.624334762288909,5840.592743258434,1.0,0.25925925925925924
"mp-300019431, YMo3O8, LiYMo3O8, mp-25579, mp-19431",5.168142676775903,3.0,0.1106411443749984,19.08333333333333,2.0,0.0,3.0,26.337405920425873,503.40623926248185,0.866100535641149,0.0,0.0,0.0,0.0,0.23319444444444445,4133.808144079476,0.11785113019775792,3.4886111111111107,4.171654588550308,-0.3898611111111111,300.9314930653129,0.4444444444444444,0.5139062393055555,0.0,0.0,0.8901937471176752,296.1666666666667,0.9891678555114121,-0.059333972886169185,0.02689506759409244,0.6753242523795068,0.31129127274844104,0.07399719605202111,0.5215186425055885,0.3010312603163881,0.15896559919804995,0.50859876017004,1.370583118906743,0.2976740300357226,0.2434401209502275,0.3903736795629241,504.72105,5.0000000999999985,529.8555555555555,0.2683028824451855,127.0542091912258,0.1811111111111111,2.0,3.0477172189876116,5841.402042945657,0.0,0.4444444444444444
"mp-300019433, ScMo3O8, LiScMo3O8, mp-632694, mp-19433",5.131680720706706,3.0,0.14578880954860907,17.583333333333332,2.0,0.0,3.0,26.058427939280342,510.25547105419724,0.8182542434908002,0.0,0.0,0.0,0.0,0.2406944444444445,4133.585813469367,0.11785113019775792,3.5638888888888887,4.1269489971032325,-0.3954166666666666,300.719368379422,0.4444444444444444,0.5136040080555555,1.7638888888888892e-07,2.4945155891858763e-07,1.2669393590484799,299.5,0.9929222681873708,-0.0569316938117345,0.023918334755564208,0.6751451368969533,0.31141263005956105,0.08048344755397048,0.4917056498882057,0.28796890151736193,0.15896559919804995,0.3849051771080829,1.3735474256137907,0.2886429947401,0.19162774090788515,0.31512797407208826,460.771112,1.0,515.5500000000002,0.2626281021934408,134.61609661266826,0.1827777777777778,1.0,3.5916140324406647,5841.5592821657665,0.0,0.4444444444444444
"mp-300019445, La4NiO8, LiLa4NiO8, mp-543085, mp-19445",6.809095939055432,3.0,0.0781254961057698,24.615384615384606,2.0,0.0,2.0,5.708685148749024,477.5258631257345,0.8498620163305272,0.0,0.0,0.0,0.0,0.2196923076923077,3817.913876944414,0.0,1.1292307692307693,0.7393968435878614,-0.3051282051282054,139.75909845723072,0.4102564102564103,0.4874419115384616,0.015266530769230771,0.021590134864232318,4.4509745403646575,27817.69230769231,1.1892173521525728,-0.17420817048698053,0.028945624617478724,0.8245420203451503,0.2435261232890027,0.07181218719131854,0.471330957345855,0.5638857595229324,0.11227021278704304,1.2941048654605922,1.7156972649607276,0.5135700016030825,0.15976314982237694,1.0383803653644474,742.31048,-0.0018021,483.45641025641027,0.2443429542465689,107.01172243728884,0.1658974358974359,65.0,6.695794356492089,5390.586637191421,1.0,0.3076923076923077
"mp-300019492, Mn(PO3)3, LiMn(PO3)3, mp-25697, mp-19492",3.0253259451056884,3.0,0.0192201557692302,10.923076923076923,1.0,0.0,3.0,3.89355407225962,47.93744567897682,0.7785757378707779,0.0,0.0,0.0,0.0,0.28328205128205125,4292.990501751799,0.0,1.8079487179487181,1.7803180281606488,-1.0559820639102564,32.273829832306966,0.6923076923076922,0.5891265557138462,7.951812555256411e-06,1.1245561161092273e-05,1.7484232776768958,31715.615384615387,0.8138744661746534,8.159399082311817e-13,0.006636000541236234,-0.5204656088280626,0.31094745444085914,0.08115231580385032,0.4985198122202508,0.1738465193492208,0.04099528538624561,0.6117555848019602,0.86036312496182,0.17525928322490744,0.038615212893515063,0.4180950317436654,1167.415724,16.0000005,123.2153846153846,0.25561247429482314,528.1861981228874,0.1682051282051282,19.0,1.4814212128876194,6065.937595878314,0.0,0.12820512820512822
"mp-300019615, V2(PO4)3, LiV2(PO4)3, mp-32518, mp-540147",2.957058292750959,3.0,0.016002415294117608,11.0,1.0,0.0,3.0,8.453186555218796,166.65884431470232,0.5942011098521859,0.0,0.0,0.0,0.0,0.2804117647058824,4376.837218818916,0.0,1.985490196078432,1.3291564333434749,-0.9123669467764708,99.00489477179173,0.6470588235294118,0.5826843542647059,0.0,0.0,1.540922695266505,32185.17647058824,0.8063077156064608,-0.0001055846247410841,0.009576886934018536,-0.4060717322413837,0.265481243588735,0.0782666155646737,0.509323163771856,0.1474990953435922,0.02282163660600851,0.2968848864208677,0.8356128657658399,0.15269360386554595,0.034888459163865564,0.1948462159960425,1547.188344,3.9999995,198.07254901960786,0.26187620890208285,709.9528834780673,0.16137254901960785,14.0,1.4005546218375349,6185.110304404039,0.0,0.1176470588235294
"mp-300019616, Na2Fe(Si2O5)3, Na2LiFe(Si2O5)3, mp-851041, mp-19616",2.643937377237088,4.0,0.08088812942708312,10.5,1.0,1.0,4.0,10.119577380215373,303.74616423296817,1.025982586174039,0.020833333333333332,0.03608439182435162,0.0,0.0,0.21819791666666666,2907.226143608071,0.03608439182435162,3.3705208333333334,5.303785641713524,-0.64241319444375,163.2726949123755,0.5625,0.3917142029339584,0.021986070833333333,0.03808099174214154,1.5465972674354784,543.9166666666666,0.8131730184910483,-1.0952819371925244,0.00734781996358417,-0.1929334140805752,0.2817457611946638,0.07487959576567765,0.5466147483951368,0.17264929130043655,0.020833333333333332,0.8164767012891283,0.7631126782751987,0.1672764983367425,0.01772313500881221,0.6548519718963411,2041.31415424,22.8519024,269.11979166666663,0.21286959153230867,815.7653833238589,0.12927083333333333,64.0,1.7103646459811492,5030.393735612652,0.0,0.0625
