,density,energysStab,atomMean,transition,metalloid,other,BulkModulus wstd,BoilingT wmean,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wstd,BCCenergy_p wstd,AtomicVolum wmean,HeatFusion wstd,IsNonm wmean,MeltingT wstd,BCCenergydiff wmean,GSmagmom wmean,GSmagmom wstd,phi wmean,SpaceGroupNumber wstd,BCCvolume_p wstd,Crystal System,NNdiststd,oct,q6,tet,bent,sq_pyr,numberDensity,ShannonRadii,deltaShannon,angle anisotropy,oxidation flexibility Std,deltaShannonstd,chargedensityvoldens,deltacrystal1,deltacrystal4,Unit Cell Mass,total_magnetization,BCCvolume_padiff wmean,VegardVolume,bcc,volumeshannonflex,AtomicWeigh wstd,BCCvolume_padiff wstd,deltacrystal3,NdValenc wmean,HeatCapacityMass wstd,meanValenceOcc,GSenergy_p wstd,NsUnfilled wstd,MeltingT wmean
"mp-300018793, CrO2, Li3Cr5O10, mp-714929, mp-762282",3.989574461114087,0.19124211833333504,13.333333333333336,1.0,0.0,2.0,26.666666666666664,520.6999999999998,0.30499594499999994,0.0,0.0,0.0,0.7642173933333332,6199.41454507545,3.4266666666666667,0.3333333333333333,345.06666666666666,0.7658315916666667,0.0,0.0,0.775,34.166666666666664,0.5816666666666668,2.0,0.016198667759752733,0.8017802063984519,0.3769424311641055,-0.460333945313546,5.2570699808897565,0.8956215866426008,0.08581157103206408,0.4417487713241296,0.4757535878773076,12.541451507758785,0.3142696805273545,0.2092783047685854,1.1105048722921946,0.4363192534152096,0.4977351522027962,167.9898,-0.0024283,-0.5949999999999999,1.0867546360024338,0.1533933546633128,73.15374527637641,3.332883333333333,0.5883333333333333,0.4056113040214163,0.8333333333333333,0.23116666666666666,29867.66666666667,0.0013112116666667006,0.16666666666666666,381.6
"mp-300018878, FeAs2O7, LiFeAs2O7, mp-25524, mp-18878",3.997930651108777,0.08697577989583394,14.8,1.0,1.0,3.0,7.204319691839211,184.6233333333333,0.6168823292355199,0.0,0.0,0.0,0.4177321966407958,4340.020182062323,2.005972582065867,0.2333333333333333,77.46457771136431,0.5650377438333333,0.07035542666666668,0.09949759857854573,0.4843333333333333,10.172839655999043,1.6892156628315862,1.0,0.013719118819552355,-0.2356551473027913,0.28385516320363,-0.6911681382334496,2.48758711713391,0.613814227556964,0.07578632618912337,0.5531423742040128,0.32121029015985103,8.466664979293059,0.18330302779823365,0.2011483269072407,1.0886504308925509,0.3175852365087441,0.6216194328353192,317.684,3.9999998,-0.6251666666666666,0.9135606522637983,-0.18301939801461145,84.61947456883054,3.861634603613115,0.5072787421351522,0.12831888729322954,0.8666666666666667,0.2769637641762305,31453.1,1.155870374495828,0.0,145.82000000000005
"mp-300018915, CoPO4, LiCoPO4, mp-510669, mp-18915",3.606221140423988,0.036101164583333116,12.333333333333336,1.0,0.0,3.0,13.730429394524586,228.54999999999995,0.424007317584274,0.0,0.0,0.0,0.3515130098797233,4133.777702692075,1.3053233836113058,0.2777777777777777,118.02039397943784,0.5558853665277778,0.08602617777777777,0.12165938733245228,0.5916666666666667,13.641802132859821,1.3609618965829342,3.0,0.017690918724141132,-0.04565837144151864,0.2782022692905988,-0.5588958272672818,2.7981204487997133,0.547888933393162,0.08466483509402199,0.5160462799837287,0.2562284713649812,0.0,0.06364688465216445,0.16279940662890718,1.0134898760908424,0.2480039823722638,0.4198422645395434,615.618228,15.899219699999998,-0.8508465608444444,0.846122616628518,-0.10420654100907972,240.97333240635035,2.4203050312401047,0.6309503696443203,0.05067843370955442,0.3888888888888888,0.2429087747272753,30370.83333333333,1.0111009417639596,0.0,128.02777777777774
"mp-300018932, Pr(WO4)2, LiPr(WO4)2, mp-25655, mp-18932",6.24696188168362,0.08945500903409176,24.63636363636364,1.0,0.0,2.0,25.970987556772126,483.02424242424246,0.779770627322962,0.0,0.0,1.141101235379559,0.8115276526066028,4509.228302318072,4.3023526354988215,0.2424242424242425,282.93600713276385,0.5606549236363637,0.0,0.0,0.3875757575757575,13.897962141940319,1.0654858305469943,2.0,0.016400273711741124,-0.3420684868197802,0.2756105619014749,-1.005433542251435,1.93025511636008,0.44008555052277504,0.06500661429069213,0.5607748186788127,0.24897779932336034,28.09551690578243,0.07840357835128213,0.17054033083318176,1.554425928378526,0.25292251781052594,0.6098500404799424,1273.1657,-1.9999999,-0.42378787878787866,1.1394883430880556,-0.16851195836574226,0.0,10.006482446211592,0.6131992082954594,0.12700560476128273,0.2424242424242425,0.3049458275815761,298.45454545454544,1.2501428413591325,0.0,273.70909090909095
"mp-300018939, Co(CO)4, LiCo(CO)4, mp-543072, mp-18939",1.48156222979313,0.5179632777083318,9.222222222222221,1.0,0.0,3.0,8.456132262417977,768.9037037037037,1.36383975749311,0.0,0.0,0.0,0.5945364287083565,2756.114255018588,24.159526426376328,0.2962962962962963,752.2136123657015,0.9866766672222221,0.05735078518518519,0.08110625822163486,1.1133333333333333,34.94114196646181,0.9219934269216316,7.0,0.0449514505220166,-1.0561897984203066,0.3066965672929171,0.12756823937879036,4.334239806121239,0.3639451805530409,0.04696607900256862,0.8330517562050536,0.18998365343548845,0.0,0.2095131203515697,0.2055793110839717,0.4203932806705349,0.18344416814394104,0.4783761057728122,170.973595,1.0,-0.11351851851851845,0.8581908361414416,-0.18953958781177987,36.308134384384395,0.7396330090429388,0.5053712185978794,0.003314822699851307,0.25925925925925924,0.15315664359078426,19914.44444444444,1.3585819167844826,0.0,639.9703703703702
"mp-300018951, FePO4, LiFePO4, mp-25527, mp-18951",3.714562779454384,0.022519999583334286,12.166666666666664,1.0,0.0,3.0,12.945994184770004,224.88333333333333,0.4012745669482827,0.0,0.0,0.0,0.3599343763674861,4133.821119596877,1.2440393685962208,0.2777777777777777,121.39353588867719,0.5503130012499999,0.11725904444444445,0.16582933096424285,0.5822222222222222,16.330498620225445,1.346209355794867,3.0,0.005982795107416427,-0.24258523827405634,0.2817504162619435,-1.1246532187602425,4.908316303884337,0.5399354245932955,0.08899414463617568,0.5011279328257856,0.19282458468819888,0.0,0.026189140043946204,0.14144761676798198,1.0509182200866258,0.1821131545364789,0.3396283564307155,1809.796344,59.8792741,-0.8616798941777777,0.8183832798870211,-0.009374942336738329,743.2139082573276,2.341004086215053,0.6157872324850229,0.035727466538215014,0.3333333333333333,0.24163497876541584,30446.83333333333,0.977197848581932,0.0,130.41666666666666
"mp-300018987, MoP2O7, LiMoP2O7, mp-25577, mp-18987",3.1172555035542566,0.0,12.8,1.0,0.0,3.0,10.362753816754823,221.65666666666667,0.5773108221929938,0.0,0.0,0.0,0.34067207264817834,4340.576976324896,1.6848788944279909,0.3,112.98517464202502,0.5838075916666666,0.0,0.0,0.525,9.312476696465996,1.4745400036018763,1.0,0.009572488858855407,-0.4697482844845397,0.26881912598341035,-0.5612419266040973,2.706559043354024,0.2553979660505778,0.06955803271415814,0.5927390551505866,0.19491044213846467,7.878574093455782,0.09165151389911676,0.05504342118071865,0.8641579681483605,0.20742240882846968,0.2531731317971008,539.766648,3.9999998,-0.9748492063466668,0.8792798649975018,-0.073348829203007,184.89699525398623,2.086684061658792,0.7122961737400054,0.05043883037401405,0.16666666666666666,0.2659981996597387,31953.7,1.0594351956128574,0.047140452079103175,130.47333333333333
"mp-300018997, MnPO4, LiMnPO4, mp-540007, mp-18997",3.349994326171457,0.0025792862500004787,12.0,1.0,0.0,3.0,9.027051252817149,180.4388888888889,0.3212711418446134,0.0,0.0,0.0,0.37291110553608703,4133.845305124435,1.2276312129714395,0.2777777777777777,98.49463449696822,0.5586549173800001,1.7228927203055554e-05,2.4365382515699923e-05,0.5555555555555555,15.406227697001354,1.3573806020293029,3.0,0.015048912681256332,0.0923566478979066,0.2302317657128684,-0.4466619769832372,2.5519039993405057,0.5310323106635679,0.08074532302016486,0.5286687275664768,0.2837274954838381,0.0,0.1011126373511183,0.2294377405344847,0.9404473801752872,0.26525691078481445,0.5401045803900327,599.6376280000002,15.999924300000002,-0.86043468345,0.8443634664050798,-0.03206005976346369,235.53176176820244,2.3220203745027823,0.6175297263187887,0.049884001896752336,0.2777777777777777,0.2402850544819785,30398.0,0.960521209334152,0.0,114.19444444444444
"mp-300019043, V(SiO3)2, LiV(SiO3)2, mp-25633, mp-19043",3.1591230460285664,0.06949562388888708,11.0,1.0,1.0,3.0,9.601097330974607,391.3555555555557,0.6671322693060141,0.0,0.0,0.0,0.28486858002896376,4133.594838984837,4.751205002017216,0.2222222222222222,139.22074762995894,0.5491872962962963,0.0,0.0,0.5055555555555555,17.41914497893,1.4053408804976126,1.0,0.01803209186211008,-0.43102596703762397,0.29475316727183576,-0.600205926063923,2.959905414327058,0.4847914871042282,0.08430067221300099,0.5343353958389396,0.21769013019879108,12.075161277649471,0.09238660214256646,0.11195472872435076,0.9000354210497813,0.22810474775674586,0.3110681929748679,406.2178,1.9999999,-0.8262962962962962,0.9083130386437804,-0.008712966334953862,174.87598082462944,2.235563093469607,0.586073165935708,0.032212861396514816,0.1111111111111111,0.24214304403036396,30406.555555555562,0.9804937207665728,0.0,217.9925925925926
"mp-300019107, MnVO4, LiMnVO4, mp-25559, mp-19107",3.7078573241888,0.023462587708333867,13.333333333333336,2.0,0.0,3.0,11.331154474650633,354.13333333333327,0.4217110146169533,0.0,0.0,0.0,0.07354473566817854,4133.047014924678,1.4095063053038668,0.2222222222222222,135.9339718074846,0.5187953150188889,1.7228927203055554e-05,2.4365382515699923e-05,0.4833333333333333,13.773520847742956,1.3900908132693357,3.0,0.019727251669371542,-0.02098697730361453,0.2842619150430212,-1.2223769108354567,5.161016597680164,0.3280663650019453,0.07886607944768254,0.5346006662105892,0.4217146578469749,10.034289387353212,0.18425693279752225,0.2727582848838511,1.0206218629013273,0.37924021589248297,0.6751684669299138,339.75428999999997,8.0000011,-0.3931992337166666,0.9300510790043156,-0.019676954576503092,116.529240913714,0.9103480136756712,0.5587112613086969,0.3130027723917104,0.4444444444444444,0.2504738595562173,29985.83333333333,0.7894062615763342,0.0,217.84444444444443
"mp-300019131, MnBO3, Li2Mn3(BO3)3, mp-510766, mp-849566",3.016087157962879,0.2211043293333325,10.8,1.0,1.0,3.0,26.398653164297773,458.48666666666674,0.2210595332660593,0.0,0.0,0.0,0.3217060046684582,3719.7401314132726,4.213638280103734,0.2,180.00359403819326,0.5835028179673333,2.0674712643666666e-05,2.9238459018839906e-05,0.65,15.240589081644965,1.3388631993847115,1.0,0.01948723471712029,0.16807881719888318,0.2776329347989258,-0.4871449515802777,2.7510643756277395,0.5314353495217174,0.07984062826558615,0.5882503293922842,0.3351234472108554,14.147674512365706,0.1808621328833405,0.3018081131322771,0.8369192937484582,0.30377361904713845,0.6293419929318786,341.241735,11.9999773,-0.42433908045999996,1.0028582567691178,-0.01982344635497699,114.02471291993432,3.87484502508512,0.46159519765985796,0.014252160086439175,0.3333333333333333,0.1939165685431638,27265.4,0.6349043276585538,0.0,268.76
"mp-300019206, La4CoO8, LiLa4CoO8, mp-25479, mp-19206",6.793979737722673,0.03727494225961614,24.538461538461537,2.0,0.0,2.0,5.708685148749024,483.8153846153846,0.8131459829772351,0.0,0.0,0.0,0.4517510625427784,3817.915276335221,0.7312482460629572,0.20512820512820515,139.4361264037501,0.4872654255128204,0.03970438974358975,0.05615048646113184,0.4558974358974359,23.08729111820738,4.447922872866809,3.0,0.030328231067055306,0.8262423115515495,0.24390357240231514,-0.9763801422963572,4.500797663317795,0.6493400773840832,0.07162962490800112,0.4569485735874593,0.5991284224520107,21.156039692176307,0.1212656895379834,0.4786425607133192,1.705987663623943,0.5383263815479845,1.0374996886661143,742.5502749999997,0.9999997,-0.30038461538461564,1.1947095851861531,-0.1405683649558584,106.30755961970705,16.898462826066147,0.5638257770830923,0.2951401478779022,0.2820512820512821,0.2447917791136592,27818.0,0.978199224041764,0.0,178.93333333333337
"mp-300019340, VO2, Li2V3O6, mp-714944, mp-762271",3.721442124519189,0.14459902000000113,13.0,1.0,0.0,2.0,26.666666666666664,643.3666666666667,0.05132582999999991,0.0,0.0,0.0,0.6699595783333332,6199.706538533296,3.51,0.3333333333333333,345.56666666666666,0.7656800983333333,0.0,0.0,0.7083333333333333,34.166666666666664,0.2750000000000004,2.0,0.0061708129165503785,0.7742238815496129,0.37735524192474895,-0.4277675810873771,5.148934780723222,0.9558433353273434,0.08106210229591687,0.4561383185830032,0.4393115201324882,11.910287387283855,0.15713484026367722,0.1664561816927139,1.0228150121633577,0.4129296484174159,0.4428176942771219,165.8806,0.0,-0.5916666666666666,0.9750601422277164,0.1301699535257868,70.98975639923468,3.157116666666667,0.5916666666666666,0.3979856254875628,0.5,0.2245,29930.33333333333,0.0957205200000002,0.0,382.1
"mp-300019377, La2MoO6, LiLa2MoO6, mp-25581, mp-19377",5.556136420264424,0.059277114444441274,22.66666666666667,2.0,0.0,2.0,10.881075554035089,478.7629629629629,0.4570290522581684,0.0,0.0,0.0,0.2444892678386614,4134.95352488377,1.68073013071427,0.2222222222222222,123.29878105703597,0.5202075962962962,0.0,0.0,0.40703703703703703,14.334146785224318,2.6885440550235487,1.0,0.013281077123654865,-0.3148953692146519,0.28524994004059234,-1.0034085624597773,1.874978074310737,0.36097929395622463,0.0641064932799752,0.5287702917927124,0.4205438817199465,2.294614688649202,0.107272513561622,0.3742049983869272,1.410345631369963,0.3919927024105573,0.8970459824106541,939.49468,0.0,-0.35203703703703715,0.8461478211283806,-0.21249031446291625,185.30128037062923,9.524086327993151,0.590105370609772,0.2027327856948697,0.25925925925925924,0.2717854747908177,30107.111111111117,0.9538287442545552,0.05237828008789242,207.80740740740745
"mp-300019431, YMo3O8, LiYMo3O8, mp-25579, mp-19431",5.168142676775903,0.1106411443749984,19.08333333333333,2.0,0.0,3.0,26.337405920425873,529.8555555555555,0.866100535641149,0.0,0.0,0.0,0.891324263902415,4133.808144079476,4.171654588550308,0.2222222222222222,300.9314930653129,0.5139062393055555,0.0,0.0,0.4763888888888889,21.55122379155253,0.8901937471176752,2.0,0.02689506759409244,0.6753242523795068,0.31129127274844104,-0.9512127435433172,4.351290432954834,0.7092378854713098,0.07399719605202111,0.5132812858453062,0.3010312603163881,13.927909542351566,0.15896559919804995,0.08266432132446913,1.370583118906743,0.2976740300357226,0.3903736795629241,504.72105,5.0000000999999985,-0.3898611111111111,0.9891678555114121,-0.036032983406024635,127.0542091912258,7.1730074728648825,0.5610976689809024,0.2434401209502275,0.4444444444444444,0.2683028824451855,296.1666666666667,1.1480582215403738,0.11785113019775792,303.48333333333335
"mp-300019433, ScMo3O8, LiScMo3O8, mp-632694, mp-19433",5.131680720706706,0.14578880954860907,17.583333333333332,2.0,0.0,3.0,26.058427939280342,515.5500000000002,0.8182542434908002,0.0,0.0,0.0,0.8970870656931647,4133.585813469367,4.1269489971032325,0.2222222222222222,300.719368379422,0.5136040080555555,1.7638888888888892e-07,2.4945155891858763e-07,0.4777777777777778,21.55122379155253,1.2669393590484799,2.0,0.023918334755564208,0.6751451368969533,0.31141263005956105,-0.8553128588355662,3.8262939253298094,1.005973153961656,0.08048344755397048,0.482746244692837,0.28796890151736193,14.03801703235538,0.15896559919804995,0.056020217667532894,1.3735474256137907,0.2886429947401,0.31512797407208826,460.771112,1.0,-0.3954166666666666,0.9929222681873708,-0.07013222439685743,134.61609661266826,8.40114929826893,0.5571424904184114,0.19162774090788515,0.4444444444444444,0.2626281021934408,299.5,1.1549993629606392,0.11785113019775792,303.9000000000001
"mp-300019445, La4NiO8, LiLa4NiO8, mp-543085, mp-19445",6.809095939055432,0.0781254961057698,24.615384615384606,2.0,0.0,2.0,5.708685148749024,483.45641025641027,0.8498620163305272,0.0,0.0,0.0,0.5075993300998158,3817.913876944414,0.7393968435878614,0.20512820512820515,139.75909845723072,0.4874419115384616,0.015266530769230771,0.021590134864232318,0.4584615384615385,22.68386051672297,4.4509745403646575,3.0,0.028945624617478724,0.8245420203451503,0.2435261232890027,-0.9824439239643,4.487656226565742,0.6425933554410606,0.07181218719131854,0.4537423544482063,0.5638857595229324,21.02034437093562,0.11227021278704304,0.4868150740343009,1.7156972649607276,0.5135700016030825,1.0383803653644474,742.31048,-0.0018021,-0.3051282051282054,1.1892173521525728,-0.11521495260587973,107.01172243728884,16.903742474447903,0.5612062007292997,0.15976314982237694,0.3076923076923077,0.2443429542465689,27817.69230769231,1.0236819591968045,0.0,177.9076923076923
"mp-300019492, Mn(PO3)3, LiMn(PO3)3, mp-25697, mp-19492",3.0253259451056884,0.0192201557692302,10.923076923076923,1.0,0.0,3.0,3.89355407225962,123.2153846153846,0.7785757378707779,0.0,0.0,0.0,0.41997146237054295,4292.990501751799,1.7803180281606488,0.3076923076923077,32.273829832306966,0.5891265557138462,7.951812555256411e-06,1.1245561161092273e-05,0.541025641025641,6.62739914754506,1.7484232776768958,3.0,0.006636000541236234,-0.5204656088280626,0.31094745444085914,-0.643818237111984,2.7093752239776467,0.33227133692391875,0.08115231580385032,0.5305315845082675,0.1738465193492208,2.372560797036333e-05,0.04099528538624561,0.1304192906689721,0.86036312496182,0.17525928322490744,0.4180950317436654,1167.415724,16.0000005,-1.0559820639102564,0.8138744661746534,-0.11082494828653393,528.1861981228874,2.80675900519872,0.8024067891876003,0.038615212893515063,0.12820512820512822,0.25561247429482314,31715.615384615387,1.1180895876106467,0.0,76.00256410256411
