,Forces,avgCentralDistance,numberDensity,Coordination,initialAnisotropy,li-ion fittability,maxForce,oxidation flexibility,ShannonRadii,NNDist,positiveoxidationpop,avgIonicRadVol,SpaceGroup,strainvolumeflexibility,Xcm,Ycm,Zcm,volume flexibility of cell,AtomicNum Density,deltaShannon,volumeshannonflex,detLatticeVec,angle anisotropy
"mp-300005127, Li3(CuO)4, LiCuO, mp-753081, mp-5127",0.012770978874333703,0.1844770673591651,5.0,0.08030329946015188,-0.8709545031461543,24.119947041593008,0.14575361010754587,2.5454545454545454,85.06490768088759,3.012323228538313,7.0,85.06490768088759,44.0,4.15065137099873,3.5725871926855866,5.533965130377953,5.4660489994589,1.363832391566608,14.272727272727273,2.230966799029161,7.986447935410647,141.13132431904398,14.018118977949188
"mp-300006944, TiO2, Li3Ti8O16, mp-25262, mp-531914",0.0,0.6089854236002021,6.0,0.07988563683524816,1.3525246108277618e-09,108.17745447852592,0.0025618334434736384,4.333333333333333,72.83108483625276,4.328182539481326,4.0,72.83108483625276,227.0,4.551656773418415,5.100985653433635,5.100985653433635,5.100985653433635,3.4531716241826236,12.666666666666666,2.060278802438613,67.03324315751826,154.76639468366562,1.0310737667201302e-08
"mp-300006944, Li3Ti8O16, Li7Ti16O32, mp-531914, mp-530141",0.00023946408971929205,0.18410942448127846,5.333333333333333,0.0891053611991132,-1.4602412704845333,109.10580975048289,0.030099115403607796,3.8518518518518516,278.16776058185997,4.421901131461577,22.0,278.16776058185997,59.0,18.3631375035186,25.041060742154524,23.58949276801161,27.0,3.4531716241826236,11.592592592592593,2.2046262194397106,98.97903489916087,624.3872787370924,13.079096763983362
"mp-300006944, Li7Ti16O32, LiTi2O4, mp-530141, mp-5670",0.0004575584669872644,0.09392836207679527,5.363636363636363,0.0907146343708222,0.5345551267039941,580.2063638464931,0.029648306902231365,3.7818181818181817,275.38687361089046,7.723162823120107,23.0,275.38687361089046,121.0,18.371401831235744,25.641146200621083,27.356100182594172,25.623136071237706,3.4531716241826236,11.436363636363636,2.2256222073671426,33.51662157875913,624.668284153129,10.43531949175477
"mp-300006944, LiTi2O4, LiTiO2, mp-5670, mp-6944",0.0,0.3702897272042945,5.285714285714286,0.09230512834809508,5.085715552392381e-10,109.25569896462827,0.00014582072040694353,3.7142857142857144,68.17997031917096,4.35287237384445,6.0,68.17997031917096,227.0,4.595779320085342,5.994828784095287,5.994828784095287,5.994828784095287,3.4531716241826236,11.285714285714286,2.2458683385828797,0.0,156.26665883182935,1.441666741828254e-08
"mp-300007543, VS2, LiVS2, mp-9561, mp-7543",0.0,0.0,7.0,0.05194416059840704,-1.1145553066666667,14.005497071832947,0.00198095,7.333333333333333,50.076493296797466,2.6908913232565115,1.0,50.076493296797466,164.0,1.7500138408779549,0.835958512750768,0.835958512750768,0.835958512750768,2.8612353543871136,18.333333333333332,14.624347851113177,0.0,59.50434012971206,14.142135644641515
"mp-300007554, MgSnAu, LiMgSnAu, mp-5549, mp-7554",0.0,0.9414880014926322,8.0,0.04323893816496491,-2.4809455230941544e-09,48.32232046538719,0.0,5.0,56.081891036509006,3.0231158279212127,3.0,59.191058265123544,216.0,2.1023411734392567,0.9582576129295999,0.9582576129295999,0.9582576129295999,12.922585333374206,47.0,6.071961372313027,0.0,71.48424848472476,1.3985975228415986e-08
"mp-300007936, NbS2, Li9(NbS2)14, mp-10033, mp-767218",0.0,0.5580744941666667,7.0,0.045791690292390407,-3.3442710000000004,16.825366467579272,0.00023074,7.333333333333333,114.9908371497422,2.4936059817092624,2.0,114.9908371497422,194.0,3.9702836658600518,1.2251301258982152,1.2251301258982152,2.9999999999999996,2.3709767308250367,24.333333333333332,14.460928309925817,0.0,134.99842352461238,14.142135624698703
"mp-300007936, Li9(NbS2)14, Li5(NbS2)7, mp-767218, mp-767171",0.0009247253311623876,0.3474206848345916,6.882352941176471,0.05688942063014142,-2.5106075720881402,101.78244793901185,0.08950871404324105,6.03921568627451,766.8182445119575,4.465672112097593,23.0,756.7322241294606,2.0,27.164119143467474,25.365477368536478,25.466299017139285,25.50000490783911,20.505904099476208,20.568627450980394,12.501836059135698,0.0,923.6401147696021,11.44683522522665
"mp-300007936, Li5(NbS2)7, LiNbS2, mp-767171, mp-7936",0.0009292947410263856,0.37560400772384794,7.0,0.05813468934642105,-0.39551675779011575,101.74719924640435,0.10356816662025306,5.923076923076923,751.6771488523921,4.477248405340272,24.0,751.6771488523921,15.0,27.103473291321507,25.988380914308216,25.966025062570683,25.920413026984736,20.505904099476208,20.23076923076923,12.326020087910944,0.0,921.5780216996768,1.5843074676772444
"mp-300007955, Sb, Li3Sb, mp-80, mp-7955",0.0,2.281594250263123,12.0,0.03648427400681984,-0.7001888966666666,17.41911337176864,0.0,8.0,50.02794732565069,3.3794697467880193,2.0,50.02794732565069,194.0,1.6610444266664572,1.0,1.0,1.0,1.7817438015079388,51.0,1.7817438015079388,0.0,56.479183321965536,14.142135620448068
"mp-300009158, CuO2, LiCuO2, mp-704672, mp-9158",0.02320994520705372,1.3464793559382136,5.0,0.0493142698991879,-2.972667470648272,7.8827765744416975,0.19291155787855585,3.6666666666666665,83.53288559937577,2.1816656681290656,2.0,83.53288559937577,69.0,3.6866813677189327,1.4999978203512068,2.9999982284605755,2.9994161726582287,1.363832391566608,15.0,1.6598123074368136,0.0,125.3553183011192,9.425118444474451
"mp-300009615, TiS2, LiTiS2, mp-2156, mp-9615",0.0,0.0,6.0,0.04622047327848687,-1.00066476,17.83609655672501,0.00035482,7.0,61.65262329591416,2.6765643869023092,1.0,56.609613104665684,164.0,1.966725858739963,0.8589069350071877,0.8589069350071877,0.8589069350071877,3.4531716241826236,18.0,14.821659941045013,0.0,66.87302791939712,14.142135592725866
"mp-300010179, MgSbPd, LiMgSbPd, mp-10183, mp-10179",0.0,0.0,8.0,0.04679340905580098,2.223027687856908e-10,44.419755765908654,0.0,3.6666666666666665,54.60074937591365,3.2540846325742545,3.0,56.51364838752366,216.0,1.9426453817801246,0.46051250569340746,0.46051250569340746,0.46051250569340746,1.7817438015079388,36.333333333333336,2.4730044901064194,0.0,66.05423845726028,2.3355055461589837e-09
"mp-300010189, TiTe2, LiTiTe2, mp-1907, mp-10189",0.00099558,0.9268872277717622,7.0,0.03557473976505139,-1.0124917533333335,25.21391965890971,0.00298674,7.0,63.61806546885923,3.1801812960337807,1.0,63.61806546885923,164.0,2.5552681650057423,1.2630870401594365,1.2630870401594365,1.2630870401594365,36.37775797297764,42.0,25.402895856712632,0.0,86.88476768666345,14.142135636043939
"mp-300011206, Ti(SiO3)2, LiTi(SiO3)2, mp-25301, mp-11206",0.00012615101952240896,0.4430288920721877,4.111111111111111,0.08289279941408745,0.40537284836201604,77.82858295679705,0.029377970794658367,5.0,108.78452801862363,3.994925669605199,6.0,108.78452801862363,15.0,6.579799498330232,9.0,9.0,9.0,3.4531716241826236,10.88888888888889,1.3799075721091758,95.83737522492777,223.7277318546952,12.366717114559828
"mp-300011977, SnAu, LiSnAu, mp-1775, mp-11977",0.0,0.0,8.0,0.04175889559304042,-0.4151903233333334,42.125018316977894,0.0,7.0,78.34234963090417,3.4039484109185865,4.0,80.73488606491324,194.0,2.9024713963029285,0.7520988990475248,0.7520988990475248,1.3760494495237625,12.922585333374206,64.5,7.568947026909383,0.0,98.69044526854888,14.142135648241897
"mp-300016730, CrS2, Li(CrS2)2, mvc-14769, mvc-16730",0.004954006495669061,1.0277837417250308,6.0,0.0551927856550113,-0.003744977877248109,156.4991531802831,0.05944807794802873,8.0,211.48628186300232,4.959971165782474,4.0,180.66680554194434,1.0,6.588034934000206,6.671687477135216,6.671633151182809,5.328398910854071,20.505904099476208,18.666666666666668,14.740955916432794,0.0,224.00775487724337,0.308236898144376
"mp-300016742, MnS2, Li(MnS2)2, mvc-34, mvc-16742",0.004564447669813585,1.0374482137866583,6.0,0.05367215057389359,0.007531132242843519,162.3160764330868,0.13374528649827963,8.666666666666666,217.296218195233,5.089182681706221,4.0,189.42215698911323,12.0,6.774686613300446,5.307916364778622,5.307851258827189,5.307982890748589,20.505904099476208,19.0,15.44620437178846,0.0,230.3543246879644,0.12979572153121124
"mp-300018162, CuO, Li(CuO)2, mp-510752, mp-18162",0.0017265063665844506,0.8068960546188744,4.25,0.06955039897140317,-1.9030910066666669,8.783231182407594,0.03222932030594657,3.5,144.5392416607611,2.2529898393768515,8.0,144.5392416607611,62.0,6.97071486533585,8.0,8.0,8.0,1.363832391566608,18.5,1.8078022653719168,63.89158348328517,237.01971870467648,0.0
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12, mp-774719, mp-18274",0.0017986926086601194,0.4065659937022916,6.368421052631579,0.06430510097533677,-4.512405276661933,105.6732232824564,0.14774655330164288,3.473684210526316,265.1253493542447,4.555257200362898,14.0,265.1253493542447,186.0,17.9058578951865,19.00000938878668,18.171839693395512,18.445211260181168,1.363832391566608,23.31578947368421,3.0447837594658362,100.54986473627736,608.8387609408456,14.142802764979793
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3, mp-25225, mp-18713",0.0,0.23177652704989482,5.636363636363637,0.06303645630670857,0.7563283045727655,179.39896730980658,0.02409520102888955,3.0,179.17191882146764,5.456617257311514,10.0,179.17191882146764,69.0,10.575182030482608,10.999999999999996,11.000000000000002,11.000000000000002,8.592993134644125,22.454545454545453,2.920390639656325,0.0,359.57957233055527,10.91516449448442
"mp-300018722, Cs2MnO4, Cs2LiMnO4, mp-775233, mp-18722",0.011009493635676184,0.7312739022076252,4.857142857142857,0.04478133998024201,-0.574233952054624,151.61541437008708,0.15617095702498848,3.7142857142857144,140.58264138818038,5.217996624992661,6.0,140.58264138818038,36.0,9.4730081812462,6.999999999999998,6.999999999999998,7.5011424284569115,1.363832391566608,23.857142857142858,4.308098319392122,63.89158348328517,322.1032243868564,15.448258019832089
"mp-300018767, MnO2, LiMnO2, mp-33009, mp-18767",0.006393063585250033,0.6288009610658957,6.0,0.10230549110241985,-0.47982199000000003,10.32232051408202,0.0383583815115002,6.0,23.321699434914855,2.56558638980319,2.0,19.47068921435193,58.0,1.7770893628572892,1.1042084630515403,2.05210423152577,2.05210423152577,1.363832391566608,13.666666666666666,2.6848232331820596,33.51662157875913,60.42496774499898,15.538742713003675
"mp-300018782, FeO2, Li(FeO2)3, mp-25517, mp-762931",0.0,0.511548989705551,6.0,0.08550571229492249,-1.2185695415685889e-09,84.61446203996994,0.016222158404216747,5.333333333333333,31.46371764566861,4.087079615149557,2.0,31.46371764566861,141.0,2.1262439095638683,2.796408191867451,1.2964043976684752,2.046408914860559,4.740441308386144,14.0,2.48936869717312,33.51662157875913,72.29699436545235,38.04202971877796
"mp-300018782, Li(FeO2)3, LiFeO2, mp-762931, mp-18782",0.006474183253296994,0.507520394964708,5.5,0.0919211253099103,1.1458681885771582,79.78166162654973,0.13067520644074337,4.8,95.3494865897861,4.142092726671462,8.0,95.3494865897861,70.0,6.592826164353568,11.666680309787395,9.758150912838575,9.929283650750465,1.363832391566608,12.9,2.5763723830006566,33.51662157875913,224.17066730337774,15.113326545487508
"mp-300018793, CrO2, Li3Cr5O10, mp-714929, mp-762282",0.01598076488657901,1.3432132963537937,6.0,0.08581157103206408,0.02639482696521256,9.803428757721326,0.14471801383904975,5.333333333333333,34.7694523489654,2.3500249484665234,2.0,29.445734570933368,1.0,2.1186653246573144,3.024239165945825,2.9985464799186023,2.983530373655044,1.363832391566608,13.333333333333334,1.9795747778263948,33.51662157875913,72.03930572125437,12.54145150775879
"mp-300018793, Li3Cr5O10, Li3Cr4O8, mp-762282, mp-771288",0.0021793347638041543,0.254465442827984,6.0,0.09731610293142505,-0.5035855062831797,67.64133370166357,0.10744184122133285,4.444444444444445,87.9253957890219,4.033891321191717,8.0,74.61610134394184,2.0,5.604601741854935,7.853336736256446,8.97165637282426,10.033288755040582,1.363832391566608,11.61111111111111,2.209546574096743,83.7915539468978,190.56885182782392,3.769055579928932
"mp-300018793, Li3Cr4O8, LiCrO2, mp-771288, mp-18793",0.00849569496391518,0.42189963834334654,6.0,0.101960085578806,-0.008430344501024459,105.18945510528063,0.12743543031885754,4.266666666666667,67.65313252752355,4.233456946117486,7.0,57.005696971459514,166.0,4.457773818252662,5.168181229621086,5.168181229621086,7.062299994450717,1.363832391566608,11.266666666666667,2.2555409333508125,67.03324315751826,151.57416661890738,0.0663641791498346
"mp-300018809, LiVGeO5, Li2VGeO5, mp-853190, mp-18809",0.005850246591161544,0.4670893324580346,4.125,0.07922044252998006,0.6036380225619645,53.479173899440774,0.2089205735291386,4.25,104.3071264724712,3.554651338482943,6.0,104.3071264724712,11.0,6.119834534079104,7.999999999999999,7.868116730279144,7.736233460558285,1.363832391566608,12.25,1.8968149080716377,79.86447935410646,208.08790601947868,1.268941778776034
"mp-300018860, LiVSiO5, Li2VSiO5, mp-774113, mp-18860",0.00717995360918645,0.4008459401077646,4.25,0.08544150814346944,0.5753356774716775,50.01150320935037,0.2012230981003068,4.25,92.1071417210938,3.4993235936017615,6.0,92.1071417210938,11.0,5.674244410409045,8.000000000000002,7.832711716325732,8.000000000000002,1.363832391566608,10.0,1.6789129944210985,79.86447935410646,192.93685654892062,1.186018992270357
"mp-300018878, FeAs2O7, LiFeAs2O7, mp-25524, mp-18878",0.004856098272347153,0.5172783251074901,4.3,0.07578632618912338,0.16779316262485752,56.17112019747452,0.04856098272347153,5.2,68.29211001611361,3.7487536457508828,3.0,68.29211001611361,5.0,3.998214654762961,4.008564095991048,4.008564095991048,4.121060550735951,1.1145370661275191,14.8,1.6516342181607437,47.91868761246388,135.94813890686592,8.466664979293059
"mp-300018915, CoPO4, LiCoPO4, mp-510669, mp-18915",0.0006245931755965127,0.3498190879974865,4.166666666666667,0.08466483509402199,-1.6003626733333336,58.00999983539533,0.018817644954813022,5.0,139.01685238823774,3.7174851916768956,8.0,139.01685238823774,62.0,8.58944565583107,11.999998672597744,12.000019010081475,12.000002454997947,4.052235644110354,12.333333333333334,1.700010032637046,127.78316696657038,292.06014483510074,0.0
"mp-300018925, Li4CoO4, Li5CoO4, mp-776004, mp-775093",0.00230548534712385,0.4426723998334359,4.722222222222222,0.09020687657294887,0.518084405891542,56.960590143934105,0.13806899140732687,2.4444444444444446,104.27920066834653,3.787299376250098,10.0,104.27920066834653,6.0,6.0463017978338485,10.587988461509413,9.000000000000002,8.752877932220951,1.363832391566608,7.888888888888889,2.5494652702411904,23.959343806231942,205.58763039536802,0.3520543779968392
"mp-300018925, Li5CoO4, Li6CoO4, mp-775093, mp-18925",0.0021061381453616117,0.41698008309036594,5.5,0.10184732336885852,0.5775047147421072,52.11793263828465,0.058686103419170715,2.2,95.00298331987074,3.6046277954418118,12.0,95.00298331987074,41.0,5.950279103606761,11.236381971350173,11.23637312457485,10.000026927170612,1.363832391566608,7.4,2.6304592987619193,0.0,202.32264647124362,1.8790477302792352
"mp-300018932, Pr(WO4)2, LiPr(WO4)2, mp-25655, mp-18932",0.0021664925264900862,0.4991181321675295,5.545454545454546,0.06500661429069213,0.057993255633158824,211.6698200702712,0.04766283558278189,4.545454545454546,186.83241015045093,5.603432215450396,6.0,186.83241015045093,2.0,10.25467957797423,11.0,11.0,11.0,1.4090420042468654,24.636363636363637,1.7524153239178788,0.0,348.68178026686564,28.095516905782425
"mp-300018934, V2O5, LiV2O5, mp-25620, mp-18934",0.0029517787206701355,0.7637578937616921,4.714285714285714,0.07078059471756831,-2.64595879,21.899389052756142,0.041324902089381894,4.571428571428571,106.12778562453946,2.667614221814511,4.0,106.12778562453946,59.0,5.993365860978088,3.759992600465383,6.999999999999999,6.69211695952771,2.8612353543871136,12.285714285714286,1.7916618095153234,65.46241332040171,203.78769149307226,0.0
"mp-300018939, Co(CO)4, LiCo(CO)4, mp-543072, mp-18939",0.00441287285950245,0.7337956305471004,3.111111111111111,0.04696607900256862,0.0,97.28238210938936,0.039715855735522054,6.0,155.75872279201295,4.404732148057249,5.0,155.75872279201295,215.0,5.806509842669328,4.499999999999999,4.499999999999999,4.499999999999999,1.363832391566608,9.222222222222221,1.1062594930840868,30.42482526312383,197.43417370423583,0.0
"mp-300018951, FePO4, LiFePO4, mp-25527, mp-18951",0.0002671625033224898,0.26064028966580816,4.166666666666667,0.08899414463617568,3.80782819,73.77865659394746,0.022943199406808983,5.333333333333333,367.33714542911093,4.075026722997976,24.0,367.33714542911093,40.0,24.514781381618718,36.0,38.81555289534526,36.000000000000014,0.6924949854454907,12.166666666666666,1.8147109766830107,383.3495008997108,833.5567727884594,0.0
"mp-300018968, LiFeSiO4, Li2FeSiO4, mp-767283, mp-18968",0.0030606042138889,0.4776403251158775,4.0,0.08021338299735314,-0.3481272347017412,64.56559738134584,0.09340854152962244,4.571428571428571,99.57785011518757,3.7483868050636318,6.0,94.88438857604231,1.0,5.288568866544381,4.316690501053213,6.9983927084923785,7.622304658864533,1.363832391566608,10.714285714285714,1.99238250254303,63.89158348328517,179.8230352717572,0.2922901656045331
"mp-300018987, MoP2O7, LiMoP2O7, mp-25577, mp-18987",0.0002058936526225372,0.3120904753501875,4.2,0.06955803271415814,-0.707675090662114,61.99362338543307,0.019015423217246575,5.2,163.5342478026078,3.7918774764070804,6.0,163.5342478026078,4.0,8.712437318208572,10.000012813333965,10.48548273049674,10.00000155071616,2.0614209459011166,12.8,1.2993237657758354,111.81027109574907,296.242133308721,7.878574093455782
"mp-300018988, Li13Mn8O24, Li2MnO3, mp-763602, mp-18988",0.0021918801481280803,0.19731818464166306,6.0,0.10891887944927796,-4.815644980546325,61.61588647154879,0.13225919507060746,3.911111111111111,165.11639076342226,3.9267730939612835,21.0,149.71234988117055,1.0,12.518904040276936,22.5940342532513,22.077722281104933,22.414976128417855,1.363832391566608,9.577777777777778,2.6448597544385,201.09972947255466,425.6704185208852,14.492894322443957
"mp-300018997, MnPO4, LiMnPO4, mp-540007, mp-18997",0.0006109553327306456,0.23318394989372013,4.166666666666667,0.08074532302016486,0.37572897333333327,60.07139762054439,0.018118045733030923,5.666666666666667,149.0555763052975,3.7013906033455464,8.0,149.0555763052975,62.0,9.006391612532013,12.000010719274503,12.000001921088248,11.99999844151295,5.326804916412963,12.0,1.9124382446874808,127.78316696657038,306.2372292922126,0.0
"mp-300019013, V2O5, LiV2O5, mp-510748, mp-19013",0.0008563115850148311,0.509252529448833,4.428571428571429,0.06209512300409844,2.6354424433333334,21.709714749430304,0.02397672438041527,4.571428571428571,267.5880011485743,2.6168293623542267,8.0,267.5880011485743,63.0,13.663359680340761,13.384232460963272,13.999997536929842,7.000000000000001,2.8612353543871136,12.285714285714286,1.7916618095153238,63.89158348328517,464.58444084402475,0.0
"mp-300019017, LiFe4(PO4)4, LiFePO4, mp-632692, mp-19017",0.004201489196883943,0.3960585420788255,4.2,0.08511552346146617,1.7513207501413444,57.224774262071335,0.3594204786548372,5.12,143.42987772201494,3.7411854076866806,9.0,143.42987772201494,1.0,8.899962888003131,12.353760879603241,12.646995108194064,12.370321294436264,1.363832391566608,11.8,1.8764987598336298,127.78316696657038,302.6184173285508,0.39907019186927134
"mp-300019043, V(SiO3)2, LiV(SiO3)2, mp-25633, mp-19043",0.0012326453604939347,0.44519774347040847,4.111111111111111,0.08430067221300099,0.3834682264398239,77.85457381288279,0.023163368159302738,5.111111111111111,106.39573663073057,4.078601158454409,6.0,106.39573663073057,15.0,6.469912821358122,9.0,9.0,8.999999999999998,2.8612353543871136,11.0,1.31413687546523,95.83737522492777,219.99134186192055,12.075161277649471
"mp-300019107, MnVO4, LiMnVO4, mp-25559, mp-19107",0.0,0.0,4.166666666666667,0.07886607944768254,-0.4760447297315527,63.53742217074617,0.02410027809254491,5.333333333333333,75.5253659097456,3.8989643680131496,4.0,75.5253659097456,63.0,4.610499248174364,4.059610267270762,4.059605945240922,5.029807357978351,5.326804916412963,13.333333333333334,2.273894972844418,63.89158348328517,156.7671689347975,10.034289387353214
"mp-300019131, MnBO3, Li2Mn3(BO3)3, mp-510766, mp-849566",0.00103668247911306,0.352112419192397,3.4,0.07984062826558615,1.7767639081136253,12.141374352835491,0.03418004188078915,4.8,103.10493634459873,2.49046596181886,6.0,103.10493634459873,174.0,5.692778349489913,8.118007864038871,6.406727650556856,2.585082390347124,5.326804916412963,10.8,1.9385721067751434,68.45585684202862,193.56705145895492,14.147674512365706
"mp-300019131, Li2Mn3(BO3)3, LiMnBO3, mp-849566, mp-19131",0.0011091701335810094,0.05515370701266517,3.7794117647058822,0.09014353387282056,-0.19123439013475915,293.6822156804962,0.2560563438579246,4.235294117647059,390.846126959769,6.209083035077661,32.0,390.846126959769,1.0,22.85763505685304,30.17014788968407,33.296893827466995,31.738691183132296,1.363832391566608,9.882352941176471,2.105728983089653,279.9072932821894,777.2101335504008,3.8280936946825608
"mp-300019183, NiO2, Li2NiO2, mp-714876, mp-19183",0.06815979062027246,1.1538753175913437,5.0,0.06887046215371702,7.666643024132706e-08,46.31673297356063,0.4129155390913311,4.333333333333333,50.20865927310297,3.737684348982434,2.0,50.20865927310297,44.0,2.639825468198765,2.995678336543164,3.5336833401906445,3.0043216634568344,1.363832391566608,14.666666666666666,1.3748181920103602,0.0,89.75990296394961,15.006140655962556
"mp-300019206, La4CoO8, LiLa4CoO8, mp-25479, mp-19206",0.0011712879294251946,0.4147416505312191,6.3076923076923075,0.07162962490800112,-0.5234857459332947,77.08721181041032,0.022270868480964094,3.230769230769231,86.2229417732653,4.162480212416179,5.0,85.5828447329499,65.0,5.49930284440174,3.7880444896475187,5.9841214387806945,5.9841214387806945,7.393883041302733,24.53846153846154,3.426032841681089,50.27493236813869,186.98845648295293,21.15603969217631
"mp-300019279, MnO2, LiMnO2, mp-25558, mp-25542",0.00775169884959348,1.9343984767402376,6.0,0.0806446030472234,-0.694523125794796,10.086020262177644,0.030573706650262412,6.0,19.537168034545893,2.189555105704323,1.0,17.61166292426443,164.0,1.1272050027547422,0.5520575068235907,2.4478846488053723,2.447729474394674,5.326804916412963,13.666666666666666,2.6848232331820596,16.758310789379564,38.327462510914046,14.142736746958231
"mp-300019279, LiMnO2, Li2MnO2, mp-25542, mp-19279",0.011197276586944591,1.5330931030231447,4.75,0.09543948816226609,-0.667836118219542,13.532910027492703,0.05214900594584235,4.5,19.269150489907297,2.5171704058163753,2.0,19.269150489907297,8.0,1.2699565173058005,3.2035776729031347,0.7963505292484078,3.090087651347071,5.326804916412963,11.0,2.8534688137486652,16.365603330100427,43.18132965039726,17.171090913414126
"mp-300019308, NiO2, Li2(NiO2)5, mp-543096, mp-762387",0.00751011156438364,1.3360980125455757,6.0,0.09573704699315903,-0.6064353987968238,8.423134866286867,0.052277181743453804,4.333333333333333,13.579215001915575,2.272226634228495,1.0,12.880122671897542,164.0,0.9495070388633984,2.4706470675789096,0.5289873312470091,0.5289974007420705,1.363832391566608,14.666666666666666,1.3748181920103602,16.758310789379564,32.28533882208487,14.131820216282929
