,Crystal System,symmetry ops,ShannonForce,meanbv,stdbv,meanValenceOcc,VegardVolume,Hall Number,strainlatticemean,strainlatticestd,ioniccount,ionicitymean,NNdist,NNdiststd,nndistmax,nndistmin,bcc,oct,q4,q6,q2,cn,tet,lin,bent,reg_tri,sq,sq_pyr,Forces,avgCentralDistance,Coordination,numberDensity,initialAnisotropy,li-ion fittability,maxForce,oxidation flexibility,ShannonRadii,positiveoxidationpop,avgIonicRadVol,SpaceGroup,strainvolumeflexibility,Xcm,Ycm,Zcm,volume flexibility of cell,deltaShannon,volumeshannonflex,detLatticeVec,angle anisotropy,ShannonRatio,avgCentralDistance Std,initialAnisotropy Std,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens,positiveoxpopdens,oxstateflexmin,oxstateflexmax,anisotropynormcubevolmean,anisotropynormcubevolstd,deltacrystal1,deltacrystal2,deltacrystal3,deltacrystal4,coordination std,solid electronegativity,charge moment of inertia,mass moment of inertia,negativeoxdensity
"mp-300005127, Li3(CuO)4, LiCuO, mp-753081, mp-5127",1.0,2.0,-0.30100035920606383,-0.1406127615178509,0.4186035188256016,13028.818181818182,0.95804628356324,30.0,-0.13612370503398807,21.461994387395798,0.2975206611570248,1.077,0.5857733076203462,0.017643181569919692,0.6059793239720432,0.5571916845040189,-0.14795971866143715,0.7959001661145667,0.17298185172087666,0.19780455170851896,0.0966375789056614,15.818181818181818,-0.9706963023907276,3.355351782274244,3.355351782274244,0.0,0.07382822462827683,0.3939411001984337,0.012770978874333705,7.741597693456852,5.0,0.08030329946015187,-0.2746223329931696,0.8039957963504892,0.14575361010754587,0.231404958677686,0.6363715571197103,0.6363636363636364,0.6209993413680446,44.0,0.03030100000000009,3.5725871926855866,5.533965130377953,5.4660489994589,0.009663569715278124,0.4285011267886459,12.342558886556947,141.13132431904396,14.018118977949188,0.6566697987359308,0.30179972306039354,0.19418525224925415,0.14691230441843947,0.15134159400969152,0.2619508801258079,0.6452400217144132,1.1124390758573417,0.05110209965646029,0.3636363636363637,0.0,-0.3379136220257513,0.2389384767667882,0.34875822522815303,0.07050034492202056,0.2889882407331581,0.4612498414699626,0.0,1.1188659059314907,13494.044537500493,169487.52501810927,0.0292011998036916
"mp-300006944, TiO2, Li3Ti8O16, mp-25262, mp-531914",7.0,48.0,-0.8679325670873069,-0.1358972374237708,0.51275934653398,30077.0,1.2071668820637784,525.0,-0.14551096106935782,22.75468227429653,0.0,1.3299999999999998,0.5750056215322078,0.013643331907155836,0.5846529140552181,0.5557110364263337,-0.02716920625733495,0.3269477248792041,0.2708115158669914,0.3834063009223736,0.07502104973304123,12.416666666666664,-0.7755728321425227,4.693943387778452,4.693943387778452,0.0,0.3589552596654026,0.6079232401825184,0.0,8.047820840546395,6.0,0.07988563683524816,4.533489879795145e-10,1.2471800531198958,0.002561833443473639,0.3611111111111111,0.4422091657429311,0.3333333333333333,0.4848464661288364,227.0,0.03030100000000008,5.100985653433635,5.100985653433635,5.100985653433635,0.022312153948153432,0.3837370851316121,146.16493456779654,154.76639468366562,1.03107376672013e-08,-0.17718715433333326,0.23522776302288004,6.483802657794391e-10,0.03928371006591929,0.18344694365265685,0.254020507286872,0.6431702408210924,0.9821253529274228,0.026628545611749387,0.4166666666666667,0.3333333333333333,5.088670422902245e-10,7.277821990467557e-10,0.3557097972035864,0.05849752025925292,0.3143458039456712,0.4384377837194168,0.0,1.0366370500542852,212094.04792541964,2117382.5065389792,0.053257091223498775
"mp-300006944, Li3Ti8O16, Li7Ti16O32, mp-531914, mp-530141",3.0,8.0,0.0,-0.3316869678332809,0.7101274824489421,312.0,1.96625947901256,278.0,-0.828970684018922,75.56763754742497,0.06584362139917695,1.176,0.3639441817589374,0.012708483547553887,0.3959238755347038,0.3495848178621828,-0.13169702905083916,0.03041874695113753,0.28837766997899394,0.34245194839337,0.07732875153107671,14.518518518518519,-1.1717172391422328,5.005746129963018,5.005746129963018,0.0,0.3766745586627572,0.6490874054290399,0.00023946408971929205,42.914715122707314,6.0,0.0891053611991132,-0.12201482896827814,0.7856092399572197,0.0300991154036078,0.07133058984910838,0.4240224179941478,0.4074074074074074,0.4590044218628718,59.0,0.03030100000000013,25.04106074215452,23.58949276801161,27.0,0.0055304964431164075,0.25793896493114193,224.46168213357188,624.3872787370924,13.079096763983364,-0.07274309914050549,0.2896379034135917,0.5393987579532457,0.02652822991195297,0.11868207534930053,0.15956696528342046,0.4040174731740344,1.0025828861634871,0.036302184192231315,0.0925925925925926,0.0,-0.34511034090285136,1.5256513557726308,0.2298363458724663,0.0390777924064647,0.19746124642032034,0.28096961310255,0.0,1.0080280238231167,192393.17396577157,1895161.33180855,0.05280317700688191
"mp-300006944, Li7Ti16O32, LiTi2O4, mp-530141, mp-5670",3.0,4.0,0.0,-0.3156102430215089,0.7058186896410643,309.09090909090907,2.5523832862670983,123.0,-1.643663785065873,114.80838020059704,0.0740495867768595,1.176,0.3647114264425726,0.012842672843651455,0.3968112709544276,0.3532408043061525,-0.15368617703808332,-0.022740429662754382,0.2865911870483238,0.3368046424143803,0.0637802039852563,14.981818181818182,-1.2686796638875713,5.169128604724122,5.169128604724122,0.0,0.34590641862305044,0.7051525599717332,0.00045755846698726434,44.567102797777736,6.0,0.0907146343708222,0.06751646398362905,1.3608708157473255,0.029648306902231362,0.0687603305785124,0.41195638190269795,0.41818181818181815,0.4542112645479228,121.0,0.030301000000000067,25.641146200621087,27.356100182594172,25.623136071237703,0.005528008563559668,0.2603564216545138,78.08170115929147,624.668284153129,10.435319491754768,-0.09403000113939376,0.3020986271425919,0.2418139262165448,0.027451953047308027,0.1189577665894128,0.15954303476547976,0.4039568820148745,1.0069344257692594,0.03793521073688928,0.09090909090909093,0.0,0.12631668402668508,0.4524101457468774,0.2307314332807815,0.039313092674456616,0.1974316328352549,0.28092747563158155,0.0,1.0078814860658876,2376806.8609471833,23352174.844261706,0.05277942363393292
"mp-300006944, LiTi2O4, LiTiO2, mp-5670, mp-6944",7.0,48.0,0.0,-0.30010768695301465,0.7016637822906105,306.2857142857143,1.2065712690528545,525.0,-0.14644981103204469,22.90149758922071,0.32653061224489793,1.1523076923076925,0.5787366562959404,0.021681717965094684,0.6293829523086341,0.5653112723253491,-0.1643936347943928,-0.08253359949599295,0.28444713236961583,0.3316614065063293,0.048028233651448496,15.428571428571427,-1.3486160102207527,5.329123009725263,5.329123009725263,0.0,0.32335068315421195,0.7613631923942616,0.0,9.584035134439755,6.0,0.09230512834809508,1.6991941187427528e-10,1.2471800532731754,0.00014582072040694353,0.2653061224489796,0.4072978254979946,0.42857142857142855,0.4495257793628849,227.0,0.0303009999999999,5.994828784095287,5.994828784095287,5.994828784095287,0.02209794238897017,0.4169610782982624,0.0,156.26665883182937,1.4416667418282542e-08,-0.08384749258503385,0.3297748153557535,3.987407717360003e-10,0.11270776548150264,0.1891655694991655,0.2532049696931624,0.6411053307232927,1.0110922008643954,0.03955934072061218,0.35714285714285715,0.0,1.9072809017839682e-10,4.475714325745483e-10,0.3676080747242458,0.06272639121147393,0.3133365908577961,0.4458498176233894,0.0,1.0313221307322995,302238.68209955824,2962761.261131087,0.0527457876274829
"mp-300007543, VS2, LiVS2, mp-9561, mp-7543",5.0,12.0,-1.6937695776528512,0.060109886105016525,0.4751307932808394,3882.333333333334,1.0704766916627977,456.0,-0.04271110527138836,12.701450793838712,0.0,0.6333333333333334,0.8315404165425186,0.007603678899706808,0.8369170294544664,0.8207871907186232,-0.0036844070815103963,0.2540424560097965,0.23862105512610998,0.3686852204719592,0.11447653623362512,12.333333333333336,-0.5881155227744558,4.262182843079615,4.262182843079615,0.0,9.087243436246729e-05,0.6987848912437428,0.0,0.9304487414828659,7.0,0.051944160598407035,-0.340970247340872,0.9180831726143782,0.00198095,2.4444444444444438,0.8670604700046338,0.3333333333333333,0.8670604700046338,164.0,0.03030099999999988,0.8359585127507679,0.8359585127507679,0.8359585127507679,0.04808448170587183,3.7459354905981987,0.0,59.50434012971207,14.142135644641517,4.037562116340252,0.3828508659871376,0.2411023745408176,0.31426968052735443,2.130546602116313,0.7328875906173944,5.252459440588602,0.9243023261850624,0.017314720199469013,2.6666666666666665,2.0,-0.5766825085401704,0.4077761131638883,4.614987378275138,2.9231735013971765,0.4809957674296039,6.681983183697903,0.0,1.1768719218995578,16.125093698266618,136.9533291944642,0.034629440398938026
"mp-300007936, NbS2, Li9(NbS2)14, mp-10033, mp-767218",6.0,24.0,-0.2670041166544822,0.2457469991721942,0.4918692520316811,3842.333333333334,1.0352390944241718,488.0,-0.09208204927395396,26.558296718525554,0.0,0.49,0.5961053607707264,0.013977292711247449,0.6059887992294789,0.5763384838532217,-0.04978337021551001,0.3509293257012279,0.15495391749241946,0.3140646901632022,0.0970708663501478,13.166666666666664,-0.7553853672168399,3.4731640511419966,3.4731640511419966,0.0,0.014741308424668031,0.9602319187317088,0.0,2.8247157629581867,7.0,0.045791690292390407,-0.4993764325605796,0.7352492033842677,0.00023074,1.2222222222222219,0.8762985985997688,0.3333333333333333,0.8776041335372828,194.0,0.030300999999999988,1.2251301258982152,1.2251301258982152,3.0,0.01756299569226281,2.8189450321591325,0.0,134.99842352461238,14.142135624698705,4.309398331272727,0.2852135701930667,0.3531124618393442,0.15713484026367722,1.6664795859627113,0.4621870002727663,3.9973240481023162,1.0814941107322034,0.015263896764130137,1.3333333333333333,1.0,-1.3168710996685848,0.9311684845532808,3.494259273709046,2.2499960044615546,0.3122844089142405,5.0852467061064495,0.0,1.081483747120199,271.54439784169546,2684.1341965281545,0.03052779352826027
"mp-300007936, Li9(NbS2)14, Li5(NbS2)7, mp-767218, mp-767171",2.0,1.0,0.0,0.4929784225914093,1.2825358460278948,575.0196078431372,0.8606074569827005,1.0,-0.07187785280834548,75.6416043019552,0.0,0.4093333333333334,0.3190432015263245,0.012280992532005632,0.33396915033550056,0.2973512967714034,-0.06372432630620062,1.3487374121021063,0.12518224902318212,0.212004516538188,0.11855680366995924,15.68627450980392,-0.7604357432989888,4.490149639753454,4.490149639753454,0.0,0.06377902044963941,1.057763579821718,0.0009247253311623877,43.2182340402234,7.0,0.05688942063014143,-0.3752209408445655,0.6741377497500309,0.08950871404324105,0.1184159938485198,0.7636956958338696,0.4509803921568628,0.8441187804486929,2.0,0.030300999999999963,25.36547736853648,25.46629901713929,25.500004907839106,0.022201183958528384,1.2837275766708904,0.0,923.6401147696021,11.44683522522665,3.4449534154430586,0.29363677568484936,0.20553783323077587,0.05732564035252843,0.9074379429293246,0.243459296587154,2.105610284165425,1.1357237339801642,0.025656013225357897,0.1568627450980392,0.0,-0.5207499955743656,0.2852554697623601,1.559319382845172,1.2353435221329978,0.16449736250592684,2.678678944475211,0.0,1.018757865074276,465212.64891019353,4258552.132250536,0.031233407404783524
"mp-300007936, Li5(NbS2)7, LiNbS2, mp-767171, mp-7936",2.0,1.0,-0.5764472299486837,0.28333453874838405,0.5162361366388715,3433.8076923076924,0.860808630064738,1.0,-0.7831045344058392,80.54186701885926,0.0,0.4093333333333334,0.31868087421408337,0.011264527511232823,0.329680109649237,0.3018153939722388,-0.07197842098006121,1.4343188423311737,0.12462998102562195,0.20613657718605632,0.1181922626812199,15.730769230769232,-0.7647936119328188,4.53953792115095,4.53953792115095,0.0,0.10670645506736053,0.908303611157386,0.0009292947410263855,44.105725759837206,7.0,0.05813468934642105,-0.05918102148613295,0.6745645656080432,0.10356816662025306,0.11390532544378698,0.8390174069090374,0.4615384615384616,0.8403561064872559,15.0,0.03030099999999992,25.988380914308213,25.966025062570683,25.920413026984736,0.02225086060717565,1.2666175508895223,0.0,921.5780216996768,1.5843074676772444,3.6943430966262634,0.2756204258589105,0.4234475477881592,0.05791944364039023,0.9085478999319266,0.2436407468586751,2.1071795960098902,1.1415202785107488,0.02683139508296356,0.15384615384615385,0.0,-0.0820991931134382,0.5874299078703441,1.535217943876786,1.2375413625321177,0.16461996242923901,2.680675364528199,0.0,1.0183938396652978,481613.2110305145,4404136.247583792,0.03130329426345749
"mp-300007955, Sb, Li3Sb, mp-80, mp-7955",6.0,24.0,0.0,-2.210026580761672,1.6518798738549585,577.0,1.068374539933174,488.0,-0.03814820939218752,11.615102867787702,0.0,0.0,0.8909098886120931,0.0,0.8909098886120931,0.8909098886120931,-0.1693121647582223,-0.5139833747646113,0.0893859429126145,0.4070795046868762,0.08000269586765188,13.5,-0.8384599074104566,3.5207936119989047,3.5207936119989047,0.0,3.820623187411983e-05,0.6958511089221407,0.0,0.9217732792531608,12.0,0.03648427400681984,-0.2548608611405929,0.9927544777685018,0.0,4.0,0.9126166691138948,1.0,0.9126166691138948,194.0,0.030300999999999995,1.0,1.0,1.0,0.031546911564760416,0.4643895665255415,0.0,56.47918332196554,14.142135620448068,2.0080321285140563,0.13560818350177986,0.18021384307960267,0.0,0.0,0.4643895665255415,0.4643895665255415,1.8059751221709108,0.03648427400681984,4.0,4.0,-0.3686411279928985,0.26066864129503103,0.32315993909055946,0.0,0.32315993909055946,0.32315993909055946,0.0,1.4317821063276353,8.680555555555559,211.38888888888897,0.0
"mp-300009158, CuO2, LiCuO2, mp-704672, mp-9158",3.0,4.0,0.06720971642977977,-0.6789598951469062,0.7911589391346271,345.66666666666674,0.9616747572355772,173.0,-0.064024259649799,23.444882598027807,0.0,0.56,0.6100669041249066,0.02315964811741832,0.6265796804647007,0.5773144894681989,-0.008591647199020822,0.9065146851967162,0.4067916226488322,0.1775982285051193,0.2341509642371462,14.0,-0.979229565458412,5.0285020748814215,5.0285020748814215,0.0,0.33449648993685016,0.06359828015951395,0.023209945207053717,3.7609305368559642,5.0,0.0493142698991879,-0.5093686419428708,0.6175279120283167,0.19291155787855585,0.6111111111111109,0.6905768290399933,0.3333333333333333,0.6865605443176005,69.0,0.030300999999999776,1.4999978203512068,2.9999982284605755,2.9994161726582287,0.01087973298660143,0.3316485166672705,0.0,125.3553183011192,9.425118444474453,-0.0325600325343914,0.2161384930529919,0.2864907045093522,0.07856742013183861,0.0836365902490185,0.2725085165468689,0.44992851690807373,0.7179591677459487,0.016438089966395966,0.6666666666666666,0.5,-1.199821883831052,0.674831131090808,0.32502811755953714,0.017248123310340674,0.30063558764856985,0.3372243825150208,0.0,1.2286449702243178,1457.7683940063487,17409.84086571369,0.03287617993279193
